Epoch 0, loss: 253.11962526494807
Epoch 1, loss: 98.28145057504827
Epoch 2, loss: 82.20966378125277
Epoch 3, loss: 81.32325410842896
Epoch 4, loss: 63.92093615098433
Epoch 5, loss: 55.25110350955617
Epoch 6, loss: 49.14403386549516
Epoch 7, loss: 44.28495669364929
Epoch 8, loss: 40.35262060165405
Epoch 9, loss: 35.17946033044295
Epoch 10, loss: 31.41570817340504
Epoch 11, loss: 28.14114990017631
Epoch 12, loss: 25.678048859943043
Epoch 13, loss: 23.250146291472696
Epoch 14, loss: 20.92569479075345
Epoch 15, loss: 18.752184358510103
Epoch 16, loss: 17.112716230479155
Epoch 17, loss: 15.552295478907498
Epoch 18, loss: 14.210530584508723
Epoch 19, loss: 13.011230327866294
Epoch 20, loss: 12.214008596810428
Epoch 21, loss: 11.47126098654487
Epoch 22, loss: 10.926987480033528
Epoch 23, loss: 10.477543028918179
Epoch 24, loss: 10.009376179088246
Epoch 25, loss: 9.637074492194436
Epoch 26, loss: 9.252836991440166
Epoch 27, loss: 8.930651973594319
Epoch 28, loss: 8.639757237651132
Epoch 29, loss: 8.346849360249259
Epoch 30, loss: 8.090336631644856
Epoch 31, loss: 7.830909371376038
Epoch 32, loss: 7.692207737402483
Epoch 33, loss: 7.50530116666447
Epoch 34, loss: 7.333354386416349
Epoch 35, loss: 7.203166078437459
Epoch 36, loss: 7.082060683857311
Epoch 37, loss: 7.0042565356601365
Epoch 38, loss: 6.834726295687935
Epoch 39, loss: 6.76559285142205
Epoch 40, loss: 6.718731300397352
Epoch 41, loss: 6.584374861283735
Epoch 42, loss: 6.568641646341844
Epoch 43, loss: 6.483242311260917
Epoch 44, loss: 2067.5230956240134
Epoch 45, loss: 134.53709517825735
Epoch 46, loss: 34.84133700890975
Epoch 47, loss: 27.508862083608452
Epoch 48, loss: 23.015916921875693
Epoch 49, loss: 20.35324443470348
Epoch 50, loss: 18.623514435508035
Epoch 51, loss: 17.153902292251587
Epoch 52, loss: 15.940595681017095
Epoch 53, loss: 14.811607176607305
Epoch 54, loss: 13.86361452666196
Epoch 55, loss: 13.094116633588618
Epoch 56, loss: 12.452583139592951
Epoch 57, loss: 11.857368642633611
Epoch 58, loss: 11.38288728757338
Epoch 59, loss: 10.975181904706089
Epoch 60, loss: 10.610955325039951
Epoch 61, loss: 10.31923611055721
Epoch 62, loss: 10.0329740264199
Epoch 63, loss: 9.81094060160897
Epoch 64, loss: 9.555400853807276
Epoch 65, loss: 9.399130154739726
Epoch 66, loss: 9.192368507385254
Epoch 67, loss: 9.066596578467976
Epoch 68, loss: 8.919342057271438
Epoch 69, loss: 8.767220697619699
Epoch 70, loss: 8.657715217633681
Epoch 71, loss: 8.51020193641836
Epoch 72, loss: 8.346378564834595
Epoch 73, loss: 8.283742227337576
Epoch 74, loss: 8.12147112868049
Epoch 75, loss: 8.013303702527827
Epoch 76, loss: 7.955704732374712
Epoch 77, loss: 7.8204457272182815
Epoch 78, loss: 7.740747944875197
Epoch 79, loss: 7.623487570069053
Epoch 80, loss: 7.56850697777488
Epoch 81, loss: 7.501607770269567
Epoch 82, loss: 7.346121381629597
Epoch 83, loss: 7.26388605074449
Epoch 84, loss: 7.197593239220706
Epoch 85, loss: 7.126575833017176
Epoch 86, loss: 7.055450629104268
Epoch 87, loss: 7.002708115360954
Epoch 88, loss: 6.953418287363919
Epoch 89, loss: 6.854985063726252
Epoch 90, loss: 6.809561165896329
Epoch 91, loss: 6.7235824194821445
Epoch 92, loss: 6.6518466743555935
Epoch 93, loss: 6.6145136031237515
Epoch 94, loss: 6.538541127334941
Epoch 95, loss: 6.496046922423623
Epoch 96, loss: 6.43050109798258
Epoch 97, loss: 6.3704764517870816
Epoch 98, loss: 6.336436174132607
Epoch 99, loss: 6.28253482688557
Prediction time per training sample: 0.0006938642925686307
Prediction time per validation sample: 0.000677490234375
Prediction time per test sample: 0.0007363796234130859
