postgre,sampling,mscn,mscn_bitmap,xgb,deepdb
1.6726546906187625,1.3966649711377495,14.203389830508474,10.743589743589743,10.397800070865905,1.0077484668257173
1.5609095973344824,1.0901778155700868,1.5277546774046926,1.0007474420311568,1.1396620335363423,1.048014520791032
1.0019374506100893,1.0067902954497803,2.30716427986313,1.0555241561213604,1.2321515309777678,1.0078225567294383
43.666666666666664,12.0,9.0,21.25,1.1407189709482213,3.337236369227347
1.096474025017593,1.039621470358602,3.109087131475286,1.1155529049493984,2.2609236062619344,1.9548468940940231
16.132038834951455,1.4650835904852657,5.65934065934066,1.3881401617250675,48.42867660522461,7.817162325395274
1.8915207672602063,1.0008019203803615,1.6794254642393713,1.1159418639386296,42.06707763671875,1.2780245071481655
1.0000510997024248,1.0000452356739873,1.3773984246057234,1.009826753240177,2.786366753656219,1.4545708104280994
2.274492690066806,1.0020494396825252,1.4168285810689418,1.0661902707482245,1.028451182006066,2.637712855438106
1.5691128987837473,1.0025839061522994,2.092991210878528,1.2086645875573439,1.286986103476394,1.5675284972497294
1.4782608695652173,46.0,2.1739130434782608,4.181818181818182,1.0882608098576612,6.35960609565846
2.4518987097132667,1.0028794608971299,2.0740513698878336,1.1030534300290593,1.1887549571368712,1.0038593346802693
1.0010537092880665,1.0176207270886084,1.151990281568262,1.094776387472421,2.298303083939986,1.4534813757065204
6.337954095228283,1.0360359396032142,2.157119711053004,1.2158527403004573,1.1018372565485595,1.2689314815664468
2.8299595141700404,1.039449968192581,1.0257510729613735,1.3770685579196218,1.3207124148367775,1.7795557130987651
1.178735425909412,1.0021902801711962,1.0080455422265402,1.050305043139237,1.0765775222424983,1.55241572775566
1.239137223471193,1.0146340210714615,10.936091433804268,1.25489893750286,1.1339538871819197,1.0190618747467601
1.0029036064845762,1.0001380046825028,1.1980686954058701,1.0081590573093604,1.0867002963977523,1.4550647128680723
1.2494179985127667,1.0086054083605758,3.91513174257165,1.348437972387383,1.1228978261491778,1.4824826199753562
2.078665827564506,1.0161609066689912,3.0330578512396693,1.4353617923100213,1.2292848116163648,2.17858065963415
31.125,8.0,2.25,3.625,1.1062796377381114,1.4534813757072378
1.0041653677680564,1.0036890291212068,1.3470608814421243,1.2047534175002088,1.2509892880580604,1.5525289449377018
1.0025231982783074,1.0021200235738483,1.7375191836967467,1.0468297564399447,1.0515806679819375,1.007946021443095
1.000134283781712,1.00549660363476,3.7058931558522934,1.034820939483757,1.174490491920334,1.4545531951183477
1.91611882037263,1.0000769432082954,2.1418893913386743,1.7866038301650486,1.3144155031316012,1.4198919643000454
2.696940024479804,1.1194468546729681,1.0535535989833893,1.3325769265680312,1.2706495241648068,1.569229405809163
1.0138769553293816,1.0000036160735664,1.0130473430274132,1.0933511973412593,9.761454197420406,1.0054032653366192
1.1732851985559567,4.292774854283158,9.848484848484848,9.027777777777779,1.0913149598253635,1.312417304092267
2.69811320754717,143.0,4.205882352941177,8.411764705882353,2.804094273455626,2.210451516744168
1.1991251753954946,1.0009377266990325,1.0040296640004862,1.215623749436455,1.3387730069222719,1.5022733073583743
1.2654918615240027,1.0161794720478268,7.39772561669923,1.2009522020289913,1.0779126094802376,1.5543441842923478
3.320820442863755,1.030572964739719,2.7106299212598426,1.1611100107832133,1.3657435578204877,1.2694866149451232
1.3252752397855416,1.0106588888780883,1.2404736067749031,1.006917880405674,1.2264237624751158,1.0169209884919896
