prediction,true
3311595,3274126
150000,150000
170,25
413300,413459
150000,150000
1500000,1500000
1395186,1389269
247225,247693
21,21
85536,85007
150000,150000
4972,4967
6001079,6001215
1,1
150000,150000
256300,256594
851880,848661
1,2
989881,990044
143186,143425
8,8
101825,102361
355757,355706
1380896,1360084
170,25
795838,800000
1342041,1334307
170,25
170,25
429430,431009
215294,306512
764198,764487
1500000,1500000
150000,150000
795838,800000
1,1
1171440,1170918
1,1
3467,3401
1,1
35792,35250
2,2
795838,800000
150000,150000
170,25
156107,156557
795838,800000
795838,800000
124002,124238
150000,150000
557377,561328
170,25
20,16
426277,429070
150000,150000
15201,16084
1,1
76590,76259
150000,150000
130386,130548
21,27
170,25
170,25
150000,150000
3476,3377
9488,9493
36674,38316
1,1
795838,800000
170,25
1,1
22327,22087
6001079,6001215
170,25
170,25
567967,569777
194449,196021
1,1
1983076,1967020
170,25
170,25
170,25
170,25
497280,497360
551898,532261
1,1
672150,668496
75,64
1,5
55,1891
1,1
1436139,1441636
50294,29764
9,1
170,25
170,25
6001079,6001215
170,25
57,20
6,3
57,15
3536660,2437037
1,1
1500000,1500000
301,259
170,25
1,1
795838,800000
1,1
57,15
153448,150978
1,1
1,1
170,25
1,5
57,15
57,5
10,21
1,1
300201,301386
729261,729366
495390,492492
2806392,2806537
1026,1668
170,25
233102,233436
1500000,1500000
57,5
7,6
2,4
50294,90284
1,1
1,1
800000,800000
2,1
50294,59716
57,15
1,1
238950,239786
18309,18017
5830604,5828306
26868,27060
31680,31680
179322,179302
44059,113869
4912283,4910091
1,5
5895,6008
57,5
1,1
7,10
1500000,1500000
3,4
882,29764
57,1
1,1
1,1
684,1120
1,5
1,1
150000,150000
57,15
435892,439976
119347,118976
10,15
7095,6948
57,1
90070,166985
2855902,2867712
1,1
170,25
541361,543684
67037,64836
1,1
59,2036
26,1
43920,44080
1,5
50294,60101
1,1
1,5
1,1
57,15
1,1
57,15
170,25
26,35
170,25
428,445
1,1
58,69
1,1
4,3
170,25
1500000,1500000
150000,150000
6,1
1,1
6001079,6001215
57,20
3,5
1,1
445,779
2,1
2519724,2544718
569052,573576
1,1
170,25
17,1
5427,5416
1,1
3006529,4151858
1,1
6001079,6001215
72827,72863
795838,800000
4,1
57,10
1,1
35469,82645
1,1
1,1
59313,59615
150000,150000
1,1
170,25
50294,29764
6001079,6001215
1,1
1500000,1500000
35964,35303
1,1
1,1
5114,5114
755326,742017
150000,150000
1511,1544
1,5
1,1
50294,120236
699600,699520
800000,800000
83420,84030
170,25
820376,814176
57,20
6001079,6001215
72,73
73,65
1500000,1500000
1,2
150000,150000
57,5
24,30
2,1
1,1
43947,105266
1,1
10000,10000
2077,2488
170,25
57,15
795838,800000
1,1
150000,150000
3,2
795838,800000
170,25
800000,800000
1,4
74179,74274
1,1
9,29
6,8
4065,4071
53493,10019
66351,66366
293610,294912
13119,13158
1248270,1249887
1,1
32757,32878
2000360,2398416
1,5
4353475,4240160
4,6
1,1
1,5
80,80
116709,9385
57,15
1,1
1,1
37136,66385
1,1
1,1
6,4
1,1
1,1
33347,19693
300450,299671
170,25
170,25
12,1
4,1
1,1
4,3
65,74
34907,34822
86,83
1,1
795838,800000
1174,1230
99134,95579
34795,34293
1500000,1500000
8101,8100
52943,53142
1500000,1500000
800000,800000
629992,634179
6627,6630
5332159,5333786
57,1
3,3
80,69
2217876,2260403
1,1
80,80
365676,369076
10000,10000
781281,781513
1,1
33,26
43,50
1,1
3353,8045
1,1
31262,18451
1,1
170,25
795838,800000
170,25
1,1
170,25
360922,971424
57,15
6001079,6001215
6001079,6001215
96035,96084
10000,10000
13,9
795838,800000
569290,574772
536704,539903
427860,431568
57,5
3,2
6001079,6001215
26738,26848
1,1
1616,1941
2,1
1,1
170,25
795838,800000
61,50
170,25
1,5
170,25
10000,10000
57,1
795838,800000
595,568
32934,1
207802,207082
1,1
170,25
20,4
170,25
50009,48605
1,1
57,5
1,1
2000360,959438
57,15
59,2019
3353,1
170,25
42167,41862
1,1
6001079,6001215
6001079,6001215
1868997,1898722
795838,800000
18,20
569185,572084
57,10
50294,90284
61450,61267
1261050,1260214
170,25
98010,241475
3,1
1,1
508509,512916
57,1
57,1
1,1
8988,1
6001079,6001215
1379300,1380624
1,1
445744,440460
10,14
2367,2279
1,1
1,1
14589,34735
1137400,1139317
170,25
57,10
170,25
1,1
3,2
1500000,1500000
1,1
444160,444160
538960,538720
170,25
57,5
170,25
795838,800000
225212,224362
100825,296375
1,1
84640,82369
80,70
76483,76470
57,10
115,3837
4,1
17,18
6080,6063
731451,731752
1,1
3999,3999
406198,406163
1,1
57,15
21,7
1,1
549499,544886
28,958
25839,25220
4684242,4669283
150000,150000
165887,168858
1,1
3567,3913
10,1
800000,800000
312,315
150000,150000
10,29
2480,2447
12507,11918
1,1
800000,800000
170,25
1,1
57,10
57,20
7,7
101783,102062
170,25
10000,10000
170,25
4405,17512
882,30183
80,80
807,27210
57,15
1014811,1011215
1,1
795838,800000
170,25
236436,247879
6001079,6001215
170,25
17,11
1,1
668920,667429
3353,6009
4,1
50294,120096
3353,2019
665,22567
10000,10000
1,1
6001079,6001215
101788,102681
179880,175392
6001079,6001215
4,5
1,1
170,25
11546,11595
1123,4247
1,1
2154,1
857767,854583
3353,5994
7,3
1500000,1500000
13,17
177099,240253
2,1
3414537,3394195
1500000,1500000
1,1
170,25
1,1
1500000,1500000
170,25
127339,129671
307,10472
28,38
5570,22420
43358,43070
2,1
6001079,6001215
170,25
1,2
1,1
