prediction,true
121727660,824608643
1432264,1447230
233957,244602
6001079,6001215
1,1
5295069706,36007310944
5969857,6001215
1802157,1814311
1831425,1856523
81841,1250
9747,9091
477727,481832
1,1
2000360,4323633
7,1
6001079,6001215
648241,644221
2135395588,14517521791
1745653,2777255
373269,373609
8,1
3238641180,22098852221
5969857,6001215
164985,284745
14,16
6001079,6001215
294238,284893
2681882,2667742
592,625
3213,108592
3484985,2705487
103800,104835
550899,545545
4051999,4043120
6001079,6001215
2,4
727791,729060
120728,119829
4713223,5500107
734,3848
2,1
1,1
665440,667429
1,1
16,26
6,5
6001079,6001215
1,2
1,1
59,1
40244,19860
2001658,1173734
5969857,6001215
778925,910530
227711,133406
127,356
6001079,6001215
353004647,2400301184
80092293,531431589
5267522106,36007310944
3898497,3911337
300,317
6,1
393293,388230
5454381,5455400
347285,302659
5993293,5993514
5969858,6001215
6001079,6001215
103267,693680
5969857,6001215
114645882,774303222
8,2
6001079,6001215
5969857,6001215
1,1
3,5
30,28
40,78
3266498,3274085
7,23
35117,1173734
3,10
1,1
7058823200,47996794560
1,1
29,28
465,467
6001079,6001215
6001079,6001215
355,1432
1,1
5,2
5,11
1,1
1,1
189113,196086
112586,113928
15238235,95118933
79600,23511
5423217,5456329
4,1
595,581
1,1
477347,476109
68,61
397808,400105
6001079,6001215
6001079,6001215
1,1
30,35
424985294,2907985136
1,1
3604027,3068753
28240370447,192024094720
3718651,3724766
5969857,6001215
1016891,2329060
1,1
4042034740,66849151579
10,24
15,15
247752,244211
12,14
9309,8095
2000360,1079810
4,1
3015377,3027875
974665,965724
2301496,2320011
12,22
9706,41992
5969858,6001215
432419,428475
61028,57752
3910438,3929747
5969857,6001215
3287,13425
29849,120114
244996,125967
1670,72
337941,2222856
435,385
5267521765,36007310944
613432,676129
118,724
1,1
6001079,6001215
10149,10115
5969857,6001215
5577990,5607720
1,1
2084091,2914895
6001079,6001215
1,1
6001079,6001215
3,1
1,1
600,596
358779,129918
305,364
24,26
882,1
5969858,6001215
205832,432761
234346,566462
230548,226895
60000,464027
6001079,6001215
1,1
4,6
6396,6247
2681882,2667742
5969857,6001215
9040588,245912186
26361,61598
3,14
35300,1196335
64314,63821
3070606,3102112
1,1
4,4
196025,508156
1,1
5969857,6001215
53244,1
7424,257559
5267521765,36007310944
6282350,1548066400
630230,627234
5969858,6001215
388797353,1
1,1
67001,58503
6,4
6001079,6001215
6001079,6001215
15,20
112336,862590
391977,478518
34,79
1,1
9,1
5741072,5746234
30,33
882,1
621,2453
6001079,6001215
1283697,1292900
747254,753142
92095,119453
5969858,6001215
6001079,6001215
1026798,1025393
5969857,6001215
1,1
6001079,6001215
1493393,4051043
1,1
878,3589
5,5
2689484,2727089
1766170502,6986681829
8,6
3995029,3999445
372709,870327
5606083,5643508
26471,101637
5969857,6001215
600,593
88840,90500
669282,677585
2306646,2312567
12,11
6001079,6001215
1,1
28,43
1,1
235519,231830
6001079,6001215
5957499,5997544
68,91
13,16
1746517,1236432
6001079,6001215
1,1
1120679,1145548
2470895168,16732803628
5969857,6001215
363341,360164
1,1
5267521765,36007310944
1,1
4463857,4488826
6001079,6001215
6001079,6001215
6001079,6001215
1,1
845895,2275952
225000,1711169
4301933,4303405
5969857,6001215
1,1
1,1
2000360,5761745
5969857,6001215
121896,97178
6001079,6001215
3769766,3819029
12,9
174706,1
2,2
147007,149334
5919307,5922421
5575442,5576468
10,1
5340360,5335961
6001079,6001215
1,1
1843810,1831397
4620028,4626421
1490808,2333699
4,6
1853493,1850447
1325456,1361561
41096,4684
1,1
5969858,6001215
639477,1743686
9122,61105
5668907,5670885
5,4
353004647,2400301184
1,1
1680146,1675162
5969857,6001215
631061471,4300456099
5969858,6001215
629223,643287
1,1
2000360,4323633
262435,269487
5224527,5244359
1852537,1864708
3890118,18557998
1,1
3335505,3367986
1,1
5181977,5192581
52146,52171
12,4
5969858,6001215
1,1
70814,71664
5969857,6001215
7055,9812
48,49
595,581
30,35
2,1
40,54
604834309,4119645094
6001079,6001215
27403235,6388057008
1765,53487
1,1
1,1
4742038,4743104
537287,545293
5969857,6001215
526658,3618020
1,1
3,2
30,27
1388576,1395785
32741,252219
35910000,241100175
18783,19751
85129,86855
2000360,2878793
1,1
5969857,6001215
3081973550,20922411338
2000360,2398416
5969857,6001215
8820,1
204,213
622027,621125
2531219,2529959
7,6
1108076,418696
542186,543221
4237834,4251844
124927,127263
31235243,520909214
1376696,1396893
2993884,3012280
5267521765,36007310944
591901,594734
1254202,1257000
1,1
55,150
3577533,3595774
5,6
1,1
353004647,2400301184
18977696,127909594
6001079,6001215
30,31
5295069706,36007310944
80963,81778
2,1
5013802,5044962
6001079,6001215
6,14
6001079,6001215
196514,193244
1353,17404
49,52
6001079,6001215
1,1
5969857,6001215
204003529,1368225535
59,1
5969858,6001215
1,1
1,1
4274336,4288529
24,32
2553400,2565761
946674,945854
521378,650321
1,1
5031890,5035688
2,5
5908118,5977299
10,6
505635000,3435332422
824,6775
382915002,2616254160
11767,214358
30,33
730830,733711
6001079,6001215
30,37
5267521765,36007310944
1172817,1169188
408943,392097
14044,119916
4146692,4166784
4561438150,36876697021
1,1
4,3
3551183,3573332
5969857,6001215
29849,119926
7022100000,47996794560
5,5
1,1
40,72
50374,50511
1545,1757
5969858,6001215
1652941,1656100
36,34
5267520882,36007310944
296845,299838
272992,268968
3,8
29961,70707
2,1
915516,917205
2904185,2878664
337487647,2315308297
5969858,6001215
5969858,6001215
30005,120635
55,64
1,1
2,1
1372604,1361650
488654,480578
682323,667458
5267522106,36007310944
197,296
179223,193343
542097,545309
6001079,6001215
2045229,2040771
1499170,1515788
404268,403598
5295069706,36007310944
6001079,6001215
1,4
188767,506475
5969857,6001215
30,26
2000360,5401325
8,15
1,1
1073705,1084913
3,3
1089792,1090344
882,1
3050558820,20749504822
2000360,1440085
5295069706,36007310944
23,40
18873,18518
4,1
1,1
353004647,2400301184
5860012,5889406
51773824,354062420
44,23
2112,2181
674957,686213
24539,25437
61084,58661
205613,205519
2467467,2482179
6001079,6001215
2033007,2037131
702209763,4800033120
37,93
6001079,6001215
1,1
600,543
5969857,6001215
4268643,4267310
5267521765,36007310944
3,8
374,929
5295069706,36007310944
2757507,2744919
6001079,6001215
2292601,2290728
22,23
2,1
2,1
21043,20058
4029454,4060878
1,1
20833,20811
3034091850,20827665482
217,232
6001079,6001215
5244,15354
744,334
6,1
248,250
1,1
1056460,1068945
18529,1
5969858,6001215
135,142
6001079,6001215
40,21
5969857,6001215
23,19
6001079,6001215
1,1
4785437,4807531
9994,9903
7706753,51947210
152991,211503
6001079,6001215
702210000,4800033120
116610,116957
10,5
6001079,6001215
6001079,6001215
59,1
1409,5349
1,2
38009,110897
673389,663783
159,832
1584266,1595789
50041,58312
6001079,6001215
1,1
2,2
22812,22686
6001079,6001215
22,29
25389,25960
5969858,6001215
411451,412857
236322,240179
5969857,6001215
1,4
404051,412214
882,1
1,1
69755,70042
3,10
5,1
6001079,6001215
754613,757638
5969857,6001215
1,1
1,1
1595054118,10907460373
5107184,5122119
5,25
3508861,3499826
6,6
1,1
1765,5952
2198435,1127306
5969857,6001215
3898932,3884711
1,1
34433,85605
6001079,6001215
6001079,6001215
2012126,1187850
14,5
1410429,1402519
203125490,1344611719
2229620,2217847
2000360,4562810
5969857,6001215
5267521765,36007310944
6001079,6001215
40,93
7,1
539277,545309
6549590871,44564687153
22107647,151023142
2934693,2954259
1,1
5969858,6001215
1989953,5881369
1190343,1203457
6001079,6001215
6001079,6001215
1,1
26,19
4533731471,30831011754
600,602
6001079,6001215
5267522106,36007310944
1,1
6001079,6001215
1,1
59,1
546640,544886
4787,4428
15,10
6001079,6001215
2,1
1,1
3098572,3117656
673121,666878
1184733,1182615
1,1
5423217,5456329
5267521765,36007310944
6001079,6001215
580,571
3,1
600,617
100485882,679513759
66630,68896
5969857,6001215
669974,672906
6001079,6001215
512094,497785
3594153,3630120
1,1
1,1
950431,962533
60,76
30,29
1,1
4199197,4228839
5756,23196
8588,14839
6001079,6001215
1955895,1976450
4023616,4047572
16062,33991
6001079,6001215
314688529,5170803348
5969857,6001215
1,1
5969857,6001215
5969858,6001215
6001079,6001215
1332529410,21873544517
6001079,6001215
2214481,2207640
6001079,6001215
5969858,6001215
353004647,2400301184
35294,243123
98,86
5267521765,36007310944
18529,621381
950998,961162
1,1
1,1
31,42
853789,850101
30,40
1784988,2463043
2,1
864952941,5862945830
656118,666678
276360,309506
29849,119460
6001079,6001215
106649609,732100084
6001079,6001215
319798,270307
5267521765,36007310944
5,11
5969858,6001215
1,1
1,1
1,1
353004647,2400301184
5969858,6001215
53090,72574
1,4
1,1
2,1
4,1
85133,486737
5969857,6001215
3,5
1799530,2053130
7446,258550
6001079,6001215
2000360,3122422
1283861096,5066606720
4,5
11471,18107
3675155294,24998842682
30005,119971
6001079,6001215
1,1
4375387,4365288
2,2
5771998,5772019
23,57
6001079,6001215
6001079,6001215
557167,850608
31,1
372711,106831
2074078,2087115
182081,272677
5969858,6001215
166998,161762
2773994,2785828
693100,665972
6001079,6001215
542097,545309
113210824,767528064
1546,1489
882,11990
1,1
1,1
6001079,6001215
496919977,3453603250
5267520573,36007310944
119,209
1,1
323017,325818
1763963824,11996237571
16,24
6,1
61437,62296
1,1
6001079,6001215
3694642,3719594
324792,189916
29849,120114
6001079,6001215
1138631,992866
3267768,3281096
46810,1
1519931,1738502
6001079,6001215
6001079,6001215
9656,53532
28240370480,192024094720
2726,18896
1859615,1360987
216627681,1489855765
41112,117073
158690,157713
1,1
5969857,6001215
5,11
148841,145982
5715787,5930367
68,69
12,9
6001079,6001215
466272,466757
233,297
115813,120056
5969857,6001215
6001079,6001215
35117,1222276
1,1
7022100000,47996794560
6001079,6001215
2460635290,17978069741
3721844,3750982
5969858,6001215
80692,81705
32293182360,217893181516
6001079,6001215
25142,100664
3,8
6001079,6001215
6,1
4075153,4085345
5295069706,36007310944
4174744412,28393861211
6001079,6001215
2,4
1,1
1070859,898595
1,1
650707,1734942
5969858,6001215
291536,289353
6001079,6001215
6,2
5969857,6001215
4251254,4292194
6001079,6001215
27,28
479990,143939
5969857,6001215
249321,255417
1634454,1603605
702210000,4800033120
5267520882,36007310944
1277562,1279914
16,25
608397,615280
11830,13063
7022100000,47996794560
4047,4134
6001079,6001215
4341109,3452502
5267520573,36007310944
1,1
1,1
17,25
1878433,1879741
225781765,1526856974
5969858,6001215
5969857,6001215
2680942,2691545
4727943,4728741
462676,454256
1634807,44351128
353004647,2400301184
1,1
1342041,1334307
2670032,1533932
41063,58647
1,3
1291032,1285828
5969858,6001215
218860,219380
332862,331684
6001079,6001215
1,1
2,6
4196584,4201046
88235,84600
54314,44266
353004631,2400301184
417111,477642
531379,531998
348706,810456
3599978,3636316
1394419,565218
1415334,1386438
1955714,1962039
5969857,6001215
1,1
744655,980293
1,1
5149579,5151388
2827071,2828524
1,1
6001079,6001215
