prediction,true
501,838
4344448,4344670
598229,381253
8119492,3311512
1081028,1274246
2999102,2990419
14371236,14570665
946882,789644
956291,956615
677871,435786
997984,1152615
249,39
710105,712963
23775120,23501220
2369774,2370751
51,2
12576467,6646317
434,2
277,1
4079742,4072192
824844,1042283
1026570,1029245
2021961,2016503
249,8
1898068,1892838
5318045,2314071
15564215,20032173
1557111,1556102
11130735,11429999
198380,203113
6695845,7567967
249,149
5205806,5157644
501,33
249,355
3000570,2990610
103,77
860031,544532
103,156
3264627,1997146
172433,387979
418554,744010
249,42
255611,258248
17525535,17363671
28327136,28150437
3942421,3932302
1940621,1935005
12440984,10031889
7417574,9847312
2861240,2945450
23021693,22791697
1059681,1056939
28304,29660
249,1
2218831,2218831
5400297,2575581
302429,116706
3371679,3376865
793770,795055
484282,488154
27911610,27712580
249,314
334748,336309
434015,442278
26559820,26663241
2305,3928
249,93
498022,499840
1083549,1082138
733242,517333
225,397
51,1
51,12
935671,1237707
2498607,2504778
9726,9842
11646155,17601365
249,38
2138983,2137953
501,152
249,313
450593,458418
658700,665228
84104,93082
1428691,1426839
6807241,6989602
308646,169569
27101534,28808107
1494,2340
6749717,499598
31177288,31241811
511634,822645
9041652,9233840
410393,408662
3068452,6539903
1580134,1581674
249,174
103,42
4211909,4209924
375915,386906
173,636
24937260,25009887
1262651,1262230
1311933,1314151
1890402,1886579
249,198
3267793,3269126
4181035,4178571
121,25
51,4
501,216
62841,27931
3185054,3182031
63,1
10634168,12670688
823216,829552
12082937,11952549
1603699,1601485
2724832,2716578
667133,673287
103,115
531817,834635
457932,656031
249,132
7249,2796
430168,245664
553479,433035
2339622,2339935
1511906,1498400
728862,456138
249,90
3299903,3304968
3679843,3675368
249,25
11309,4084
1274718,1227117
3171089,3170677
2422867,2418768
501,605
51,98
249,320
1519042,1521034
173,234
824415,778693
868213,1073035
698761,444022
801835,804870
21924799,20826748
249,8
270305,283587
249,394
278175,281680
12052530,12670688
2261701,1149705
249,63
387349,198988
103,32
249,569
1456646,1458768
4487830,5213690
2770970,1419319
9405875,9303390
501,86
3336968,3334069
188326,192360
324477,329612
3727944,3727531
8204142,4482794
9309088,6393233
10566747,8545506
329,38
16645129,16876853
630616,863103
53,363
1142131,3270867
4053337,4042699
785444,492940
3822353,3819517
14214079,14420089
153193,64958
441470,124695
197074,166
8025869,10643834
53,2
3274231,3272745
103,187
2459724,1378859
884676,1197515
249,2
4844,5133
1317969,2396567
22047026,20981887
501,141
802887,808000
7452222,12670688
3919,4169
249,115
590664,476184
33534701,33664126
249,62
1052464,1193785
163849,166878
7961419,12670688
502987,709905
