prediction,true
610000.0,561293
1,1
1,326276
1,4
1650000.0,1500000
5000012.4975005,6001215
940000.0,894165
1,1
4000009.9980004,2742350
1,1331248
1,270
1,1
1,4
1,205
1650000.0,1500000
1,1
1,1
1,202
1,1
1,1
1,1
1170000.0,1119704
1,1220700
1600000.0,1446278
720000.0,793308
370000.0,276888
1,2
1,1
5000012.4975005,6001215
1,55798
1,457752
1,8345
100000.0,104837
1,1
1,692185
1,299995
4503200.0,4503280
1,262528
1650000.0,1500000
350000.0,374994
520000.00000000006,568708
1,280159
750000.0,685058
1650000.0,1500000
5000012.4975005,6001215
1,1828210
1,3757560
1270000.0,1192848
1,1
1650000.0,1500000
1,3937
919999.9999999999,770827
1284070000.0,1326348328
1,1
1,308882
1,1
1,1
1650000.0,1500000
1,1
1130000.0,1005993
1,446
1,5
180000.0,157000
380000.0,314736
1,1
1650000.0,1500000
1,95660
1,1
390000.0,331334
1,1
1,4365288
1380000.0,1206222
293000.0,292068
1018000000.0,960090880
1,1
340000.0,291659
260000.64987002598,237733
5000012.4975005,6001215
1,239470
1,1
1,1
1,1017988
1,479891
1,4
1,29
4000009.9980004,6001215
1030000.0,954472
1,285838
1,1
1,16429
1000002.4995001,1687987
1,129838
1,12
1,1983
2000004.9990001998,1331932
1,1
1,17
10000.0,16080
1,552
1,5852867
5000012.4975005,6001215
1,183084
1650000.0,1500000
550000.0,519067
1,7
5000012.4975005,6001215
1,1
1,27
1,1
1,6001215
1,310
720000.0,800000
1,184
1,1
1,1
1,1244959
1,330732
360000.0,345772
1,1265822
1,1
1,80692
3000007.4985003,4568505
150000.0,143710
960000.0,815359
1,1359
1,1
1,1302587
4000009.9980004,6001215
1,1
250000.0,237187
1,154
1,458178
3000007.4985003,4229707
670000.0,650906
1,1
1,314
1,655359
190000.0,137370
1,27
1,6001215
1,1
1,653
10000.0,10364
1,1
1520000.0,1359548
120000.0,118546
1,1
1,1
20000.0,21611
670000.0,614314
1,2060
1,6001215
1,6001215
1,1
960000.0,817056
1,6001215
1,595
1,558728
1,900
4000009.9980003997,2996343
1,31286
1,13
1,1
1650000.0,1500000
1,1
1,1
1,6
1,16
1,1596
1,1
1,674180
1,63799
410000.0,325784
4791840000.0,4800033120
1,1
5000012.4975005,6001215
1,6616
1,2
1650000.0,1500000
1,18033
1650000.0,1500000
1650000.0,1500000
1650000.0,1500000
3000007.4985003,4271080
1,2957704
1,1
1,230892
1650000.0,1500000
2279200.0,2451768
1,538432
4000009.9980004,6001215
26685500.000000004,27244848
1,1
420000.00000000006,453402
1,1
1,8
1,22
740000.0,646851
720000.0,800000
1,1
2000004.9990002,4200408
1,1
1,1
1,500315
1,6001215
1,1
160000.0,116241
6210100.000000001,6279021
1000002.4995001,183902
340000.0,254422
1,1019959
320000.0,343197
1000002.4995000999,746481
1650000.0,1500000
1650000.0,1500000
1650000.0,1500000
800000.0,800000
1650000.0,1500000
840000.0000000001,730602
1,1
50000.124975005,78176
1650000.0,1500000
1,7
1,9
1,14
1,245
1650000.0,1500000
1540000.0,1376695
1650000.0,1500000
1650000.0,1500000
5000012.4975005,6001215
5000012.4975005,6001215
1,1
1,3
1,1
1,6001215
1,181695
720000.0,800000
1,1
2000004.9990002,3171535
1,1
1,596
1,1
1,398
500000.0,535004
860000.0,722785
380000.0,315876
1,3
1650000.0,1500000
1350000.0,1170576
1,2477702
670000.0,726536
1,1
1,1
1,1
5000012.4975005,6001215
1,18959
1,18
1,1
1,1
1,1
5000012.4975005,6001215
880000.0,765983
1,1197
1650000.0,1500000
1,188690
1,1
1,21
90000.0,100975
1,1
300000.0,345781
1,1
1,6001215
1,1
1,401
110000.0,113137
1,20
1,1
1,7156
1,1
800000.0,699424
1,3659
1650000.0,1500000
3000007.4985003,4669283
1650000.0,1500000
1,6001215
1,64
1,1
1650000.0,1500000
1090000.0,1012763
132730000.00000001,120899116
1,22809
1,6001215
1,10874
1,17201
1,1
1650000.0,1500000
1000002.4995001,1500000
1,602
1,1
1,1
1620000.0,1472986
1,19195
1,2641765
6320015.796840631,6001215
1,4
1000002.4995000999,1334307
1,6001215
5000012.4975005,6001215
1,1
1,115
1380000.0,1209088
5000012.4975005,6001215
1,12538
1,2237
1,1
340000.84983003396,313752
720000.0,800000
1,1
1,4
1,3208486
630000.0,561431
1,1
1,736343
1,1
1,1
1650000.0,1500000
1,369
1,1
1,6001215
1410000.0,1308209
1,6001215
4000009.9980004,6001215
160000.0,154095
229999.99999999997,252246
1,597221
680000.0,579176
1450000.0,1330335
1,6987
1,1
1,819198
1,6
1,1634409
1,1
6320015.796840631,6001215
1,4531
1,1
110000.00000000001,72176
1,1
6320015.796840631,6001215
1,81
1,1
1,1
1000002.4995001,2089995
1,1
1,11
960000.0,914001
1,162684
2000004.9990001998,950129
1,6001215
1130000.0,1076431
1,1
1650000.0,1500000
1,7639
160000.399920016,145843
1,1
1,1
1,1
1,17
1,1
1,1
1,1
1,7
1,5
1370000.0,1175642
1,8146
1,1
720000.0,800000
1,1
1,1
1,28
1,1
1,322
1,1
5000012.4975005,6001215
90000.0,90016
1,6
2270005.673865227,2326783
1,3
1650000.0,1500000
10000.0,7518
1,124712
5000012.4975005,6001215
1,3316801
200.0,80
590000.0,483272
1,106
3000007.4985003,5121134
39700.0,40085
1,4
1,36
1,1
1,1
1,1
1650000.0,1500000
1,1
1,74373
830000.0,690738
1,16
1,1
1,190207
1,1
1,230
1,1
1,1
120000.299940012,97636
1,1
50000.0,70009
1,1
1,1
1650000.0,1500000
1,2793
2700.0,3220
1,37083
4000009.9980003997,4666908
1,81370
1,1
1,23521
1,1
1,1
1,23548
720000.0,800000
1,1
1,84
1,1
260000.00000000003,288953
1,1
720000.0,800000
1000002.4995001,807258
1,1
830000.0,680800
960000.0,934048
1,1
1,1
2000004.9990002,3761165
1,10
1,22
5000012.4975005,6001215
800000.0,800000
1,1
1550000.0,1395205
1,611
1,35
1,1
1,6001215
1,36
5000012.4975005,6001215
1,1
1,71685
1,1
1,1
5000012.4975005,6001215
150000.0,129033
1,2
1,8045
1,19467
1,63
2000004.9990002,1337858
1650000.0,1500000
1,1
20000.0,30112
1,2
1,17
1650000.0,1500000
1650000.0,1500000
1,1
1,40
800000.0,800000
1,66
1,1
1,1
1,1
1,1
1,1
1,12266
1,86
1,1
1130000.0,991466
1,69319
1,119907
5000012.4975005,5161663
760000.0,678683
2519200.0,2252992
290000.0,313269
1,1
1,1
1,1
1,5372
1,1
1,13
1,1
1000002.4995001,169787
720000.0,800000
580000.0,598973
1,6665
1650000.0,1500000
1,1
1,21132
4000009.9980004,6001215
1,1
1,22
1,85148
59985400.0,60000414
110000.00000000001,112133
1,6001215
30000.0,15956
5000012.4975005,6001215
1650000.0,1500000
1,378380
1,1
140000.0,165345
1,28
1,12
1650000.0,1500000
160000.0,172592
1,6001215
1,1152252
1,1
160000.0,174501
30000.0,20570
1650000.0,1500000
1000002.4995001,214771
1,6001215
1,8
1,16
1,1
1,6001215
1,1
1,4
1,2
870000.0,711512
1,1
200000.0,213347
1,429070
400000.0,371492
1,1
110000.0,111978
1650000.0,1500000
1650000.0,1500000
800000.0,800000
1,1
1,132
1650000.0,1500000
1,6
1,5983
1220000.0,1152134
5000012.4975005,5389813
3000007.4985002996,3999591
1,6001215
1,6364
1,6001215
59985400.0,60000414
1,1
1650000.0,1500000
1650000.0,1500000
1,1
1,6001215
1,681767
1,54
1,1
1,1020548
200000.0,200080
1,1
1,1
170100.0,166624
4791840000.0,4800033120
1,2
40000.0,28785
1,281133
1370000.0,1178670
1,6
1,399716
1,10905
5000012.4975005,6001215
1,1
240000.0,240685
1,1
80000.0,68804
340000.0,240736
1,1
700000.0,768664
100000.0,113256
1,11141
1,3833
1460000.0,1341828
1650000.0,1500000
1,20513
1,369789
1,1
