fps f##f.gamesetting,<,3,f.fps,=,560.0#1
fps f##f.gamesetting,<,4,f.fps,>,166.1#104667
fps f##f.gamesetting,>,2,f.fps,=,200.2#6
fps f##f.gamesetting,>,2,f.fps,<,53.5#25078
fps f##f.gamesetting,<,3,f.fps,<,700.0#162202
fps f##f.gamesetting,=,2,f.fps,<,420.0#92288
fps f##f.gamesetting,>,3,f.fps,=,400.0#284
fps f##f.gamesetting,<,4,f.fps,>,208.4#66658
fps f##f.gamesetting,>,3,f.fps,>,139.9#17502
fps f##f.gamesetting,=,1,f.fps,>,700.0#26
fps f##f.gamesetting,=,4,f.fps,<,179.9#43404
fps f##f.gamesetting,>,3,f.fps,=,277.2#1
fps f##f.gamesetting,>,3,f.fps,=,197.2#4
fps f##f.gamesetting,>,2,f.fps,>,28.4#260231
fps f##f.gamesetting,=,3,f.fps,<,64.5#19777
fps f##f.gamesetting,=,2,f.fps,>,530.0#247
fps f##f.gamesetting,>,3,f.fps,=,289.8#2
fps f##f.gamesetting,>,3,f.fps,=,120.8#5
fps f##f.gamesetting,=,1,f.fps,<,60.0#10081
fps f##f.gamesetting,=,3,f.fps,=,133.6#11
fps f##f.gamesetting,<,2,f.fps,<,620.0#68418
fps f##f.gamesetting,>,1,f.fps,>,51.5#311693
fps f##f.gamesetting,<,4,f.fps,<,50.0#28493
fps f##f.gamesetting,=,3,f.fps,<,144.4#143373
fps f##f.gamesetting,=,3,f.fps,<,31.8#4916
fps f##f.gamesetting,>,2,f.fps,<,316.7#259300
fps f##f.gamesetting,>,2,f.fps,=,243.2#2
fps f##f.gamesetting,<,3,f.fps,<,1000.0#162282
fps f##f.gamesetting,<,2,f.fps,<,220.0#61506
fps f##f.gamesetting,=,2,f.fps,=,30.0#7821
fps f##f.gamesetting,=,1,f.fps,=,520.0#1
fps f##f.gamesetting,<,2,f.fps,>,470.0#272
fps f##f.gamesetting,=,4,f.fps,<,55.6#11461
fps f##f.gamesetting,=,3,f.fps,=,67.5#21
fps f##f.gamesetting,=,4,f.fps,=,289.2#1
fps f##f.gamesetting,<,4,f.fps,>,56.7#327768
fps f##f.gamesetting,=,1,f.fps,=,30.0#2102
fps f##f.gamesetting,<,4,f.fps,=,143.5#6
fps f##f.gamesetting,>,3,f.fps,<,252.8#49466
fps f##f.gamesetting,<,2,f.fps,>,240.0#5777
fps f##f.gamesetting,=,4,f.fps,<,80.4#20512
fps f##f.gamesetting,<,4,f.fps,>,63.3#316548
fps f##f.gamesetting,=,4,f.fps,<,122.7#33613
fps f##f.gamesetting,>,1,f.fps,=,212.2#3
fps f##f.gamesetting,=,2,f.fps,=,60.0#2044
fps f##f.gamesetting,<,4,f.fps,>,202.8#66726
fps f##f.gamesetting,<,4,f.fps,>,227.3#63056
fps f##f.gamesetting,>,3,f.fps,=,278.6#1
fps f##f.gamesetting,<,3,f.fps,<,120.0#76994
fps f##f.gamesetting,<,2,f.fps,<,510.0#68356
fps f##f.gamesetting,>,2,f.fps,<,78.6#50873
fps f##f.gamesetting,>,2,f.fps,>,264.4#23191
fps f##f.gamesetting,=,3,f.fps,>,232.5#28699
fps f##f.gamesetting,=,4,f.fps,<,296.7#50341
fps f##f.gamesetting,=,4,f.fps,=,90.0#1830
fps f##f.gamesetting,>,1,f.fps,=,143.8#12
fps f##f.gamesetting,=,4,f.fps,<,133.5#35318
fps f##f.gamesetting,<,2,f.fps,=,290.0#158
fps f##f.gamesetting,=,4,f.fps,>,104.3#25393
fps f##f.gamesetting,=,4,f.fps,=,41.0#1
fps f##f.gamesetting,=,2,f.fps,<,160.0#53743
fps f##f.gamesetting,>,1,f.fps,<,129.3#196133
fps f##f.gamesetting,=,4,f.fps,=,210.9#3
fps f##f.gamesetting,>,2,f.fps,<,79.9#51118
fps f##f.gamesetting,>,3,f.fps,<,246.6#48501
fps f##f.gamesetting,=,4,f.fps,=,139.6#8
fps f##f.gamesetting,>,1,f.fps,<,55.7#46037
fps f##f.gamesetting,=,4,f.fps,>,242.2#4862
fps f##f.gamesetting,>,1,f.fps,>,123.1#162229
fps f##f.gamesetting,<,4,f.fps,=,228.5#1
fps f##f.gamesetting,=,2,f.fps,>,640.0#49
fps f##f.gamesetting,<,2,f.fps,<,680.0#68426
fps f##f.gamesetting,<,2,f.fps,<,750.0#68454
fps f##f.gamesetting,>,1,f.fps,<,240.3#301218
fps f##f.gamesetting,<,2,f.fps,<,290.0#64685
fps f##f.gamesetting,>,2,f.fps,<,227.0#228409
fps f##f.gamesetting,<,3,f.fps,=,350.0#1354
fps f##f.gamesetting,=,3,f.fps,>,121.3#91971
fps f##f.gamesetting,=,4,f.fps,<,211.4#47308
fps f##f.gamesetting,=,2,f.fps,<,360.0#90027
fps f##f.gamesetting,<,3,f.fps,>,520.0#368
fps f##f.gamesetting,>,3,f.fps,>,156.4#12400
fps f##f.gamesetting,=,3,f.fps,=,178.1#2
fps f##f.gamesetting,>,3,f.fps,>,184.1#9123
fps f##f.gamesetting,>,1,f.fps,>,240.3#56133
fps f##f.gamesetting,>,2,f.fps,<,40.8#14920
fps f##f.gamesetting,<,3,f.fps,<,20.0#1545
fps f##f.gamesetting,=,1,f.fps,<,530.0#68360
fps f##f.gamesetting,<,2,f.fps,>,50.0#58399
fps f##f.gamesetting,<,2,f.fps,=,450.0#50
fps f##f.gamesetting,=,1,f.fps,<,120.0#39132
fps f##f.gamesetting,=,3,f.fps,<,134.8#125084
fps f##f.gamesetting,>,3,f.fps,>,124.6#19545
fps f##f.gamesetting,=,4,f.fps,=,81.6#6
fps f##f.gamesetting,=,3,f.fps,<,59.6#14172
fps f##f.gamesetting,=,4,f.fps,=,123.6#7
fps f##f.gamesetting,=,4,f.fps,=,140.9#8
