fps f##f.cpufrequency,<,4700,f.fps,=,34.1#1
fps f##f.cpufrequency,<,2534,f.fps,<,210.0#16097
fps f##f.cpufrequency,<,2900,f.fps,>,182.2#4257
fps f##f.cpufrequency,<,4000,f.fps,>,580.0#522
fps f##f.cpufrequency,<,4400,f.fps,=,96.1#18
fps f##f.cpufrequency,>,3900,f.fps,<,244.9#60738
fps f##f.cpufrequency,<,2933,f.fps,=,163.5#3
fps f##f.cpufrequency,>,2667,f.fps,>,121.3#184561
fps f##f.cpufrequency,=,4100,f.fps,=,160.0#1
fps f##f.cpufrequency,<,1900,f.fps,>,60.0#323
fps f##f.cpufrequency,=,2200,f.fps,<,230.0#6856
fps f##f.cpufrequency,<,2100,f.fps,<,20.0#183
fps f##f.cpufrequency,>,3900,f.fps,<,141.9#48054
fps f##f.cpufrequency,<,3900,f.fps,=,126.4#13
fps f##f.cpufrequency,>,2667,f.fps,=,350.0#2349
fps f##f.cpufrequency,<,2800,f.fps,=,360.0#1
fps f##f.cpufrequency,=,2900,f.fps,<,240.4#3161
fps f##f.cpufrequency,<,2666,f.fps,>,80.0#2614
fps f##f.cpufrequency,=,2300,f.fps,<,70.0#261
fps f##f.cpufrequency,>,3800,f.fps,<,123.6#41716
fps f##f.cpufrequency,=,3200,f.fps,=,390.0#2
fps f##f.cpufrequency,<,2100,f.fps,=,40.0#387
fps f##f.cpufrequency,<,2400,f.fps,=,220.0#3
fps f##f.cpufrequency,>,3900,f.fps,>,232.5#22725
fps f##f.cpufrequency,=,3500,f.fps,=,280.0#227
fps f##f.cpufrequency,>,4000,f.fps,<,192.6#20873
fps f##f.cpufrequency,>,3200,f.fps,<,163.2#224012
fps f##f.cpufrequency,>,3066,f.fps,>,343.2#9193
fps f##f.cpufrequency,>,3067,f.fps,<,233.7#305884
fps f##f.cpufrequency,=,2267,f.fps,=,30.0#2
fps f##f.cpufrequency,=,4000,f.fps,<,90.0#10818
fps f##f.cpufrequency,>,3300,f.fps,>,81.3#231950
fps f##f.cpufrequency,=,3100,f.fps,>,260.0#174
fps f##f.cpufrequency,=,4300,f.fps,=,120.0#1
fps f##f.cpufrequency,=,2533,f.fps,>,10.0#0
fps f##f.cpufrequency,=,3466,f.fps,=,80.0#1
fps f##f.cpufrequency,=,2900,f.fps,=,114.1#1
fps f##f.cpufrequency,<,3900,f.fps,>,112.5#172389
fps f##f.cpufrequency,=,4700,f.fps,>,100.0#231
fps f##f.cpufrequency,=,2100,f.fps,<,60.0#279
fps f##f.cpufrequency,=,4400,f.fps,=,70.0#20
fps f##f.cpufrequency,>,3200,f.fps,>,84.3#239160
fps f##f.cpufrequency,<,2400,f.fps,<,250.0#11031
fps f##f.cpufrequency,=,2600,f.fps,<,180.0#818
fps f##f.cpufrequency,=,3400,f.fps,>,158.8#14865
fps f##f.cpufrequency,=,2133,f.fps,>,30.0#5
fps f##f.cpufrequency,<,4300,f.fps,=,96.6#21
fps f##f.cpufrequency,=,2533,f.fps,=,10.0#1
fps f##f.cpufrequency,<,2533,f.fps,>,220.0#39
fps f##f.cpufrequency,<,1800,f.fps,=,60.0#41
fps f##f.cpufrequency,>,2667,f.fps,=,69.6#22
fps f##f.cpufrequency,=,2666,f.fps,=,20.0#15
fps f##f.cpufrequency,=,3066,f.fps,<,100.0#423
fps f##f.cpufrequency,>,3100,f.fps,>,330.0#9376
fps f##f.cpufrequency,>,2100,f.fps,=,313.8#1
fps f##f.cpufrequency,=,3800,f.fps,<,46.5#754
fps f##f.cpufrequency,=,2000,f.fps,<,70.0#1941
fps f##f.cpufrequency,=,3300,f.fps,<,70.0#5828
fps f##f.cpufrequency,>,1900,f.fps,>,182.5#103805
fps f##f.cpufrequency,>,1700,f.fps,>,217.4#71478
fps f##f.cpufrequency,>,2133,f.fps,=,114.1#18
fps f##f.cpufrequency,<,2600,f.fps,=,70.0#697
fps f##f.cpufrequency,>,2000,f.fps,=,142.9#12
fps f##f.cpufrequency,<,2666,f.fps,<,300.0#16997
fps f##f.cpufrequency,=,2200,f.fps,<,20.0#178
