prediction,true
52377.459,50873
22952.3987,25393
1,1
235187.56590000002,232115
85.1666,86
1,3
12987.9065,14854
85.1666,90
1,10
89893.3463,87476
127.74989999999998,98
1,41
1,3
1,5
94194.2596,93799
42.5833,7
170.3332,93
159517.0418,162187
45478.964400000004,47457
124343.23599999999,125976
1234.9157,1121
311071.0065,306901
1,3
1,9
319247.0001,315358
1,19
155258.7118,158009
53271.7083,53477
104243.9184,104688
19034.735099999998,19390
1,1
1,3
11540.0743,11549
1,15
170.3332,244
47310.0463,49863
9197.9928,10445
6813.328,8257
41348.384300000005,42904
38410.1366,39508
169566.7006,163826
22611.7323,25106
165521.2871,165079
1,2
3278.9141,3862
63576.86689999999,64430
1,41
8516.66,9940
47480.3795,50134
127.74989999999998,105
32661.3911,33555
1,1
55102.790199999996,55765
152192.7142,149979
62341.9512,64358
1,19
158154.3762,160930
42.5833,10
1,1
1,9
1,2
1,8
8857.3264,10188
21547.1498,22477
46288.0471,46452
1,50
1,2
1,5
1,18
27764.311599999997,28208
255.49979999999996,272
64854.3659,67432
1277.499,1362
7494.660800000001,6662
4130.5801,3744
158154.3762,160909
1,39
6302.3284,6709
92405.761,93137
64556.28280000001,65667
1,1
65365.3655,68421
32703.974399999996,33928
90234.0127,90184
94151.67629999999,93766
89978.5129,90027
42.5833,62
42455.5501,43995
37941.7203,38962
25975.813,26483
65109.8657,68130
42.5833,52
1277.499,1362
333001.406,328898
1,4
202781.6746,196747
26401.646,29148
2725.3312,2960
5237.7459,6241
212.9165,327
1,66
1490.4155,1486
65280.198899999996,68356
65152.449,68143
383.24969999999996,694
1,4
1,2
1,13
1,1
1,2
20482.5673,22639
1,1
1,7
73243.276,73858
42.5833,57
127.74989999999998,121
1,9
29510.2269,29940
1,1
5195.162600000001,6216
1,5
1,15
127.74989999999998,117
164116.0382,160221
49737.2944,52325
65024.6991,67825
30617.392700000004,30661
1,4
7750.1606,7821
8985.0763,10404
15670.6544,17902
1,1
65365.3655,68420
163094.039,160183
85.1666,7
162753.3726,162375
36366.1382,38014
1,4
15329.988,17769
339346.3177,335814
38112.0535,39152
124811.65230000002,124776
67962.94679999999,69366
158154.3762,160909
2725.3312,2984
42.5833,11
1,1
1,3
4769.3296,5588
65407.94879999999,68461
62980.7007,64572
159304.12529999999,161972
33129.8074,33968
681.3328,1033
38623.053100000005,39132
186600.0206,180599
47650.7127,50315
1,14
17416.5697,17098
85.1666,169
32618.807800000002,33440
42.5833,23
45777.0475,48013
1490.4155,1416
42.5833,60
129069.98229999999,124776
65280.198899999996,68375
1,9
59914.7031,60313
1,7
2086.5816999999997,2044
1,3
42.5833,10
159517.0418,162184
181234.52479999998,176689
65109.8657,68135
1,18
65109.8657,68126
93938.7598,91904
85.1666,44
25975.813,26483
49779.877700000005,52445
1,2
1,1
127238.9004,126254
9453.4926,10081
59957.286400000005,60342
1,7
1,2
1,11
39006.3028,41769
1,8
164925.12089999998,158922
59744.369900000005,61506
10858.7415,12497
212.9165,219
1,3
53612.37470000001,55121
35216.3891,37777
383.24969999999996,384
1,1
250602.7205,247186
1,2
11540.0743,11549
1,1
1,4
298.0831,354
1320.0823,1227
41348.384300000005,42874
1,20
45223.4646,47136
85.1666,45
1,4
23591.1482,24060
196947.7625,190668
298.0831,221
184726.3554,178529
15968.7375,18194
10730.9916,12322
4428.6632,4313
1,3
42.5833,19
317075.2518,313200
12391.7403,14295
85.1666,169
170.3332,134
310261.9238,305808
47310.0463,49841
43094.2996,43070
1,7
4811.912899999999,4922
4513.8298,5199
1,8
244215.2255,240392
1,4
158154.3762,160902
47097.1298,47437
206571.5883,202059
1,7
2895.6643999999997,3168
1,2
1,12
92746.4274,92332
49779.877700000005,52446
127.74989999999998,59
1320.0823,1732
47650.7127,50310
298764.4328,295243
57955.8713,57183
251241.47,248178
1,2
126046.568,122942
65365.3655,68418
1,1
1,7
64982.11580000001,64437
2384.6648,2095
65280.198899999996,68363
65152.449,68205
1,23
269126.456,267124
894.2493,737
305151.9278,301684
1,3
42.5833,19
85.1666,75
3534.4139,3439
1,10
158154.3762,160909
85.1666,49
356422.22099999996,353124
1,4
60553.4526,63585
150276.4657,150289
85.1666,53
14946.738299999999,15865
3278.9141,3864
47480.3795,50151
7707.577300000001,8990
1,4
42.5833,7
102923.8361,101007
212.9165,253
103775.5021,104113
49992.794200000004,52764
158154.3762,160922
30191.5597,30703
4513.8298,5236
57444.871699999996,57267
1,2
3278.9141,4262
1,1
55273.1234,56756
1,1
1,3
31085.808999999997,31692
127.74989999999998,111
127.74989999999998,107
59616.62,61486
65024.6991,67800
1,7
94023.9264,93608
1,4
510.99959999999993,950
65280.198899999996,68359
1,6
2980.831,3136
1,6
1,9
1,3
203590.7573,203453
94151.67629999999,93766
42.5833,12
1,4
1,4
1,1
5620.9956,5483
319970.9162,316438
32703.974399999996,33889
157898.8764,160467
65152.449,68199
1,4
1,8
21078.733500000002,20871
10730.9916,12322
65365.3655,68454
42.5833,8
65152.449,68205
1,1
75798.27399999999,75453
92022.5113,92794
162157.20640000002,159268
1,4
37217.804200000006,36345
1,11
65237.615600000005,68366
65280.198899999996,68363
4684.163,5777
32746.557699999998,36122
425.833,476
1,13
42.5833,4
102114.7534,103156
42.5833,57
1,15
36280.9716,36635
168502.1181,162670
1,2
127025.9839,124422
1,15
94023.9264,93610
60127.6196,61890
510.99959999999993,991
1,1
1,8
65152.449,68210
243448.7261,239475
62086.451400000005,63055
212.9165,265
65280.198899999996,68360
1,4
332618.15630000003,327996
145549.7194,147970
1,2
20823.2337,20443
71923.1937,71016
268104.45680000004,264308
21121.3168,22002
94151.67629999999,93769
55954.45619999999,58399
1,4
64896.9492,67530
49396.628000000004,49741
5663.5788999999995,6974
177998.194,177627
57487.455,57371
46117.713899999995,48516
1,12
894.2493,737
149935.7993,149687
42.5833,16
39432.135800000004,41997
42668.4666,44322
4684.163,4507
248643.88869999998,247468
232249.3182,228401
27253.312,27688
43136.8829,45979
1,1
383.24969999999996,694
86401.5157,88440
51398.0431,49845
21717.483,21211
25081.5637,24696
3065.9975999999997,4122
236209.56509999998,232135
5493.2457,5208
1,12
296677.85109999997,292661
45095.7147,47009
32831.7243,33769
57955.8713,57183
12562.073499999999,14426
4726.7463,5546
283519.6114,279806
1,1
340.6664,325
1,10
41178.0511,42627
1,4
35216.3891,37777
65365.3655,68421
9197.9928,9466
5493.2457,6301
681.3328,1030
1,9
157813.70979999998,160445
1,3
150957.7985,147606
203079.7577,202990
4002.8302000000003,3634
47097.1298,49450
50461.2105,52615
1,1
1,9
248132.8891,246165
1,1
17246.2365,16931
159304.12529999999,161918
313370.5047,309468
4045.4135,3650
158367.2927,152992
10986.4914,12616
1,17
24102.1478,24944
185492.8548,181701
351525.1415,348284
1,2
42.5833,2
29041.810599999997,29534
54676.9572,56158
1,1
65365.3655,68418
5195.162600000001,6318
52079.3759,50592
1,5
121021.7386,118746
32661.3911,33536
11540.0743,11549
29254.7271,29633
7366.9109,7682
4471.2465,4575
3278.9141,3822
85.1666,45
55954.45619999999,56267
202781.6746,196693
1,5
1,3
65365.3655,68421
65365.3655,68418
42.5833,60
46245.4638,47573
65407.94879999999,68457
213853.3326,213366
1,3
4428.6632,4313
1,14
1745.9153000000001,1831
49779.877700000005,52384
9197.9928,10445
1,12
11071.658,11404
1,15
43349.7994,44205
1,1
17757.236100000002,19834
1,9
17331.4031,19423
1,8
43179.4662,44729
47097.1298,49450
298.0831,354
4769.3296,5029
53442.0415,53768
20525.1506,19969
282156.9458,280637
1,1
42.5833,12
65152.449,68149
1192.3324,1324
1,15
4939.6628,5086
7026.244500000001,8377
42.5833,2
1,2
42.5833,12
1,1
88530.6807,86186
1916.2485,2102
36962.3044,37223
