prediction,true
298338.5998,299467
1,3
1,1
360680.551,359159
1,3
101390.8373,103316
1,1
1916.2485,2093
1,34
140013.8904,139570
353611.7232,351021
1,2
23080.1486,23757
42.5833,13
39772.8022,39631
1,1
23293.0651,23341
1,1
10305.158599999999,9953
1,1
42.5833,4
158409.876,157086
64684.0327,66337
35173.8058,35278
16948.1534,16029
42.5833,2
1,1
1,1
1,1
1,2
42.5833,2
124470.9859,123180
1,1
7153.9944,7445
1,2
32448.4746,32854
150872.6319,149003
42.5833,67
1,10
5748.7455,6350
1,4
18694.0687,19061
169907.367,171864
1,1
328955.9925,329054
42.5833,34
41305.801,40368
120723.6555,122600
1,4
1,4
1,1
1,1
1,1
255.49979999999996,304
200311.8432,197894
1,2
1,7
274108.7021,272263
113867.74420000002,115069
304683.5115,302805
1,3
1,1
359104.96890000004,357327
1,1
1,28
1,5
1,17
243108.05969999998,241582
139162.22439999998,140295
192391.34939999998,191477
1,1
116763.4086,117828
1,1
1,1
1,2
1,1
59446.2868,61627
1405.2489,1450
241319.5611,242632
13754.405900000002,14804
390020.4447,389793
979.4159,1150
340.6664,419
1,2
1,2
1,102
1,1
85.1666,102
58211.3711,60309
468.41630000000004,389
1,1
25251.8969,25149
1,1
1,2
1,1
200908.0094,198524
296209.4348,297257
85.1666,176
1,1
1,2
42.5833,45
28147.5613,27611
42.5833,67
1,8
40113.4686,41987
1,19
1,3
59701.7866,61836
1,4
42.5833,106
1,1
1,1
1234.9157,1415
1,1
44031.1322,43788
1,1
1,7
127.74989999999998,107
1,1
1,1
42.5833,2
1,1
35173.8058,35274
120638.4889,122602
1320.0823,1392
17033.32,16050
156110.3778,155227
42.5833,15
402454.7683,401870
1,1
1,1
1,2
355911.2214,354859
1,1
1703.332,1781
35684.8054,35741
1,71
32789.140999999996,33040
287266.9418,288423
326528.7444,324631
236677.9814,238593
415953.6744,415114
352589.724,351536
390020.4447,389815
1,23
39176.636,39088
156578.7941,155405
1,22
1,5
1,2
1,6
58168.7878,59713
1873.6652000000001,1990
1,1
1,1
1,1
42.5833,5
359062.3856,357301
127.74989999999998,267
334193.73840000003,332300
1,3
3747.3304000000003,3778
1,1
1,2
111525.66270000002,113726
1,1
1,1
1,1
1,4
42.5833,31
1,1
1064.5825,1133
1,1
1,5
1,1
1,1
42.5833,115
1,4
1,7
42.5833,4
1,1
85.1666,25
1,2
1,1
99133.9224,101189
128729.3159,127378
1,65
126983.40060000001,125734
62980.7007,65187
416336.9241,416143
99261.6723,101742
1,1
1,2
1,2
51099.96,53253
1,1
894.2493,941
1362.6656,1430
127.74989999999998,273
1,3
7153.9944,6675
12774.99,13257
58850.120599999995,57988
355315.0552,352801
1,2
1,1
127.74989999999998,78
1,1
1,3
1,9
1,1
85.1666,194
1,2
1,6
22398.8158,22611
1,1
809.0827,809
1,1
340325.73360000004,338892
1,1
80908.27,83715
355187.3053,352556
1,1
127.74989999999998,242
42.5833,65
85720.1829,88083
1,14
37132.6376,37177
1,1
29169.560500000003,30530
42.5833,115
101987.00349999999,102553
355357.6385,352833
1,1
1,102
1,1
1,1
89382.3467,88935
42.5833,10
45904.7974,46014
1,8
197927.1784,196362
4684.163,4328
1,10
723.9160999999999,582
42.5833,66
127.74989999999998,277
20567.733900000003,20037
1,2
1,1
107906.0822,109541
1,1
255.49979999999996,239
1,6
1,8
255.49979999999996,197
1,1
1,1
213427.49959999998,211275
42.5833,86
1,3
42.5833,26
1,1
27040.3955,28439
96408.5912,95571
1,2
766.4993999999999,826
42.5833,1
341347.7328,341227
229311.0705,226708
42.5833,4
42.5833,64
46756.4634,48527
1,1
42.5833,161
32746.557699999998,32982
298.0831,271
1,1
1,12
22994.982,23688
29254.7271,30605
2001.4151000000002,2126
1,2
1,9
70432.7782,72870
1,4
1,1
42.5833,12
1,2
321801.9981,320248
1,1
58168.7878,59729
1,1
42.5833,92
1,16
329850.24179999996,330017
1,11
101433.4206,103554
29850.8933,30054
1,1
1,1
1,96
42.5833,2
1,1
1,2
70688.278,73218
1,2
127.74989999999998,273
425.833,337
7111.4111,6644
1,1
1,1
1,22
22994.982,23675
1,3
136862.7262,138174
1,1
253839.0513,251684
1,1
316521.6689,314303
1,3
1,65
101348.254,103359
553.5829,697
15031.9049,14750
1,3
154364.4625,153551
213384.91629999998,211147
1,1
326528.7444,324617
1,3
894.2493,917
1,1
468.41630000000004,371
1,7
70049.5285,72640
1,78
1,1
766.4993999999999,767
1,4
3789.9137,3363
1,2
30745.1426,31882
1,4
43094.2996,42886
382610.9505,380483
1,10
16905.5701,15993
1,47
1,7
1,2
255.49979999999996,266
1,1
1,5
102072.1701,101686
1,1
13796.9892,13716
42.5833,5
1,1
241660.2275,239741
1,3
64811.7826,66382
186812.93709999998,185527
1,7
1,1
44244.0487,46086
182639.7737,184009
11199.4079,11260
176720.69499999998,176402
2725.3312,2466
43094.2996,42915
85.1666,56
118338.9907,118811
319587.6665,317947
1,2
127.74989999999998,259
340.6664,312
42.5833,113
46926.7966,46725
1,56
380268.869,378608
324442.1627,322435
1,1
851.666,899
42.5833,20
190475.1009,188504
1,1
1,2
64343.36630000001,63229
1,1
1,3
1,6
1,1
42.5833,27
1,9
1,8
53740.1246,55617
1,1
1,7
42.5833,31
1,3
2043.9983999999997,2272
1,1
1,12
1,3
39432.135800000004,39349
40326.3851,39139
1,1
1,1
1,1
4215.746700000001,3932
341432.8994,341409
1,5
355868.6381,355264
212.9165,308
2725.3312,2462
1,1
1,1
113569.6611,115423
1,5
1,1
275982.3673,277601
65152.449,66591
32363.308,32795
1,1
16777.8202,16468
46032.5473,46146
1,39
203888.84040000002,202625
53782.7079,55724
1,5
85.1666,177
1,1
12391.7403,12598
1,1
1,1
1,2
127.74989999999998,290
1,1
1,2
468.41630000000004,371
46969.3799,46773
1,3
38793.3863,37903
1,1
1,1
378948.7867,377050
851.666,825
85.1666,205
1,2
1,3
35216.3891,35327
202228.0917,199823
42.5833,41
1,1
85.1666,173
851.666,804
510.99959999999993,578
355357.6385,352860
127.74989999999998,277
22356.2325,22590
1,2
1,2
96791.8409,96670
33129.8074,34626
42.5833,41
6855.9113,7119
1,11
1,3
1,3
1,44
42.5833,34
1,2
1,1
127.74989999999998,315
1,2
341730.9825,340050
65109.8657,66569
98793.25600000001,100866
139289.9743,140262
70603.1114,73115
35812.5553,35881
1,20
1,6
139928.7238,140801
1,3
9751.5757,10506
49609.5445,49442
168374.3682,165805
1,3
1,1
1,35
113654.82770000001,115488
766.4993999999999,921
1,3
341305.1495,341198
1,18
1,6
85.1666,206
42.5833,11
