Epoch 0, loss: 203.66234475916082
Epoch 1, loss: 55.65387379039418
Epoch 2, loss: 46.16564338857477
Epoch 3, loss: 41.80557890371843
Epoch 4, loss: 36.14144544167952
Epoch 5, loss: 29.18427434834567
Epoch 6, loss: 24.760800004005432
Epoch 7, loss: 21.269424514337018
Epoch 8, loss: 18.89223576675762
Epoch 9, loss: 16.745873006907377
Epoch 10, loss: 15.09242646260695
Epoch 11, loss: 13.886636636473916
Epoch 12, loss: 12.555342657999558
Epoch 13, loss: 11.348733842372894
Epoch 14, loss: 10.679152635010807
Epoch 15, loss: 9.742814481258392
Epoch 16, loss: 9.372189039533788
Epoch 17, loss: 9.00129656900059
Epoch 18, loss: 8.579671382904053
Epoch 19, loss: 8.154637748544866
Epoch 20, loss: 7.730279050090096
Epoch 21, loss: 7.32459542426196
Epoch 22, loss: 6.884362732822245
Epoch 23, loss: 6.52394557541067
Epoch 24, loss: 6.340701051733711
Epoch 25, loss: 6.198973363096064
Epoch 26, loss: 6.047758251428604
Epoch 27, loss: 5.88450862602754
Epoch 28, loss: 8.153598847714337
Epoch 29, loss: 33.7564742565155
Epoch 30, loss: 12.156397050077265
Epoch 31, loss: 9.171215160326524
Epoch 32, loss: 8.064638224515049
Epoch 33, loss: 7.294370689175346
Epoch 34, loss: 6.792227002707395
Epoch 35, loss: 6.323194482109764
Epoch 36, loss: 6.012768973003734
Epoch 37, loss: 5.725116756829348
Epoch 38, loss: 5.511347700249065
Epoch 39, loss: 5.286456200209531
Epoch 40, loss: 5.109870783307335
Epoch 41, loss: 4.9347874061627826
Epoch 42, loss: 4.759756131605669
Epoch 43, loss: 4.633798333731565
Epoch 44, loss: 4.504354929382151
Epoch 45, loss: 4.365439523350108
Epoch 46, loss: 4.221701871265065
Epoch 47, loss: 4.102568455717781
Epoch 48, loss: 3.977832019329071
Epoch 49, loss: 3.8615454868836836
Epoch 50, loss: 3.735199649225582
Epoch 51, loss: 3.627174101092599
Epoch 52, loss: 3.5361678817055444
Epoch 53, loss: 3.473897849971598
Epoch 54, loss: 46.63731981407512
Epoch 55, loss: 11.981114734302867
Epoch 56, loss: 7.054044663906097
Epoch 57, loss: 5.928420689972964
Epoch 58, loss: 5.2997572990981014
Epoch 59, loss: 4.93076651204716
Epoch 60, loss: 4.65896492654627
Epoch 61, loss: 4.436213187196038
Epoch 62, loss: 4.254324988885359
Epoch 63, loss: 4.088463043624705
Epoch 64, loss: 3.9355665797537025
Epoch 65, loss: 3.7993478097698907
Epoch 66, loss: 3.670559847896749
Epoch 67, loss: 3.5464871552857486
Epoch 68, loss: 3.4228400100361216
Epoch 69, loss: 3.3238505070859734
Epoch 70, loss: 3.2347534244710747
Epoch 71, loss: 3.1546453643928873
Epoch 72, loss: 3.0772142979231747
Epoch 73, loss: 3.016448828307065
Epoch 74, loss: 2.950684517621994
Epoch 75, loss: 2.884354542602192
Epoch 76, loss: 2.8318729536099867
Epoch 77, loss: 2.778866331685673
Epoch 78, loss: 2.7285601659254595
Epoch 79, loss: 2.686675811355764
Epoch 80, loss: 2.643920146606185
Epoch 81, loss: 2.617484153671698
Epoch 82, loss: 2.5700736072930424
Epoch 83, loss: 2.5346552282571793
Epoch 84, loss: 2.5062516101381997
Epoch 85, loss: 2.4872981038960544
Epoch 86, loss: 2.4505649737336417
Epoch 87, loss: 2.420603609897874
Epoch 88, loss: 2.395395213907415
Epoch 89, loss: 2.3736527250571684
Epoch 90, loss: 2.342143263329159
Epoch 91, loss: 2.319204731421037
Epoch 92, loss: 2.2964189675721256
Epoch 93, loss: 2.2776220725341276
Epoch 94, loss: 2.253232702612877
Epoch 95, loss: 2.2328949679027903
Epoch 96, loss: 2.274067152630199
Epoch 97, loss: 2.2012360001152214
Epoch 98, loss: 2.1618551395156165
Epoch 99, loss: 2.1427520527081056
Prediction time per training sample: 0.0009400208791097006
Prediction time per validation sample: 0.001036357879638672
Prediction time per test sample: 0.0009383201599121094
