Epoch 0, loss: 152.41477279229596
Epoch 1, loss: 19.125158201564442
Epoch 2, loss: 13.759333469650961
Epoch 3, loss: 10.724342400377447
Epoch 4, loss: 8.036776732314717
Epoch 5, loss: 7.479971067471937
Epoch 6, loss: 6.254373425787145
Epoch 7, loss: 5.506074799732729
Epoch 8, loss: 5.196749418973923
Epoch 9, loss: 4.779733576557853
Epoch 10, loss: 4.840892000631853
Epoch 11, loss: 4.696377372199839
Epoch 12, loss: 4.215626776218414
Epoch 13, loss: 4.027867306362499
Epoch 14, loss: 3.767221114852212
Epoch 15, loss: 3.642865625294772
Epoch 16, loss: 3.509991312568838
Epoch 17, loss: 3.3580036867748606
Epoch 18, loss: 3.232754574580626
Epoch 19, loss: 3.1204220246184957
Epoch 20, loss: 3.03447824716568
Epoch 21, loss: 2.947718609463085
Epoch 22, loss: 2.876272117549723
Epoch 23, loss: 2.811050046573986
Epoch 24, loss: 2.75003443793817
Epoch 25, loss: 2.698473729870536
Epoch 26, loss: 2.624110097234899
Epoch 27, loss: 2.5734567127444525
Epoch 28, loss: 2.5300527160817925
Epoch 29, loss: 2.495497726581313
Epoch 30, loss: 2.510255894877694
Epoch 31, loss: 2.444682852788405
Epoch 32, loss: 2.6500130079009314
Epoch 33, loss: 4.173108117146925
Epoch 34, loss: 25.402217415246096
Epoch 35, loss: 8.855089090087198
Epoch 36, loss: 5.328807280822233
Epoch 37, loss: 4.366199133071032
Epoch 38, loss: 3.7572528448971836
Epoch 39, loss: 3.4991874667731198
Epoch 40, loss: 3.277850852771239
Epoch 41, loss: 3.082294908436862
Epoch 42, loss: 2.953156677159396
Epoch 43, loss: 2.85534853014079
Epoch 44, loss: 2.7777988450093702
Epoch 45, loss: 2.7188867818225515
Epoch 46, loss: 2.6423944532871246
Epoch 47, loss: 2.594743471254002
Epoch 48, loss: 2.539354680614038
Epoch 49, loss: 2.4894465926018627
Epoch 50, loss: 2.44280704991384
Epoch 51, loss: 2.400619552894072
Epoch 52, loss: 2.3686550814997065
Epoch 53, loss: 2.332301374186169
Epoch 54, loss: 2.3009001246907492
Epoch 55, loss: 2.269209563732147
Epoch 56, loss: 2.2386087003079327
Epoch 57, loss: 2.2173238274726
Epoch 58, loss: 2.194334851069884
Epoch 59, loss: 2.171789265491746
Epoch 60, loss: 2.1449435502290726
Epoch 61, loss: 2.1246918074109336
Epoch 62, loss: 2.1052234172821045
Epoch 63, loss: 2.085626083341512
Epoch 64, loss: 2.0689430223269896
Epoch 65, loss: 2.051473158327016
Epoch 66, loss: 2.0300161161205987
Epoch 67, loss: 2.0249320539561184
Epoch 68, loss: 2.0019858818162573
Epoch 69, loss: 1.9871515238826924
Epoch 70, loss: 1.9718115451661022
Epoch 71, loss: 1.964046529748223
Epoch 72, loss: 1.9392506046728655
Epoch 73, loss: 1.9186223636973987
Epoch 74, loss: 1.9000557078556581
Epoch 75, loss: 1.8774617937478153
Epoch 76, loss: 1.8503262427720157
Epoch 77, loss: 1.818628498099067
Epoch 78, loss: 1.7998161695220254
Epoch 79, loss: 1.775836780667305
Epoch 80, loss: 1.7576305676590314
Epoch 81, loss: 1.7506832060488788
Epoch 82, loss: 1.72020661695437
Epoch 83, loss: 1.7114872647957369
Epoch 84, loss: 1.697942865165797
Epoch 85, loss: 1.686338104984977
Epoch 86, loss: 1.683778483759273
Epoch 87, loss: 1.6694377525286241
Epoch 88, loss: 1.6728249923749403
Epoch 89, loss: 1.638890262354504
Epoch 90, loss: 1.6240885623476722
Epoch 91, loss: 1.628919549963691
Epoch 92, loss: 1.6130689396099611
Epoch 93, loss: 1.6001926281235435
Epoch 94, loss: 1.5867749953811818
Epoch 95, loss: 1.5742904300039464
Epoch 96, loss: 1.5625716989690608
Epoch 97, loss: 1.5603811957619407
Epoch 98, loss: 1.5536310957236723
Epoch 99, loss: 1.554768512194807
Prediction time per training sample: 0.0009634309344821506
Prediction time per validation sample: 0.0010159730911254883
Prediction time per test sample: 0.0010367393493652343
