,pred,true
0,7818.0,7818
1,1.0,1
2,46.0,46
3,47244.0,47244
4,321736.5,321736
5,1.0,1
6,15220.0,15220
7,1.0,1
8,24.0,24
9,1.0,1
10,1.0,1
11,812.0,812
12,35830.3,35831
13,150.0,150
14,5868.0,5868
15,122987.0,122987
16,1.0,1
17,321.0,321
18,9049.25,9050
19,1.2000000000000002,1
20,419.0,419
21,1.2857142857142856,1
22,7.0,7
23,1.25,1
24,2542.0,2542
25,11.4,12
26,1.0,1
27,65396.16666666667,65396
28,239354.95555555556,239352
29,87.0,87
30,2.0,2
31,463.6666666666667,465
32,1.5714285714285714,1
33,1872.0,1872
34,68700.0,68700
35,15.121212121212121,18
36,2.0,2
37,350109.5,350110
38,352566.75,352567
39,1.0,1
40,205.0,205
41,99.0,99
42,30057.57142857143,30057
43,66976.6,66976
44,6214.0,6214
45,242223.5,242223
46,15271.0,15271
47,353629.0,353629
48,35.0,35
49,1.8,2
50,31440.266666666663,31439
51,2.0,2
52,1.7272727272727273,2
53,17.666666666666664,19
54,1523.0,1523
55,5777.0,5777
56,302248.2,302250
57,103756.625,103756
58,276870.0,276869
59,1.0,1
60,697.0,697
61,337.0,337
62,7.571428571428571,8
63,15.377777777777778,13
64,38936.666666666664,38936
65,251.0,251
66,2441.0,2441
67,934.0,934
68,101293.8,101295
69,179441.65714285712,179444
70,15921.0,15921
71,1.0,1
72,426.0,426
73,11.5,12
74,8518.0,8518
75,1.0,1
76,1.0,1
77,442.0,442
78,36212.0,36212
79,87.0,87
80,1262.0,1262
81,6421.0,6421
82,2.4000000000000004,2
83,2501.0,2501
84,281175.5,281176
85,7623.0,7623
86,1.0,1
87,1.0,1
88,360875.0,360875
89,749.0,749
90,53658.6,53658
91,124830.5,124831
92,3.4285714285714284,3
93,225634.0,225632
94,2.0,2
95,26169.0,26169
96,148958.0,148958
97,196653.33333333334,196654
98,315281.5,315281
99,1531.0,1531
100,398611.0,398611
101,20.0,20
102,350517.3333333333,350518
103,378898.3333333334,378898
104,1.0,1
105,239807.5883838384,239807
106,46.0,46
107,39662.0,39662
108,809.5,809
109,5.0,5
110,2.0,2
111,1.25,2
112,380736.0,380736
113,69.0,69
114,45629.0,45629
115,2.0,2
116,1.125,1
117,16.233333333333334,16
118,3.0,3
119,338.0,338
120,1.3333333333333333,2
121,30.0,30
122,275147.75,275146
123,65930.5,65930
124,23754.333333333332,23755
125,68523.0,68523
126,38343.0,38343
127,2475.0,2475
128,467.0,467
129,3.0,3
130,112001.57142857143,112001
131,26611.0,26611
132,2.0,2
133,8.0,8
134,41969.25,41969
135,312360.78571428574,312363
136,9.0,9
137,3.0,4
