,pred,true
0,31238.071428571428,31237
1,5914.983665609509,5917
2,1.4222222222222223,1
3,111522.35216592062,111518
4,1.0,1
5,408.531914893617,410
6,8.226603017444601,6
7,11233.840242122218,11240
8,5.346747967479676,5
9,9412.343496743497,9449
10,4009.6774193548385,4006
11,12.02092352092352,9
12,163762.22285714286,163763
13,4.067941176470589,4
14,3.284313725490196,7
15,923.4545454545455,920
16,2.564935064935065,1
17,12070.23076923077,12070
18,9477.520624303233,9430
19,7.565201306117196,5
20,1.2000000000000002,1
21,2.586206896551724,2
22,6.304633620689655,6
23,710.0,710
24,1.3333333333333333,1
25,1.2666666666666666,1
26,5106.5,5105
27,9.276143790849673,6
28,8508.0,8508
29,2.401709401709402,3
30,15799.6,15800
31,471.1333333333333,471
32,8.105263157894736,8
33,2117.0,2117
34,140053.7238095238,140055
35,65963.99315619968,65949
36,6392.625,6399
37,1.1666666666666665,1
38,9.49544718172169,10
39,106868.43849388702,106865
40,9051.826086956522,9066
41,4.777631578947369,4
42,2.0,2
43,2.6227642276422767,3
44,16495.25,16495
45,1503.741935483871,1507
46,1.0454545454545454,1
47,34585.57384691785,34588
48,31356.6,31357
49,1.611111111111111,2
50,1848.7692307692307,1849
51,28.771859859019433,24
52,878.3529411764706,878
53,8136.393939393939,8138
54,17584.2,17583
55,8532.314186507936,8544
56,42332.78861519841,42337
57,332.33333333333337,333
58,45324.86023789294,45316
59,9768.261904761905,9776
60,13200.0,13199
61,4.214285714285714,4
62,22991.45426356589,22991
63,14941.192307692309,14940
64,45394.82217401112,45403
65,131168.10960576474,131102
66,1.0526315789473684,1
67,1484.923076923077,1485
68,8462.642857142857,8458
69,6842.038461538461,6836
70,22971.954545454544,22972
71,596.578947368421,594
72,16491.70485389435,16492
73,13.376984126984127,9
74,1164.0,1164
75,1103.2686567164178,1108
76,1.0,1
77,19289.719008264463,19295
78,6.308492341640706,7
79,2.0,2
80,7986.98,7983
81,4.811594202898551,7
82,1.222222222222222,1
83,7.195121951219512,12
84,9579.833894500562,9579
85,12.227871456500488,12
86,252.0,253
87,382.0,382
88,10.187120333083065,9
89,2695.333333333333,2696
90,1.0,1
91,1060.0,1060
92,74502.47035573123,74506
93,26444.057971014492,26413
94,5179.166666666667,5180
95,1.5957446808510638,1
96,27814.292222222226,27816
97,6.065934065934066,8
98,634.3529411764706,635
99,1833.0,1833
100,39491.20332588731,39487
101,12474.855172413792,12477
102,1556.6060606060605,1564
103,8343.0,8338
104,89326.22715369736,89336
105,8.0,7
106,53864.520833333336,53865
107,2.5250000000000004,3
108,29666.502426312007,29654
109,7457.601325239257,7435
