,pred,true
0,115940.0,115940
1,15937.0,15937
2,6.0,6
3,4.0,4
4,382988.0,382988
5,178.0,178
6,14.0,14
7,18.0,18
8,6.0,6
9,15.0,15
10,6343.0,6343
11,85268.0,85268
12,3130.0,3130
13,1.0,1
14,309587.0,309587
15,4.0,4
16,88587.0,88587
17,14495.0,14495
18,294672.0,294672
19,7.0,7
20,2.0,2
21,8562.0,8562
22,98004.0,98004
23,4.0,4
24,69266.0,69266
25,1.0,1
26,5.0,5
27,3.0,3
28,1089.0,1089
29,714.0,714
30,14.0,14
31,55845.0,55845
32,1.0,1
33,1.0,1
34,6.0,6
35,480.0,480
36,51.0,51
37,2.0,2
38,10.0,10
39,2.0,2
40,2.0,2
41,70831.0,70831
42,7709.0,7709
43,2.0,2
44,20381.0,20381
45,4.0,4
46,301463.0,301463
47,5.0,5
48,314549.0,314549
49,55976.0,55976
50,61.0,61
51,1.0,1
52,49689.0,49689
53,7671.0,7671
54,1.0,1
55,6274.0,6274
56,87.0,87
57,1.0,1
58,42878.0,42878
59,1.0,1
60,296737.0,296737
61,151992.0,151992
62,20.0,20
63,1.0,1
64,149.0,149
65,1.0,1
66,11649.0,11649
67,2.0,2
68,132170.0,132170
69,1609.0,1609
70,8358.0,8358
71,12.0,12
72,3.0,3
73,4.0,4
74,22.0,22
75,4.0,4
76,30.0,30
77,12563.0,12563
78,8408.0,8408
79,382738.0,382738
80,410691.0,410691
81,96418.0,96418
82,45818.0,45818
83,187.0,187
84,69266.0,69266
85,187125.0,187125
86,55986.0,55986
87,351483.0,351483
88,1.0,1
89,43.0,43
90,2.0,2
91,13997.0,13997
92,1.0,1
93,257505.0,257505
94,37569.0,37569
95,42.0,42
96,103.0,103
97,2.0,2
98,7773.0,7773
99,252.0,252
100,1919.0,1919
101,125420.0,125420
102,8.0,8
103,109812.0,109812
104,1.0,1
105,11.0,11
106,1.0,1
107,4.0,4
108,2.0,2
109,345128.0,345128
110,10103.0,10103
111,5.0,5
112,12.0,12
113,94847.0,94847
114,8101.0,8101
115,1285.0,1285
116,202.0,202
117,344633.0,344633
118,36.0,36
119,348823.0,348823
120,315371.0,315371
121,165993.0,165993
122,6548.0,6548
123,187078.0,187078
124,6548.0,6548
125,1.0,1
126,96.0,96
127,345760.0,345760
128,3632.0,3632
129,61472.0,61472
130,2.0,2
131,1221.0,1221
132,12.0,12
133,154.0,154
134,1.0,1
135,11236.0,11236
136,7236.0,7236
137,93104.0,93104
138,1.0,1
139,1960.0,1960
140,13580.0,13580
141,60.0,60
142,23353.0,23353
143,174687.0,174687
144,7.0,7
145,91815.0,91815
146,1.0,1
147,451.0,451
148,61.0,61
149,122121.0,122121
150,1089.0,1089
151,15.0,15
152,1.0,1
153,2.0,2
154,36.0,36
155,221.0,221
156,8364.0,8364
157,46031.0,46031
158,165839.0,165839
159,9.0,9
160,13.0,13
161,89961.0,89961
162,91455.0,91455
163,307572.0,307572
164,175124.0,175124
165,6.0,6
166,451.0,451
167,44.0,44
168,2.0,2
169,8443.5,8443
170,1.0,1
171,415791.0,415791
172,1.0,1
173,3.0,3
174,2235.0,2235
175,277050.0,277050
176,39994.0,39994
177,39807.0,39807
178,101650.0,101650
179,6338.0,6338
180,140.0,140
181,6.0,6
182,19653.0,19653
183,2.0,2
184,36.0,36
185,1.0,1
186,7.0,7
187,684.0,684
188,1.0,1
189,25948.0,25948
190,3.0,3
191,277992.0,277992
192,2.0,2
193,1642.0,1642
194,1.0,1
195,20917.0,20917
196,19.0,19
197,322077.0,322077
198,195421.0,195421
199,2.0,2
200,299742.0,299742
201,8324.0,8324
202,779.0,779
203,14413.0,14413
204,2.5,2
205,93583.0,93583
206,83387.0,83387
207,1.0,1
208,2.0,2
209,362803.0,362803
210,8.0,8
211,222805.0,222805
212,842.0,842
213,85.0,85
214,278264.0,278264
215,5.0,5
216,2163.0,2163
217,6.0,6
218,54.0,54
219,15.0,15
