,pred,true
0,34710.166666666664,34710
1,22440.103448275862,22451
2,2143.0,2143
3,10.0,10
4,24147.830508474577,24143
5,1351.0,1351
6,15472.4,15474
7,33998.25,33998
8,4.15,5
9,4.5,5
10,19.0,19
11,4986.772727272727,4980
12,41093.6,41096
13,35040.666666666664,35038
14,33807.730769230766,33809
15,25650.0,25650
16,13989.8,13993
17,22395.165517241378,22404
18,44.0,44
19,21007.285714285714,21004
20,109230.0,109230
21,52442.0,52442
22,27956.666666666664,27957
23,1900.0,1900
24,1.0,1
25,258.4,258
26,35921.82978723404,35919
27,13335.615384615385,13335
28,2.7857142857142856,2
29,36456.0,36456
30,17901.6,17905
31,1.2380952380952381,1
32,2.1492537313432836,1
33,11.0,13
34,18294.4,18296
35,6.1000000000000005,6
36,1.0,1
37,93.14285714285714,93
38,111408.33333333334,111410
39,9593.588235294117,9598
40,5365.9,5368
41,3514.9285714285716,3511
42,3.6666666666666665,9
43,24895.5,24899
44,1.6170212765957446,1
45,2966.076923076923,2968
46,26474.21052631579,26477
47,1.4615384615384617,2
48,31150.333333333332,31149
49,4.2,5
50,21.0,21
51,21530.93548387097,21542
52,6.875,5
53,3.0,3
54,2.263157894736842,4
55,6.0,6
56,15.0,15
57,50044.181818181816,50040
58,25348.116279069767,25356
59,1213.157894736842,1208
60,19467.06451612903,19456
61,5893.928571428572,5888
62,32234.0,32234
63,62783.0,62783
64,73656.5,73657
65,3015.85,3016
66,5.095238095238095,3
67,10939.0,10939
68,79046.0,79046
69,7507.0,7504
70,7.0,11
71,17.0,17
72,39577.0,39577
73,127952.54716981133,127948
74,951.25,953
75,21483.0,21483
76,13865.963636363636,13874
77,9049.0,9042
78,109887.0,109882
79,29.8,30
80,115354.41463414633,115354
81,4.800000000000001,2
82,25954.0,25955
83,6.65,2
84,22.0,22
85,2.4893617021276597,1
86,37575.66666666667,37576
87,3105.290322580645,3105
88,42.0,44
89,13.0,10
90,31949.11111111111,31956
91,1.0,1
92,4479.58064516129,4480
93,2.5416666666666665,2
94,19961.41791044776,19960
95,17663.5,17662
96,6014.0,6014
97,55598.92307692308,55599
98,4054.909090909091,4052
99,14.0,14
100,6.4,8
101,2.0535714285714284,2
102,124739.0,124739
103,100608.5,100608
104,1.5428571428571427,2
105,25560.933333333334,25566
106,1.0,1
107,20.666666666666664,22
108,127054.25,127049
109,88699.6,88699
110,14742.0,14742
111,100685.0,100685
112,81008.25,81008
113,27938.333333333332,27937
114,1.6170212765957446,1
115,75362.33333333334,75361
116,118174.1052631579,118173
117,1.7419354838709677,2
118,109343.02777777778,109352
119,8.0,6
120,23506.6,23505
121,3.3720930232558137,1
122,425.6666666666667,426
123,125935.72727272726,125931
124,115197.29411764706,115196
125,10.5,13
126,1662.0,1662
127,3.4,3
128,2.496551724137931,3
129,20019.55223880597,20025
130,11.428571428571427,11
131,16285.0,16285
132,4.666666666666666,3
133,28722.0,28722
134,11.5,9
135,27948.0,27948
136,95.42857142857143,95
137,10237.666666666668,10230
138,598.2222222222222,593
139,1564.936170212766,1570
140,26163.6,26161
141,35354.0,35354
142,8907.5,8904
143,29330.0,29330
144,1.9130434782608696,2
145,22357.71724137931,22377
146,55807.125,55804
147,1.0,1
148,6.0,4
149,81676.5,81675
150,7986.0,7986
151,25813.333333333332,25811
152,19.666666666666664,16
153,120581.0,120581
154,41173.0,41173
155,11927.666666666666,11927
156,47681.5,47683
157,23571.11111111111,23569
158,2999.0,2998
159,21466.2,21463
160,37001.0,37001
161,37176.3448275862,37177
162,5519.666666666666,5521
163,12.0,12
164,18833.0,18833
165,13399.103448275862,13396
166,2.4482758620689653,4
167,1.9594594594594597,2
168,85416.75,85413
169,6.75,6
170,11758.761904761905,11761
171,37189.5,37189
172,20171.5,20171
173,36464.0,36466
174,4.8809523809523805,5
175,2.2941176470588234,1
176,6731.5,6732
177,26534.0,26534
178,109341.28571428571,109340
179,21462.57894736842,21468
180,3.694444444444444,2
181,120920.0,120920
182,2124.59375,2123
183,78250.72972972973,78261
184,6.0,7
185,114612.0,114612
186,110087.63636363637,110090
187,104085.0,104085
188,121060.66666666666,121061
189,3.7058823529411766,8
190,4.4,3
191,3637.242424242424,3636
192,37556.0,37556
193,34263.666666666664,34265
194,14.5,16
195,2.0961538461538463,1
196,119306.0,119306
197,16658.0,16658
198,28227.0,28227
199,6478.2,6478
200,454.52941176470586,454
201,5.777777777777778,5
202,16586.714285714286,16590
203,51531.8,51529
204,2.2195121951219514,1
205,5.307692307692308,8
206,11666.0,11666
207,7337.5,7338
208,8055.285714285715,8048
209,107770.78947368421,107767
210,121635.14285714286,121638
211,20388.833333333336,20392
212,36885.0,36885
213,5547.2,5549
214,36400.454545454544,36402
215,4.2,3
216,20777.235294117647,20772
217,13372.49152542373,13380
218,19591.846153846156,19588
219,6.181818181818182,9
220,119376.42857142857,119378
221,9.0,9
222,31275.4,31272
223,15985.387096774193,15976
224,1.25,2
225,94781.33333333333,94783
226,36263.0,36263
227,24659.280701754386,24671
228,11608.0,11612
229,1.9166666666666665,3
230,6304.25,6304
231,49327.38461538462,49328
232,55590.61538461538,55587
233,1.125,1
234,14783.2,14781
235,4594.470588235294,4596
236,1680.2727272727273,1673
237,5835.0,5833
238,35363.857142857145,35367
239,25896.0,25896
240,124049.84210526316,124052
241,106363.2,106361
242,3.0,3
243,1.9166666666666665,1
244,6915.0,6915
245,37285.21428571429,37285
246,1.4000000000000001,2
247,20562.627906976744,20566
248,30961.08219178082,30961
249,32.166666666666664,30
250,55301.934782608696,55306
251,13049.5,13043
252,111084.98734177215,111079
253,24.0,24
254,73901.80434782608,73897
255,7090.507042253521,7085
256,3.0,3
257,11634.0,11634
258,10.75,11
259,2.076923076923077,2
260,83255.0,83255
