,pred,true
0,88713.54938712515,88788
1,29173.453365497735,29158
2,27448.525526502024,27430
3,8675.924528301886,8674
4,1.1666666666666665,1
5,8995.833333333332,8999
6,5259.747878769174,5262
7,2.0,2
8,12113.522170068438,12115
9,28125.751927713758,28129
10,11287.939869989166,11290
11,5997.714285714285,5999
12,42605.503766671754,42609
13,40796.80586353881,40800
14,54209.842639715054,54227
15,65923.40207713546,65926
16,8461.263884317868,8421
17,2266.0,2275
18,25857.31285683515,25880
19,56241.98961973846,56238
20,1608.0229885057472,1605
21,103555.30850658876,104120
22,51698.508905584844,51666
23,2.613852813852814,2
24,5.288400724570937,4
25,1.0,1
26,7.8181156154180425,9
27,1.1081081081081081,1
28,114443.40058383961,114448
29,1.16,1
30,2809.2297029702972,2807
31,1684.1561551203245,1680
32,1.2033898305084745,1
33,7530.948623853211,7528
34,3.2448979591836733,3
35,12710.199753948466,12700
36,4097.135770234987,4093
37,1.612732095490716,3
38,43764.77370525052,43738
39,69741.84211055338,69779
40,1.1666666666666665,1
41,114756.88095238096,114757
42,19825.37149215681,19783
43,1.8535262206148282,2
44,11266.137414550862,11221
45,1.5193370165745856,1
46,611.0,611
47,88577.98567815639,88513
48,1.5581395348837208,1
49,5346.666666666667,5343
50,12381.039495643816,12240
51,9597.60465116279,9594
52,95584.1956296558,95588
53,7807.829931972789,7804
54,1.0,1
55,146798.07930948236,146853
56,8187.504911783392,8236
57,833.0,833
58,12040.909090909092,12044
59,1128.1,1120
60,64064.88402006544,64094
61,1059.2131147540983,1060
62,1.1621621621621623,1
63,15.151804179474055,17
64,1.5923076923076924,2
65,1.0,1
66,1088.197014925373,1091
67,5.934533686043609,5
68,39907.33571428571,39907
69,4300.473684210527,4298
70,5285.2,5287
71,16841.532571954485,16840
72,13046.066055045872,13008
73,118027.39308413261,118037
74,2554.490566037736,2554
75,301.66666666666663,302
76,48798.39674717442,48913
77,1.125,1
78,134567.86783319997,134552
79,2641.4159157441195,2626
80,15547.28585701194,15584
81,2.185185185185185,2
82,20244.37606148985,20152
83,5.4495522355219155,3
84,1067.25,1067
85,1.416342412451362,1
86,1.4833333333333334,2
87,1.0,1
88,7.370500353177362,4
89,1.0,1
90,43711.0,43711
91,1.0,1
92,4.603094236245923,4
93,89956.52071240223,89946
94,92705.62913524384,92705
95,7248.2307692307695,7248
96,1.8535262206148282,1
97,29034.873015358542,29100
98,1.3252032520325205,1
99,1828.516129032258,1829
100,1.2903225806451615,1
101,5.415391419725785,6
102,6.476744186046512,7
103,116530.21629524835,116973
104,68113.04751139604,68109
105,24133.629114320567,24122
106,1248.8311688311687,1248
107,52409.417579766356,52401
108,5036.375,5036
109,8093.802197802198,8099
110,1891.8517006802722,1906
111,3348.4193548387098,3350
112,132345.43663462152,132382
113,1.0833333333333333,1
114,4699.812865497076,4704
115,45421.50237861304,45418
116,657.4262295081967,659
117,1.0,1
118,5608.184210526316,5615
119,1752.0593220338983,1757
120,112005.68236292768,111876
121,9385.463414634147,9385
122,21799.862068589286,21592
123,72268.12933613369,72270
124,3.846753246753247,4
125,2206.0777011397568,2210
126,2064.4,2060
127,1594.5,1594
128,528.2727272727273,528
129,30021.789761157732,30269
130,28169.879029248867,28168
131,963.04,964
132,67888.75990878104,67899
133,4237.0,4237
134,14494.252715409204,14456
135,51804.44245125683,51877
136,10780.707317073171,10788
137,1.7489539748953973,2
138,7.238528138528139,11
139,25.043107094397563,26
140,3.6803196803196805,7
141,1.0,1
142,61405.4818151959,61417
143,44483.49371410367,44548
144,1.0,1
145,137279.5736363094,137285
146,1.0,1
147,2.0,2
148,1.3859154929577466,1
149,1.459016393442623,1
150,80789.6869597775,80789
151,15376.584401395978,15354
152,6234.0,6234
153,7783.25,7785
154,76173.32668567282,76170
155,86295.3028420232,86303
156,107383.75447670407,107431
157,4796.155504757933,4799
158,27824.385775304178,27761
159,5520.10447761194,5549
160,2.3004115226337447,2
161,3.023765996343693,5
162,153988.1165373842,153981
163,1.1428571428571428,1
164,1.0,1
165,4063.054332032947,4057
166,55356.83947728193,55290
167,3663.5947136563877,3663
168,2795.6916666666666,2829
169,86026.7261607008,86106
170,33164.98523249872,33244
171,30228.090797506593,30228
172,6.283372715367534,4
173,1165.0645161290322,1148
174,85121.00703450554,85092
175,818.0,818
176,3737.6,3737
177,6.305550189703507,6
178,65960.22037719555,65957
179,6.758117059152182,8
180,53587.30712391058,53597
181,2.0,2
182,54243.184375874596,54257
183,2.4767441860465116,5
184,83459.85548468615,83471
185,13917.164862510888,13918
186,3.8877490625316713,5
187,385.0,385
188,1.2258064516129032,1
189,115311.25416518966,115383
190,2.230769230769231,2
191,13224.485462744844,13191
192,17.539992050410156,15
193,1.940972222222222,3
194,13425.367952522254,13511
195,1.0476190476190474,1
196,2.325396825396825,2
197,9.548322463977584,10
198,14270.576368876082,14290
199,541.0,541
200,102592.65535764405,102596
201,20544.118198874297,20551
202,1.125,1
203,1800.9257226549976,1797
204,677.6769230769231,677
205,37666.96471987703,37836
206,91499.7111888112,91467
207,2.248641304347826,4
208,674.3333333333334,673
209,59951.92467111563,59958
210,56116.74528853603,56124
211,5.951476793248944,5
212,55967.0,55967
213,621.2702702702703,623
214,2815.745027124774,2776
215,21350.346303501945,21334
216,67114.0,67114
217,37800.371318085774,37787
218,60892.72272727273,60880
219,66613.0,66613
220,7371.393939393939,7370
221,2.0,2
222,5547.483516483517,5551
223,27894.635649876705,27893
224,9673.339393939394,9683
225,83740.96274565218,83745
226,4840.0,4840
227,96368.22291154646,96339
228,15.849129870834211,15
229,2.0,2
230,483.3,483
231,1834.1011235955057,1839
232,27632.909090909092,27632
233,1632.0415527610717,1636
234,291.0980392156863,292
235,1.0975609756097562,1
236,11231.267532467533,11273
237,4483.773445084958,4493
238,2.18359375,2
239,42514.21158838437,42090
240,3.870833333333333,9
241,1.0,1
242,613.6109660574411,604
243,1.534351145038168,2
244,8.650068723349193,11
245,419.8888888888889,419
246,7100.295081967213,7101
247,86665.31170718148,86659
248,2.203030303030303,1
249,13.01964148454572,14
250,18004.012315817774,17986
251,1.0,1
252,1039.4661654135339,1036
253,21145.625,21146
254,2321.3953488372094,2321
255,379.125,378
256,6739.648828691723,6732
257,28676.775726756903,28679
258,5.038759689922481,6
259,1.1818181818181819,1
260,27167.21388338498,27195
261,1.0,1
262,1.1,1
263,14533.054755043227,14530
264,8699.033898305086,8690
265,10569.585114599187,10683
266,10141.770793939988,10157
267,1561.0,1561
268,87844.98543829919,87818
269,116.63636363636364,117
270,28254.234161506483,28256
271,1.0,1
272,134321.66125166725,134326
273,34364.39902766779,34362
274,1250.2614107883817,1293
275,50983.258729372596,50820
276,1.5177514792899407,1
277,1.0952380952380951,1
278,723.0,723
279,8915.990038304357,8985
280,1433.103448275862,1433
281,2.2636363636363637,3
282,96838.09497814013,96905
283,31015.113038694893,31043
284,85254.517385136,85254
285,50105.18528344418,50085
286,4501.6,4502
287,31496.35988154158,31440
288,9420.270246409818,9429
289,5.389403973509934,2
290,49273.938244755016,49259
291,1.0,1
292,8151.4259851739425,8147
293,19170.42144131112,19139
294,2.422222222222222,1
295,44799.444534273076,44799
296,1.8434782608695652,2
297,3.6591763078470825,3
298,1133.174107142857,1138
299,395.77777777777777,395
300,1.0,1
301,11.540593655416764,13
302,5.147966018149789,4
303,187.0,187
304,47305.47762868373,47359
305,1.0476190476190474,1
306,5.204018569150148,4
307,9.710827126049072,9
308,1991.6666666666667,1988
309,1.0,1
310,6777.25,6769
311,3.512396694214876,3
312,61157.23071189615,61190
313,1165.8630705394191,1179
314,1787.5,1789
315,6764.392156862745,6772
316,1878.1538461538462,1876
317,3173.9245283018868,3169
318,2.416305916305916,2
319,18.444650666608496,18
320,117517.40799764478,117512
321,1.0,1
322,9882.396662950181,9716
323,3.2114537444933924,3
324,44366.31079812207,44366
325,39194.77719731983,39165
326,351.16184971098266,340
327,6329.285714285714,6342
328,119382.71428571429,119382
329,4.084762667671913,7
330,31592.738425347557,31599
331,4031.6990801703087,4052
332,1192.0,1192
333,4359.168831168831,4355
334,4.462141779788839,5
335,1.703804347826087,1
336,89787.88455405043,89792
337,1345.0577464788732,1356
338,18.285671103330237,13
339,124791.0,124791
340,134797.52317290552,134787
341,23.5503466632534,24
342,184.0,184
343,19005.928161717653,18857
344,2.686666666666667,1
345,1.0,1
346,53697.41389647488,53707
347,16.622444719019587,21
348,106311.28973658083,106280
349,1.0909090909090908,1
350,2612.8225806451615,2604
351,27602.955378197446,27612
352,68079.41991285235,68079
353,649.25,650
354,1397.7176173139158,1397
355,6205.167632367632,6151
356,9511.388235294118,9514
357,2.386167146974063,3
358,68409.0,68409
359,3499.4953271028035,3500
360,1.0,1
361,2872.353510895884,2886
362,6.49060606060606,8
363,11.8280358872347,11
364,2.6722915484968803,2
365,24.0,24
366,4.0588235294117645,4
367,1010.1666666666666,1009
368,78827.81295578588,78827
369,1.5,1
370,10.05094019201008,14
371,3.709000762776506,3
372,139.0,139
373,6110.524127370802,6132
374,1.5172413793103448,1
375,33970.576593292775,34002
376,4.175673793228756,5
377,3.767779056386651,3
378,81662.0,81662
379,3.180112570356473,1
380,59475.0,59475
381,3.180112570356473,5
382,1472.9433962264152,1479
383,2.5316455696202533,2
384,1166.0,1166
385,7476.0,7476
386,1.7268722466960353,1
387,1.3880597014925373,1
388,2490.5555555555557,2487
389,25.809581677499523,28
390,15209.877089272717,15213
391,43688.178919567436,43695
392,1.0,1
393,2290.277777777778,2297
394,15524.064394762523,15514
395,2151.9914893617024,2156
396,18729.397204662127,18693
397,4.196145124716553,4
398,23421.43675852925,23423
399,6.872445559035549,6
400,8258.718309859156,8259
401,111906.57688103666,111905
402,94658.6648664397,95252
403,13266.86854053483,13310
404,68864.91529051989,68849
405,380.32,382
406,6019.684210526316,6018
407,48289.85091184435,48240
408,397.3794937794938,389
409,2805.6048780487804,2805
410,481.5,490
411,2.2,2
412,39203.92945500644,39219
413,3.449593495934959,2
414,18471.291005291005,18482
415,12024.7210102356,12013
416,1175.7895974535347,1171
417,128650.33868214834,128693
418,68011.18663653916,68017
419,73901.64942902478,73887
420,7.1651687743151165,5
421,36374.71257706323,36330
422,3371.15,3372
423,1.1097560975609757,1
424,20.37805074402544,23
425,1.0,1
426,1292.7417218543046,1314
427,1.6153846153846154,2
428,7739.399193548387,7739
429,37420.319855860645,37417
430,1.4042553191489362,1
431,17316.12912045887,17114
432,2474.3654691586567,2474
433,78304.1132292041,78586
434,16856.15977443609,16862
435,28720.804937304078,28867
436,598.5,590
437,1.937735849056604,1
438,23282.55255546922,23276
439,28.255305491861474,27
440,4.878922664746727,4
441,4611.085714285715,4639
442,9205.181818181818,9205
443,6.595627930533703,5
444,60482.30615032285,60571
445,115456.81661262798,115674
446,1.0,1
447,3.0513240857503154,5
448,112365.00502158997,112423
449,1915.0,1911
450,9393.564142194744,9433
451,1.0666666666666667,1
452,1.1500000000000001,3
453,1.0714285714285714,1
454,9.581179465172008,8
455,8.066784522666877,12
456,819.0,819
457,2.86699231859199,3
458,11674.113832199548,11677
459,35242.49254948244,35251
460,49982.2749731407,49990
461,83635.66666666666,83635
462,5558.229166666667,5566
463,16843.58036988652,16840
464,36837.20481339974,36782
465,999.2093023255813,995
466,1635.2494324045406,1633
467,74968.0,74968
468,676.7692307692307,677
469,67386.0,67386
470,42124.35154909761,42141
471,5578.101017576319,5577
472,108161.27172901033,108181
473,1204.3485477178424,1209
474,3990.3673469387754,3705
475,4184.643018018018,3900
476,13871.376815518115,13831
477,1454.6875,1461
478,1.7489539748953973,1
479,1.3582089552238805,1
480,1804.4,1808
481,48873.0,48873
482,3712.9777777777776,3685
483,94001.44156042293,93962
484,72651.33333333334,72650
485,42295.36687744269,42286
486,9311.910581222057,9328
487,4.50563063063063,2
488,2181.25,2181
489,3.297744360902256,1
490,5.08254795875329,4
491,23491.229799486133,23429
492,1486.8695652173913,1487
493,360.2653741922035,356
494,7.614292047953465,9
495,7961.472595542853,7972
496,1.1111111111111112,1
497,35284.0543582633,35307
498,6108.901185770751,6116
499,380.0,380
