,pred,true
0,299467.4166666667,299467
1,3.0,3
2,1.0,1
3,359159.0,359159
4,3.0,3
5,103314.4,103316
6,1.5,1
7,2093.0,2093
8,34.0,34
9,139570.0,139570
10,351021.0,351021
11,1.6666666666666665,2
12,23757.0,23757
13,13.05,13
14,39631.0,39631
15,1.0,1
16,23340.727272727272,23341
17,1.0,1
18,9953.0,9953
19,1.0,1
20,4.0,4
21,157086.0,157086
22,66336.33333333333,66337
23,35277.5,35278
24,16029.0,16029
25,1.5,2
26,1.0,1
27,1.0,1
28,1.3333333333333333,1
29,2.0,2
30,2.0,2
31,123180.5,123180
32,1.0,1
33,7445.0,7445
34,2.0,2
35,32854.0,32854
36,149003.0,149003
37,67.0,67
38,10.5,10
39,6350.0,6350
40,4.0,4
41,19061.0,19061
42,171864.33333333334,171864
43,1.0,1
44,329051.5,329054
45,34.0,34
46,40368.0,40368
47,122600.0,122600
48,4.0,4
49,3.833333333333333,4
50,1.0,1
51,1.0,1
52,1.8,1
53,304.0,304
54,197893.73333333334,197894
55,2.0,2
56,7.0,7
57,272263.0,272263
58,115069.0,115069
59,302805.25,302805
60,3.5,3
61,1.2857142857142856,1
62,357326.3333333333,357327
63,1.9000000000000001,1
64,28.0,28
65,5.0,5
66,17.666666666666668,17
67,241582.0,241582
68,140295.66666666666,140295
69,191476.0,191477
70,1.0,1
71,117828.0,117828
72,1.0,1
73,1.0,1
74,2.0,2
75,1.0,1
76,61627.0,61627
77,1450.0,1450
78,242631.5,242632
79,14804.0,14804
80,389791.5804195804,389793
81,1150.0,1150
82,419.0,419
83,2.0,2
84,2.0,2
85,102.0,102
86,1.0,1
87,102.0,102
88,60309.0,60309
89,389.0,389
90,1.0,1
91,25148.75,25149
92,1.0,1
93,2.0,2
94,1.0,1
95,198523.66666666666,198524
96,297256.8095238095,297257
97,176.0,176
98,1.0,1
99,2.0,2
100,45.0,45
101,27611.0,27611
102,67.0,67
103,8.583333333333332,8
104,41987.0,41987
105,19.0,19
106,3.0,3
107,61836.0,61836
108,4.0,4
109,106.0,106
110,1.0,1
111,1.0,1
112,1415.0,1415
113,1.0,1
114,43787.57142857143,43788
115,1.0,1
116,7.0,7
117,107.0,107
118,1.0,1
119,1.0,1
120,1.5,2
121,1.0,1
122,35273.666666666664,35274
123,122602.0,122602
124,1392.0,1392
125,16050.0,16050
126,155227.5,155227
127,14.5,15
128,401870.6666666667,401870
129,1.0,1
130,1.0,1
131,1.5555555555555554,2
132,354858.3333333333,354859
133,1.0,1
134,1781.0,1781
135,35741.0,35741
136,71.0,71
137,33040.0,33040
138,288423.4,288423
139,324631.0,324631
140,238591.5,238593
141,415114.0,415114
142,351536.75,351536
143,389813.8951048951,389815
144,23.0,23
145,39088.5,39088
146,155405.33333333334,155405
147,21.5,22
148,5.0,5
149,2.0,2
150,6.0,6
151,59713.0,59713
152,1991.2,1990
153,1.0,1
154,1.0,1
155,1.0,1
156,5.0,5
157,357300.6666666667,357301
158,267.0,267
159,332300.0,332300
160,3.0,3
161,3778.0,3778
162,1.0,1
163,2.0,2
164,113725.5,113726
165,1.0,1
166,1.0,1
167,1.0,1
168,3.333333333333333,4
169,31.0,31
170,1.0,1
171,1133.0,1133
172,1.0,1
173,5.0,5
174,1.0,1
175,1.0,1
176,115.0,115
177,4.0,4
178,7.0,7
179,4.0,4
180,1.0,1
181,25.0,25
182,2.0,2
183,1.0,1
184,101189.0,101189
185,127377.33333333333,127378
186,65.0,65
187,125734.1,125734
188,65187.0,65187
189,416143.0,416143
190,101742.0,101742
191,1.0,1
192,2.0,2
193,2.0,2
194,53253.0,53253
195,1.0,1
196,941.0,941
197,1430.0,1430
198,273.0,273
199,3.0,3
200,6675.0,6675
201,13257.0,13257
202,57988.0,57988
203,352801.0,352801
204,2.0,2
205,1.0,1
206,78.0,78
207,1.0,1
208,3.0,3
209,9.0,9
210,1.0,1
211,194.0,194
212,1.25,2
213,6.0,6
214,22611.0,22611
215,1.0,1
216,809.75,809
217,1.0,1
218,338892.0,338892
219,1.0,1
220,83715.0,83715
221,352556.0,352556
222,1.0,1
223,242.0,242
224,65.0,65
225,88083.0,88083
226,14.0,14
227,37177.0,37177
228,1.0,1
229,30529.3,30530
230,115.0,115
231,102553.0,102553
232,352832.5,352833
233,1.0,1
234,102.0,102
235,1.0,1
236,1.0,1
237,88935.0,88935
238,10.0,10
239,46012.5,46014
