,pred,true
0,50873.0,50873
1,25393.0,25393
2,1.0,1
3,232115.0,232115
4,86.0,86
5,3.0,3
6,14854.0,14854
7,90.0,90
8,10.0,10
9,87476.0,87476
10,98.0,98
11,41.0,41
12,3.0,3
13,5.0,5
14,93799.0,93799
15,7.0,7
16,93.0,93
17,162187.0,162187
18,47457.0,47457
19,125976.0,125976
20,1121.0,1121
21,306901.0,306901
22,3.0,3
23,9.0,9
24,315358.0,315358
25,19.0,19
26,158009.0,158009
27,53477.0,53477
28,104688.0,104688
29,19390.0,19390
30,1.0,1
31,3.0,3
32,11549.0,11549
33,15.0,15
34,244.0,244
35,49863.0,49863
36,10445.0,10445
37,8257.0,8257
38,42904.0,42904
39,39508.0,39508
40,163826.0,163826
41,25106.0,25106
42,165079.0,165079
43,1.3333333333333333,2
44,3862.0,3862
45,64430.0,64430
46,41.0,41
47,9940.0,9940
48,50134.0,50134
49,105.0,105
50,33555.0,33555
51,1.0,1
52,55765.0,55765
53,149979.0,149979
54,64358.0,64358
55,19.0,19
56,160930.0,160930
57,10.0,10
58,1.0,1
59,9.0,9
60,2.0,2
61,8.0,8
62,10188.0,10188
63,22477.0,22477
64,46452.0,46452
65,50.0,50
66,2.0,2
67,5.0,5
68,18.0,18
69,28208.0,28208
70,272.0,272
71,67432.0,67432
72,1362.0,1362
73,6662.0,6662
74,3744.0,3744
75,160909.0,160909
76,39.0,39
77,6709.0,6709
78,93137.0,93137
79,65667.0,65667
80,1.0,1
81,68421.0,68421
82,33929.333333333336,33928
83,90184.0,90184
84,93766.0,93766
85,90027.0,90027
86,62.0,62
87,43995.0,43995
88,38962.0,38962
89,26483.0,26483
90,68130.0,68130
91,52.0,52
92,1362.0,1362
93,328898.0,328898
94,4.0,4
95,196747.0,196747
96,29148.0,29148
97,2960.0,2960
98,6241.0,6241
99,327.0,327
100,66.0,66
101,1486.0,1486
102,68356.0,68356
103,68143.0,68143
104,694.0,694
105,4.0,4
106,2.0,2
107,13.0,13
108,1.0,1
109,2.0,2
110,22639.0,22639
111,1.0,1
112,7.0,7
113,73858.0,73858
114,57.0,57
115,121.0,121
116,9.0,9
117,29940.0,29940
118,1.0,1
119,6216.0,6216
120,5.0,5
121,15.0,15
122,117.0,117
123,160221.0,160221
124,52325.0,52325
125,67825.0,67825
126,30661.0,30661
127,4.0,4
128,7821.0,7821
129,10404.0,10404
130,17902.0,17902
131,1.0,1
132,68420.0,68420
133,160183.0,160183
134,7.0,7
135,162375.0,162375
136,38014.0,38014
137,4.0,4
138,17769.0,17769
139,335814.0,335814
140,39152.0,39152
141,124776.0,124776
142,69366.0,69366
143,160909.0,160909
144,2984.0,2984
145,11.0,11
146,1.0,1
147,3.0,3
148,5588.0,5588
149,68461.0,68461
150,64572.0,64572
151,161972.0,161972
152,33968.0,33968
153,1033.0,1033
154,39132.0,39132
155,180599.0,180599
156,50315.0,50315
157,14.0,14
158,17098.0,17098
159,169.0,169
160,33440.0,33440
161,23.0,23
162,48013.0,48013
163,1416.0,1416
164,60.0,60
165,124776.0,124776
166,68375.0,68375
167,9.0,9
168,60313.0,60313
169,7.0,7
170,2044.0,2044
171,3.0,3
172,10.0,10
173,162184.0,162184
174,176689.0,176689
175,68135.0,68135
176,18.0,18
177,68126.0,68126
178,91904.0,91904
179,44.0,44
180,26483.0,26483
181,52445.0,52445
182,2.0,2
183,1.0,1
184,126254.0,126254
185,10081.0,10081
186,60342.0,60342
187,7.0,7
188,2.0,2
189,11.0,11
190,41769.0,41769
191,8.0,8
192,158922.0,158922
193,61506.0,61506
194,12497.0,12497
195,219.0,219
196,3.0,3
197,55121.0,55121
198,37777.0,37777
199,384.0,384
200,1.0,1
201,247186.0,247186
202,2.0,2
203,11549.0,11549
204,1.0,1
205,4.0,4
206,354.0,354
207,1227.0,1227
208,42874.0,42874
209,20.0,20
210,47136.0,47136
211,45.0,45
212,4.0,4
213,24060.0,24060
214,190668.0,190668
215,221.0,221
216,178529.0,178529
217,18194.0,18194
218,12322.0,12322
219,4313.0,4313
220,3.0,3
221,19.0,19
222,313200.0,313200
223,14295.0,14295
224,169.0,169
225,134.0,134
226,305808.0,305808
227,49841.0,49841
228,43070.0,43070
229,7.0,7
230,4922.0,4922
231,5199.0,5199
232,8.0,8
233,240392.0,240392
234,4.0,4
235,160902.0,160902
236,47437.0,47437
237,202059.0,202059
238,7.0,7
239,3168.0,3168
240,2.0,2
241,12.0,12
242,92332.0,92332
243,52446.0,52446
244,59.0,59
245,1732.0,1732
246,50310.0,50310
247,295243.0,295243
248,57183.0,57183
249,248178.0,248178
250,2.0,2
251,122942.0,122942
252,68418.0,68418
253,1.0,1
254,7.0,7
255,64437.0,64437
256,2095.0,2095
257,68363.0,68363
258,68205.0,68205
259,23.0,23
260,267124.0,267124
261,737.0,737
262,301684.0,301684
263,3.0,3
264,19.0,19
265,75.0,75
266,3439.0,3439
267,10.0,10
268,160909.0,160909
269,49.0,49
270,353124.0,353124
271,4.0,4
272,63585.0,63585
273,150289.0,150289
274,53.0,53
275,15865.0,15865
276,3864.0,3864
277,50151.0,50151
278,8990.0,8990
279,4.0,4
280,7.0,7
281,101007.0,101007
282,253.0,253
283,104113.0,104113
284,52764.0,52764
285,160922.0,160922
286,30703.0,30703
287,5236.0,5236
288,57267.0,57267
289,2.0,2
290,4262.0,4262
291,1.0,1
292,56756.0,56756
293,1.0,1
294,3.0,3
295,31692.0,31692
296,111.0,111
297,107.0,107
298,61486.0,61486
299,67800.0,67800
300,7.0,7
301,93608.0,93608
302,4.0,4
303,950.0,950
304,68359.0,68359
305,6.0,6
306,3136.0,3136
307,6.0,6
308,9.0,9
309,3.0,3
310,203453.0,203453
311,93766.0,93766
312,12.0,12
313,4.0,4
314,4.0,4
315,1.0,1
316,5483.0,5483
317,316438.0,316438
318,33889.0,33889
319,160467.0,160467
320,68199.0,68199
321,4.0,4
322,8.0,8
323,20871.0,20871
324,12322.0,12322
325,68454.0,68454
326,8.0,8
327,68205.0,68205
328,1.0,1
329,75453.0,75453
330,92794.0,92794
331,159268.0,159268
332,4.0,4
333,36345.0,36345
334,11.0,11
335,68366.0,68366
336,68363.0,68363
337,5777.0,5777
338,36122.0,36122
339,476.0,476
340,13.0,13
341,4.0,4
342,103156.0,103156
343,57.0,57
344,15.0,15
345,36635.0,36635
346,162670.0,162670
347,2.0,2
348,124422.0,124422
349,15.0,15
350,93610.0,93610
351,61890.0,61890
352,991.0,991
353,1.0,1
354,8.0,8
355,68210.0,68210
356,239475.0,239475
357,63055.0,63055
358,265.0,265
359,68360.0,68360
360,4.0,4
361,327996.0,327996
362,147970.0,147970
363,2.0,2
364,20443.0,20443
365,71016.0,71016
366,264308.0,264308
367,22002.0,22002
368,93769.0,93769
369,58399.0,58399
370,4.0,4
371,67530.0,67530
372,49741.0,49741
373,6974.0,6974
374,177627.0,177627
375,57371.0,57371
376,48516.0,48516
377,12.0,12
378,737.0,737
379,149687.0,149687
380,16.0,16
381,41997.0,41997
382,44322.0,44322
383,4507.0,4507
384,247468.0,247468
385,228401.0,228401
386,27688.0,27688
387,45979.0,45979
388,1.0,1
389,694.0,694
390,88440.0,88440
391,49845.0,49845
392,21211.0,21211
393,24696.0,24696
394,4122.0,4122
395,232135.0,232135
396,5208.0,5208
397,12.0,12
398,292661.0,292661
399,47009.0,47009
400,33769.0,33769
401,57183.0,57183
402,14426.0,14426
403,5546.0,5546
404,279806.0,279806
405,1.0,1
406,325.0,325
407,10.0,10
408,42627.0,42627
409,4.0,4
410,37777.0,37777
411,68421.0,68421
412,9466.0,9466
413,6301.0,6301
414,1030.0,1030
415,9.0,9
416,160445.0,160445
417,3.0,3
418,147606.0,147606
419,202990.0,202990
420,3634.0,3634
421,49450.0,49450
422,52615.0,52615
423,1.0,1
424,9.0,9
425,246165.0,246165
426,1.0,1
427,16931.0,16931
428,161918.0,161918
429,309468.0,309468
430,3650.0,3650
431,152992.0,152992
432,12616.0,12616
433,17.0,17
434,24944.0,24944
435,181701.0,181701
436,348284.0,348284
437,2.0,2
438,2.0,2
439,29534.0,29534
440,56158.0,56158
441,1.0,1
442,68418.0,68418
443,6318.0,6318
444,50592.0,50592
445,5.0,5
446,118746.0,118746
447,33536.0,33536
448,11549.0,11549
449,29633.0,29633
450,7682.0,7682
451,4575.0,4575
452,3822.0,3822
453,45.0,45
454,56267.0,56267
455,196693.0,196693
456,5.0,5
457,3.0,3
458,68421.0,68421
459,68418.0,68418
460,60.0,60
461,47573.0,47573
462,68457.0,68457
463,213366.0,213366
464,3.0,3
465,4313.0,4313
466,14.0,14
467,1831.0,1831
468,52384.0,52384
469,10445.0,10445
470,12.0,12
471,11404.0,11404
472,15.0,15
473,44205.0,44205
474,1.0,1
475,19834.0,19834
476,9.0,9
477,19423.0,19423
478,8.0,8
479,44729.0,44729
480,49450.0,49450
481,354.0,354
482,5029.0,5029
483,53768.0,53768
484,19969.0,19969
485,280637.0,280637
486,1.0,1
487,12.0,12
488,68149.0,68149
489,1324.0,1324
490,15.0,15
491,5086.0,5086
492,8377.0,8377
493,2.0,2
494,2.0,2
495,12.0,12
496,1.0,1
497,86186.0,86186
498,2102.0,2102
499,37223.0,37223
