,pred,true
0,4.0,4
1,49.0,49
2,17012.0,17012
3,333.0,333
4,4.0,4
5,71.0,71
6,6.0,6
7,44211.0,44211
8,1119.0,1119
9,21723.0,21723
10,14544.0,14544
11,1.0,1
12,274898.0,274898
13,2.0,2
14,527.0,527
15,63633.0,63633
16,329267.3333333333,329267
17,2364.0,2364
18,13.0,13
19,141.0,141
20,216785.0,216785
21,4.0,4
22,15439.0,15439
23,88949.0,88949
24,2.0,2
25,5.5,6
26,5.0,5
27,6.0,6
28,23.0,23
29,226021.0,226021
30,210869.0,210869
31,14577.0,14577
32,1611.0,1611
33,31249.0,31249
34,767.0,767
35,168.0,168
36,65840.0,65840
37,1876.0,1876
38,1.0,1
39,5.0,5
40,1.0,1
41,1136.0,1136
42,646.0,646
43,1879.0,1879
44,61804.0,61804
45,26.0,26
46,5.0,5
47,30951.0,30951
48,5.0,5
49,404946.0,404946
50,1.0,1
51,7.0,7
52,1.0,1
53,1.0,1
54,11.5,11
55,1.0,1
56,58.0,58
57,1805.0,1805
58,1.0,1
59,110771.0,110771
60,3.0,3
61,314.0,314
62,1.0,1
63,1022.0,1022
64,1.0,1
65,31250.75,31251
66,43217.0,43217
67,230.0,230
68,5.0,5
69,1.3333333333333333,1
70,1.0,1
71,1119.0,1119
72,349068.0,349068
73,19302.0,19302
74,2339.0,2339
75,3.0,3
76,2.0,2
77,13532.0,13532
78,6.0,6
79,61878.0,61878
80,18638.0,18638
81,62535.0,62535
82,50042.0,50042
83,45.0,45
84,68247.0,68247
85,393059.0,393059
86,9048.0,9048
87,123368.66666666667,123369
88,119426.0,119426
89,41666.0,41666
90,68484.14285714286,68484
91,1800.0,1800
92,1.0,1
93,66329.33333333333,66329
94,73012.25,73012
95,1.5714285714285714,2
96,9965.0,9965
97,1.0,1
98,1.0,1
99,8.0,8
100,116335.2,116336
101,179886.0,179886
102,41068.0,41068
103,4793.0,4793
104,14.0,14
105,225163.25,225163
106,5673.0,5673
107,5.0,5
108,191694.0,191694
109,3.4000000000000004,3
110,1.0,1
111,414.0,414
112,1.0,1
113,90.0,90
114,9169.0,9169
115,417.0,417
116,85175.0,85175
117,38581.25,38582
118,16.0,16
119,3.0,3
120,53.0,53
121,270494.0,270494
122,94.0,94
123,1.0,1
124,4951.0,4951
125,15.666666666666666,16
126,15316.0,15316
127,3.0,3
128,3.0,3
129,365036.0,365036
130,7.571428571428571,8
131,47166.0,47166
132,15401.0,15401
