,pred,true
0,4.0,4
1,353.6923076923077,344
2,67666.36841884219,67667
3,14.226039332675157,11
4,13.0,13
5,284874.86698478233,284858
6,1.0,1
7,81185.07690342928,81191
8,125681.04152785405,125683
9,7.563767325111863,5
10,10.0,10
11,238473.18850645845,238472
12,1.4000000000000001,1
13,1.0,1
14,3681.75,3682
15,344082.7,344083
16,1.0,1
17,1.0,1
18,18.906983116658036,15
19,1.0,1
20,14.218385234095786,16
21,2839.0,2839
22,2.0,2
23,1.0,1
24,1.0,1
25,30.0,30
26,47.0,47
27,35031.531628664765,35031
28,1.0,1
29,102386.17768923561,102387
30,363950.6299673299,363963
31,1.0,1
32,15430.0,15430
33,1.0,1
34,75.0,75
35,11.0,11
36,2.0,2
37,1.0,1
38,4187.0,4187
39,369629.8096142672,369626
40,410977.0,410977
41,131411.72294372294,131414
42,1.125,1
43,173837.67157382492,173832
44,1.0,1
45,1.0,1
46,26.0,26
47,3.0,3
48,1.0,1
49,231374.0,231374
50,4.0,4
51,287706.4155102328,287695
52,4.355128205128205,3
53,123186.74742031291,123181
54,47236.0,47236
55,345879.9711861667,345877
56,194122.81165925082,194115
57,2.0,2
58,11.335507338840328,9
59,43055.401976663175,43055
60,39.0,39
61,218371.0,218371
62,43237.07142857143,43236
63,41.0,41
64,13.0,13
65,2.0,2
66,4.612121212121212,4
67,293577.37797366164,293581
68,1.0,1
69,1632.4745762711864,1630
70,1.0,1
71,1.0,1
72,12551.0,12551
73,3308.0,3308
74,11581.254220456802,11584
75,19.03819692029543,23
76,4.0,4
77,5.0,5
78,13.0,13
79,147810.3869856268,147815
80,1353.0,1353
81,347068.6093507899,347068
82,66.0,66
83,71987.13333333333,71987
84,263895.0,263895
85,16.435117553683796,16
86,3.0,3
87,266563.2894230769,266566
88,3.0,3
89,22.062848754583808,24
90,599.0,599
91,1.0,1
92,2066.0,2066
93,2.485372340425532,3
94,2.915282392026578,2
95,237644.61141648924,237631
96,7.74336389754875,6
97,2.0,2
98,185.0,185
99,1.0,1
100,213282.0,213282
101,1.0,1
102,1.0,1
