,pred,true
0,4359.0,4359
1,4.0,4
2,26595.0,26595
3,351519.0,351519
4,13946.0,13946
5,25.0,25
6,16729.0,16728
7,13.0,13
8,3375.0,3375
9,89228.0,89228
10,352324.4,352324
11,1.0,1
12,13.071428571428571,11
13,18133.0,18133
14,2.0,2
15,99654.33333333333,99654
16,84200.0,84201
17,16760.0,16760
18,1.0,1
19,307250.23809523805,307249
20,9.333333333333332,10
21,1086.0,1086
22,19808.0,19808
23,19450.0,19450
24,2.0,2
25,68931.5642857143,68930
26,8.0,8
27,76.0,76
28,1.0,1
29,12574.0,12574
30,3.0,3
31,22.9,25
32,30166.571428571428,30165
33,1148.0,1148
34,280763.0,280763
35,107000.0,107000
36,36.0,36
37,25.0,25
38,58.0,58
39,5.5,6
40,1.0,1
41,452.0,452
42,24.0,24
43,202323.16666666666,202322
44,1.8,2
45,31969.75,31969
46,1.0,1
47,19682.0,19682
48,2.0,1
49,82.0,82
50,9.0,9
51,183.0,183
52,41403.0,41403
53,3.0,3
54,1.0,1
55,3.0,3
56,91.0,91
57,4650.0,4650
58,10039.0,10039
59,1.0,1
60,4.0,4
61,15591.0,15591
62,214.0,214
63,5.0,5
64,11.0,11
65,84138.16666666667,84139
66,70894.91666666667,70895
67,2803.0,2803
68,219674.0,219674
69,5294.0,5294
70,647.0,647
71,10.0,10
72,65918.0,65918
73,2.75,2
74,657.0,657
75,7.0,7
76,42622.0,42622
77,4.0,4
78,44.0,44
79,65734.0,65734
80,1.0,1
81,359253.0,359253
82,32060.0,32060
83,393.0,393
84,338775.6,338775
85,37639.333333333336,37640
86,1.0,1
87,337381.0,337381
88,353617.76666666666,353618
89,11306.0,11306
90,381388.0,381388
91,4.0,4
92,1.0,1
93,2532.0,2532
94,1.0,1
95,21192.3,21192
96,24808.809523809523,24811
97,2.5,2
98,1.3333333333333333,2
99,48.0,48
100,25265.0,25265
101,371284.0,371284
102,44830.0,44830
103,237548.46666666665,237547
104,227.0,227
105,237.0,237
106,3.25,3
107,349959.6666666667,349960
108,2.0,2
109,1.0,1
110,15584.4,15584
111,1393.0,1393
112,8276.0,8275
113,15.0,14
114,956.0,956
115,2412.0,2412
116,742.0,742
117,90387.0,90387
118,7.0,7
119,124429.0,124429
120,1.0,1
121,1.0,1
122,7.0,7
123,3.0,3
124,34863.0,34862
125,3.0,3
126,109784.83333333333,109785
127,35355.0,35355
128,6.333333333333333,7
129,4.0,4
130,5.0,5
131,123297.38888888889,123296
132,1.0,1
133,66135.66666666666,66136
134,16059.0,16059
135,125593.77777777778,125595
136,7897.0,7898
137,2.0,2
138,123064.77777777778,123063
139,1.0,1
140,4295.5,4296
141,23245.444444444445,23246
142,176.0,176
143,15591.0,15591
144,2.0,2
145,42.0,42
146,191542.5,191542
147,1.0,1
148,1.0,1
149,23.0,23
150,1.0,1
151,861.0,861
152,1.0,1
153,19957.0,19957
154,17339.666666666668,17338
155,41986.0,41986
156,25.0,25
157,2.0,2
158,8490.0,8490
159,94548.0,94548
160,5.0,5
161,1.0,1
162,49.0,49
163,149155.66666666666,149155
164,32853.0,32853
165,2.8000000000000003,3
166,31861.0,31861
167,31.0,31
168,1222.0,1222
169,1.0,1
170,821.0,821
171,105.0,105
172,103753.44444444444,103755
173,21906.0,21906
174,3.571428571428571,4
175,57486.916666666664,57487
176,2.5,2
177,98540.33333333333,98539
178,4516.0,4516
179,115469.0,115469
180,29285.0,29285
181,21997.11111111111,21999
182,55.0,55
183,833.0,833
184,111239.22857142857,111240
185,1.0,1
186,9090.0,9090
187,237550.0,237550
188,1.0,1
189,24082.666666666668,24083
190,4.010714285714286,4
191,14.0,14
192,5120.0,5120
193,1.875,1
194,4.0,4
195,1.0,1
196,62.0,62
197,364774.0,364774
198,46463.0,46463
199,36.0,36
200,172200.5,172202
201,164.0,164
202,68453.0,68453
203,1.0,1
204,1806.0,1806
205,33.0,33
206,12.75,14
207,176073.5,176073
208,1.3333333333333333,1
209,10.0,10
210,125747.42857142857,125747
211,3.0,3
212,46.0,46
213,991.0,991
214,309969.9333333333,309967
215,625.0,625
216,32.0,32
217,8.0,8
218,34.0,34
219,14022.5,14022
220,24109.2,24109
221,12.0,12
222,215.0,215
223,48.0,48
224,24927.0,24927
225,313998.0833333333,313996
226,5507.0,5507
227,7592.0,7592
228,12.428571428571429,12
229,12012.555555555555,12013
230,771.0,771
231,1.0,1
232,393.0,393
233,1209.0,1209
234,47274.0,47274
235,374722.0,374722
236,58802.5,58803
237,280294.7738095238,280292
238,1.0,1
239,23860.0,23860
240,47306.0,47306
241,24153.4,24153
242,1.0,1
243,414093.0,414093
244,69512.0,69512
245,13515.0,13515
246,820.0,820
247,13.3,13
248,34.0,34
249,379004.0,379004
250,173076.0,173076
251,3411.0,3411
252,5380.0,5380
253,9642.0,9642
254,13.0,13
255,23523.0,23523
256,46875.0,46875
257,2712.0,2712
258,5761.0,5761
259,35.0,35
260,1.0,1
261,1.4615384615384617,1
262,88.0,88
263,74335.02380952382,74336
264,54.0,54
265,2075.666666666667,2073
266,3.0,3
267,619.0,619
268,12790.0,12790
269,16.0,16
270,2.0,1
271,95977.98253968255,95979
272,5777.0,5777
273,70616.71428571429,70617
274,2.0,2
275,935.0,935
276,58492.5,58490
277,1.6,2
278,11902.0,11902
279,1655.888888888889,1657
280,1.0,1
281,12.1,12
282,29866.4,29866
283,1.0,1
284,17148.0,17148
285,9.0,9
286,1233.0,1233
287,402816.0,402816
288,20489.0,20489
289,1.0,1
290,46868.666666666664,46868
291,8.0,8
292,353305.6649350649,353306
293,12.0,12
294,226022.25,226022
295,43.0,43
296,163.0,163
297,367240.5,367240
298,45.0,45
299,172.0,172
300,53.0,53
301,8.0,8
302,34.0,34
303,20497.0,20497
304,184398.35714285713,184400
305,1.0,1
306,1.0,1
307,1.0,1
308,294691.6666666667,294691
309,99992.0,99992
310,295018.0,295019
311,3004.0,3004
312,690.0,690
313,1.0,1
314,21236.0,21236
315,12.0,12
316,3.0,3
317,1.0,1
318,10.654761904761903,11
319,17.0,17
320,22322.0,22322
321,34828.0,34828
322,20.0,20
323,175045.0,175045
324,251666.94545454544,251669
325,6.833333333333333,7
326,3.0,3
327,136570.4,136568
328,885.0,885
329,21990.666666666668,21991
330,2.0,1
331,7.0,7
332,20.0,20
333,4.0,4
334,176605.5,176603
335,669.0,669
336,2.0,2
337,14016.0,14016
338,717.0,717
339,3973.0,3973
340,1.0,1
341,34.0,34
342,50.0,50
343,4.0,4
344,65.0,65
345,141.0,141
346,1.0,1
347,72138.17948717948,72139
348,1.6666666666666665,2
349,110681.5,110681
350,1.75,2
351,50604.8,50605
352,409.0,409
353,187530.14285714287,187529
354,2.0,2
355,13.0,13
356,14.0,14
357,3.0,3
358,366628.19696969696,366629
359,2110.0,2110
360,10.125,10
361,71601.77777777778,71601
362,36900.0,36900
363,144840.0,144840
364,17716.06666666667,17717
365,39.0,39
366,72859.0,72859
367,4536.0,4536
368,509.0,509
369,29.0,29
370,215215.5,215216
371,23.0,23
372,2548.0,2548
373,21.666666666666664,20
374,14.61978021978022,13
375,155.0,155
376,1.0,1
377,3.0,3
378,13.5,14
379,663.0,663
380,21753.083333333332,21752
381,74486.6,74485
382,33212.73333333334,33213
383,1.75,2
384,1.0,1
