pred,true
708.5763893899311,332
27.59635083356604,29
57.31960983884648,55
73908.5,67202
29.027037037037033,26
10.61009227212715,11
1734.809061100005,918
1.0,1
1.0,1
101096.58333333336,112191
6.208759731697037,7
126.65979808473215,49
3.400792351300414,2
210.5433788755964,641
27.02857142857143,8
19789.58752779664,25550
6.078776266061981,10
33.86666666666667,25
80.7803968253968,71
9.363108531340325,8
1.0,14
5.890928023622468,1
29451.90310572899,26079
8.923093455564043,8
2.2053617494615767,1
21095.97651515151,21748
9.261888749651906,2
14625.549603174619,11534
845.1439611517092,910
1.0,2
33429.35595238095,33503
1.0,1
3.18343644849669,3
1.0,1
22.845238095238095,80
1187.4011648565893,1287
1.0,1
1.0,1
170.14086857880386,176
1.0,1
80.05485681304253,154
4077.198412698412,2465
1.0,1
63436.41666666672,73453
287.35640287545345,100
993.8503968253968,1112
1203.863835978836,1033
26.67207798217626,12
1639.215488365048,1125
3914.6345175974425,1439
1.0,1
1.999708500239824,2
200.04463371561218,71
1.0,1
37.553384659286365,30
62823.812848860325,66594
26610.39399570589,29742
1.0,3
3379.3842763889347,4271
803.6190476190477,548
1.0,1
1.0,1
127.84302552655602,45
31078.99121174495,26178
1.0,1
11439.662085137086,11270
10855.580317628412,11390
8.995048207439849,1
5.989970857513942,6
40339.00000000009,32351
1.0,1
2.8906584560461375,4
16.344335318793174,3
30.185407094866523,20
37057.205089672236,32130
37594.0,37594
115572.90209235207,135858
431.17524447698275,182
31590.132986168763,33688
3.6049060150375936,1
4.254323897082757,3
171.16799461639238,145
2.585835462442514,1
1.0,1
15.184018107663936,8
2748.499123960694,789
92912.5,99619
441.5,454
98938.75000000003,86145
72.0,72
12.206239260829262,60
1.0,1
1277.65,1334
38.70319209640587,25
2844.8230029287165,3166
128.85546889572458,80
2.3991666666666664,2
8.0,9
1.0,1
38.796712573918455,20
129227.0,129227
21.69045347993394,21
27.94111111111111,61
1.0,1
109703.37133400228,117383
65.8054110549944,68
1.0,1
85778.66980645196,85773
2.838359290785798,1
1.0,1
1.2976190476190477,1
76.3135350692001,69
1.3703703703703702,1
37594.0,37594
1.0,1
3837.415792161333,4602
2.6890476190476194,2
182.83611111111114,220
4.120275888133031,5
1.0,1
1.0,1
7.004561866296338,10
1.0,1
1.0,1
581.8333333333334,469
10172.365607520607,9500
1.8445234234044496,1
1.0,1
173.69917804876007,121
92912.5,99619
2284.866666666667,2261
4511.431173469389,5511
641.477419672,879
1.0804232804232803,1
1.0,1
2221.689137782567,3155
1.0,1
40202.58101996026,40300
114675.83333333346,125302
1.562048795073772,1
2.83015873015873,1
16.92217005002713,4
1.0,1
1.0,1
1.0,2
2.8979636897244867,1
7.772002510985562,1
9625.496818477255,7565
1.4916666666666667,1
8.992266437021085,9
2.35,1
215.52793650793652,106
3162.115607122493,2558
13.032641057153853,12
27.437294888081183,37
154.42121036728707,136
1.25,1
321.21063918226446,747
32558.98333333333,30910
127340.11904761902,130632
18982.0,19011
257.0941904017824,131
6.527079839297881,10
1.9751700680272108,2
6.961233660130719,5
3.936746053891467,2
15355.023809523804,5865
1243.671068742918,1070
56038.66666666673,56059
1.0,1
7919.071710544423,7841
1.0,1
93970.82896825393,93944
26.6386933106576,10
47.9104932837506,96
132.63008929595173,108
1.0,1
1.0,1
5727.771234249506,5119
73389.23293650795,73495
78.54284439372616,114
1.0,1
46.306534179328295,40
228.31830065359475,219
1.0,1
1.3499999999999999,1
83.3709806885581,14
90.02461543013197,17
1.0,1
15.000859590726245,4
7336.814764996911,3302
1.0,1
945.7553227713167,694
6.3126984126984125,1
45442.90734323918,43685
1.4284188034188035,2
1.0666666666666667,1
5.196685105018439,6
1.0,1
61278.08333333327,58451
1.0,1
1.0,1
8.289729031431817,2
2.205688622754491,2
92912.5,99619
50.435243299871786,3
30673.052116402123,30223
26.773373012128832,11
1030.193148148148,343
1.0,1
1.0,1
2.6546014822595705,3
1.0,1
1.0,1
1.0,1
1.0,1
2.9137317321498633,5
112.78268398268398,19
2.469358445132439,1
9198.896213897899,10198
140.55357142857144,143
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
19953.278218682994,17927
8.972952494052402,4
1.0,1
52145.166666666744,41519
1.0,1
1.0,1
6402.924173672042,6443
30.666666666666664,21
156.2014222759192,154
6241.799523809521,6767
4.0,3
2211.995147974392,2003
21.34984126984127,14
1.0,1
1.0,1
35.2384149355356,31
182.625,256
1.7802749520860974,1
48.90833333333333,103
28009.666666666693,30463
8.606765873015872,11
2.7258096841430173,1
39512.66666666668,58287
67882.24999999996,80676
1.0,1
1.0,1
40370.05323981923,31095
114675.83333333346,125302
1.0,1
258.6372881708504,207
9753.414722648346,14153
2854.833333333333,2888
45.24,57
4220.862696372258,4565
1.0,1
1.0,1
23990.995679144493,23987
3.4626289155747356,2
2.5285046796496378,2
106.60595238095237,107
15317.127777777774,15835
3959.7665331105045,4241
9.508082681051285,12
174.3943619166249,144
7.458850652271705,4
2.612671356421356,2
1.0,1
1.0,1
2599.5321428571433,1863
3218.9648294166145,3100
37071.31833293554,35018
1.2031298007404934,1
319.31601246600235,230
2.2888888888888888,1
1.0,1
333.7597889333471,287
1.0,1
12.039999999999997,1
9.302154195011337,5
1.0,1
73908.5,67202
2187.9206296296306,983
1.0,1
1.0,1
22.212689023898104,47
83.46916015895287,12
707.4659134037619,640
1.0,1
829.7232323232321,613
88.2,79
1.0,1
129227.0,129227
41.405779005542726,91
4.696857638498742,1
60599.0657598565,60727
1.0,1
78488.06190476172,63690
1.0,1
5.604745564892624,9
733.1847436267442,1089
39.35520819890126,3
17.583067342487233,16
73908.5,67202
1.5097929296174908,6
6.295074713298398,2
16.626774891774893,5
2060.8407647907643,1960
22.859523809523807,3
17.718821680027673,5
5108.649300056739,3521
22.394126984126984,12
1.0,1
1.0,1
202.55343749472527,141
73.68282271560427,128
65694.42460317462,65505
30.87945089882013,50
1502.1349776852717,413
17867.367861552026,18001
1.0,1
2.9935438641300074,1
8.939285714285713,7
1353.8487378990055,848
5.0476190476190474,2
1.0,1
972.5996317171704,959
2807.6155535812645,3082
120841.34007936507,120891
334.15754862807773,225
129227.0,129227
523.8690476190476,430
144273.0,144273
461.7369094860165,449
16147.171254009967,16902
5032.556944444449,4579
1.0,1
1.0,1
325.5194473414145,136
4.837534186564114,4
1.0,1
1.0,1
2.602096065699007,3
1.0,1
31771.98362193362,31941
182.95342484486648,86
15.735435018517723,5
9007.627624524079,7583
1.0,1
23.811329795075924,14
1.0,1
2368.223708112874,2555
6792.282045454547,6226
10.342984126984128,7
45.95378787878788,14
38.70331065045225,96
1.0,1
448.2632845461415,350
1207.0,1207
740.9363745197408,250
1670.529850088184,1474
8233.388739756127,7333
29408.5833333333,29833
1.0,1
177.31142986002774,383
116.22671793863745,105
72846.69343130638,63188
182.4626985861361,124
1.5289137877373173,1
10453.715023826771,8317
33.53333333333333,50
503.79276917846744,136
63205.09170634912,54431
17.431987768892597,44
1.0,1
1.0,1
22480.32293650795,17860
1.0,1
1.0,1
104634.42111111105,123312
135334.68797327115,124798
57.385546998729424,21
1.0,1
1.5227272727272725,1
26878.01014293427,21575
37001.5645842837,44739
7423.049074074072,7593
138429.41926676466,138430
17.277958938701254,11
445.7614233922689,516
90278.64424603172,96916
48.68820105820106,8
4.14404761904762,4
353.53753356037777,63
1.0,1
1.0,1
7.865079365079365,3
1.0,1
1.0,1
291.3777380952381,229
1.0,1
100467.58125702129,106901
1.0,1
41255.25574287589,45502
863.0642857142857,547
1432.307757611426,1319
1.0,1
1.0,1
1.0,1
1.0,1
3.583333333333333,1
31833.0,34913
1.0,1
1.8090199042579993,1
1.0,1
149.69629193423438,143
15958.762518037518,16658
3006.8918650793594,1010
289.0123424955629,258
151465.97619047624,160956
1.0,1
8344.654605822509,9311
5380.0,5349
63575.86266233763,65978
1186.4705820105821,879
1.0,1
1526.043381472329,1760
7.78277734396171,14
1.0,1
39.36666666666667,36
27543.89416617023,29926
1.0,1
1.933494397759104,3
1.0,1
15.415873015873018,11
1.0,1
1.0,1
13.47942642736664,3
78970.45086580086,81980
1.0,1
71.76856476661217,51
4915.419262167721,5100
1.0,1
4.307869138778788,1
2.130196106782794,1
1.0,1
16693.374632893556,20317
2896.3468995780313,1580
28749.916666666664,21407
33.070489417989414,34
1.2235294117647058,2
27.666666666666664,30
195.0915939785619,35
63363.190037946304,73276
67.95890925255075,72
1.0,1
1.0,1
1.0,1
290.8799033241213,272
14.253950012597626,3
2664.6961612489426,1961
1.0,1
8547.453519747374,8387
1281.8287009258372,1534
1.0,1
1.5468253968253969,1
1.0,1
102.37587221268436,58
1.0,1
1.0,1
10.712037361240796,1
1.0,1
2516.9632730652306,2975
1.1993808853916001,1
50920.891239990364,50955
165.90912280701755,180
1.4711229946524065,2
151.0,151
315.7986489898989,315
132.69577500269156,213
1.0,1
22609.000000000015,23665
32570.240852763938,43106
6.594511292156415,1
30.762962962962963,19
21.043524403878422,24
1.0,1
1524.6486573585576,1919
1.0,1
6.730769374894242,2
1.0,1
1.0,1
11805.312181216786,7440
1.0106646825396826,2
2.3589765849960505,2
11952.807549989697,8884
20175.48037518037,20913
155918.0761904763,161948
2.207858654174421,1
119.0071923617108,101
76.57195869919555,41
1.0,1
2.994683125521461,2
1.0,1
764.1861904761906,1029
1.0,1
1.0,1
1.0,1
1.0,1
35.716185666185666,11
1.0,2
1.0,1
48852.057142857135,66942
461.46385189151096,95
3780.768525758856,3291
1.0,1
56485.5,51686
1.0,1
2.718889576032433,1
1.0,1
65724.41666666669,54630
1.6547619047619047,1
61799.296107678354,61804
1.0,1
7707.95793650794,9172
19240.445437469938,24070
3.1947152194211013,2
1.0,1
2831.9187950937953,2488
69.3370360177741,213
354.39603123067417,113
342.6958333333335,330
1.0,1
4299.334416658076,4243
1.0,1
4.4611051566529945,5
7764.844383168712,5389
8.719542802876138,9
10423.913095238093,11715
2393.7148148148135,3003
528.7563239908744,491
1.0,1
3145.391666666667,2313
133.07011961722486,123
17169.49999999999,11906
5125.758333333338,3639
2.142506170549714,1
1.0,1
80.14777777777778,56
1.0,1
1.0,1
16.54717086834734,15
19912.526322751313,18821
3.3180414767191464,1
11961.887844446726,9137
53.34829079405041,27
35734.399402185125,37938
1.0,2
1.0,1
2.0286672900512186,1
266.4900964885554,366
51556.4326839827,53967
1.0,1
1.0,1
49.150793650793645,11
73908.5,67202
37594.0,37594
1.0,1
1.0,1
43.13498491847564,18
74432.0,74432
73908.5,67202
1.0,1
1.0,4
8876.647526855853,10267
18.0,18
774.016439909297,1004
1.0,1
4.7585113960113965,2
5.842592592592593,12
1207.0,1207
12459.239682539675,12137
1.0,1
13.30438736100501,11
1.0,1
5297.6008357417095,3413
1.0,1
14.850877192982455,30
1.0,1
1.0,1
1.0,1
3226.525412392817,2401
3713.630753968248,3154
4.329035391546655,6
1.0,1
8.094285714285714,1
1.0,1
113.95260811687926,122
23.56450313006979,24
1.0,1
1.0,1
3599.4626455167136,2415
1.0,1
1.0,1
73908.5,67202
1.6281641604010024,3
4.358372900222139,1
5.1383053221288515,2
6.9440850478122265,7
18909.41943296352,16460
1.0,1
1.0,1
9136.482915099265,7889
1.0,1
1.0,1
9.544444444444443,12
4630.853738078268,4835
1.0988516746411483,1
25151.3333333334,23677
1.3201199706224862,5
1.0,1
68.07637184891584,76
106.66904761904759,43
16993.260058016585,15411
1.0,1
2378.2435978835974,2128
1919.7523186379456,1159
442.0039682539681,387
1.0,1
10.478072795260296,7
44.54206349206349,31
3472.648902116401,2963
1.0,1
2874.9642186596543,3527
2122.9833775486645,1959
1.0,1
25.54517765756775,14
55.5707114926697,17
1.0,1
101096.58333333336,112191
1.0,1
197.76402717652718,182
1.0,2
12.44862448047145,6
1.0,1
1.0,1
93.33333333333333,40
2.086581839213418,2
6.524652852594028,1
557.7680753070459,610
751.2546289455032,330
1.0,1
98.78394270956035,125
4982.900643480636,2195
299.45702132135744,509
10.797062306705726,9
1.0,1
92912.5,99619
10902.923809523812,4873
1.0,1
1.0,1
1.0,1
5.269064114734468,1
15.781361596876081,38
13180.3253968254,10498
1.5990800865800865,5
11811.095147048716,12320
678.8104570636543,924
59.38739612801179,84
1.2670295682375516,1
26.32479043132404,8
176.23055555555553,179
14389.596216931213,12322
2862.9537631801104,2675
1.0,1
1.07,1
238.83138888888894,116
49.24518116633641,30
1.0,1
1.0,1
829.7232323232321,613
21262.475189393932,24900
1.75,2
1.0,1
4726.036333573831,4547
1.0,1
1.0,1
80.1673664449101,127
2.160964954602994,1
1.7634523809523808,1
1.0,1
2994.2908730158724,2884
4.23175763482781,5
1.0,1
1.2665515552626279,1
14.150196258061971,1
1.0,1
69.341898539809,37
232.30296851697784,229
1.4452098890002665,1
569.3343299319728,640
3248.9119589746683,3245
3.8041065452733784,7
2.0410084875274745,4
46.76161589635854,65
134.01396825396824,155
1.0,1
4.653173653831549,2
315.8338122137819,318
6880.148015873012,2851
1943.733707792208,1868
1.0,1
6.655362026172673,4
320.3978595478595,166
36987.641089466044,36598
109.83365196260617,92
24.497542112538795,22
16518.992807265506,12608
353.1133066845721,289
1.0,1
4.75,5
1.0,1
1455.9349074074078,1613
35.67070162758704,13
3.3731320170344556,1
23186.81666666667,30158
3765.700572376541,1779
21241.473153066898,18589
1.45,1
724.6563202580246,553
25594.747222222228,27993
36.61666994447351,35
1.0,1
1.0,1
1.0,1
178.47904761904752,59
17423.0,15516
86.72300296546966,17
11065.910865095926,16716
8.746678004535147,4
2089.4656438186607,2307
30779.478969358563,33621
833.8999999999999,810
1.0,2
1.0,1
73908.5,67202
1204.2430555555554,891
1.0,1
26.73452318971484,42
1.0,1
363.36515517763985,289
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
356.70949703581584,269
31.8771830594586,88
411.16451520886744,412
29.46659332969752,25
2.25,2
111.5708667227834,107
1.0,1
1.0,1
1.0869565217391304,2
5699.549995657632,5887
149.62818504594821,142
10.901859513035982,4
1.0,1
348.22441001282664,178
4968.178767951625,4519
1.0,1
1.0,1
1.0632102272727273,1
8.173347192245851,5
1.8466386293719117,2
1.0,1
5977.343650793648,4401
9070.432482914986,11297
1.0,1
11126.432535776956,11239
44.91893483251757,23
165117.937988935,165124
70909.5,75446
1.0,1
7.31540688543578,9
1.0,1
1.0,1
32686.833333333318,25362
396.3831814574317,191
1.0,1
14.903677330581356,2
58637.166666666715,69243
951.902049750518,970
1452.152336277413,1240
3.7370280182780187,1
86491.73716952566,79043
37.72903781913194,50
48788.434271284255,48177
1.0,1
6.766450011163887,1
1.0,1
1379.0,1379
190.42213437200496,38
5380.0,5349
1106.0285714285715,883
441.5795655511732,293
26760.17245657568,26760
1.0,1
32686.833333333318,25362
7.184090827963498,2
5.95112554112554,8
690.5833333333333,630
48.404601640926266,26
1.0,1
4.378201894187802,1
1.2607564966709703,2
21.77339507977123,106
1.0,1
15355.023809523804,5865
2076.2814548546685,1
1.0,1
3217.9512734560753,1821
14236.622273598428,19794
1.0,4
54.8298595911599,59
4.973761865857454,6
73908.5,67202
4264.113851582415,4648
722.2067145262143,1061
2.9346278317152104,3
781.5166666666665,931
10112.755241345758,7768
1.0,1
393.8820824342495,209
26.702056942407815,1
3945.807658730158,4012
48.65430878328614,1
329.0255677549618,26
43.58108835608835,43
22042.502731681903,23426
1.0,1
2.481298853533508,2
1.0,1
1.5219734413094377,1
1.722222222222222,1
191.95511904761906,78
3.9162876756016494,3
45.622983609312946,57
40.91474810019702,8
125.18388888888886,75
1.0,1
15.31948310948311,54
1.978249668288368,2
9.128429087172172,20
307.1329365079367,331
104.86083013921636,78
1.0,1
1.0,1
87850.5491341991,84841
1.0,1
57025.763332950606,62623
16343.138570973973,16333
89112.91077097498,103651
60.164190377825385,50
25.35089741151183,31
31.258271582310563,51
1.0,1
33265.41666666669,36304
1.0,1
73.75,87
72850.17103174602,72877
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
254.54166666666669,213
1.0,1
9477.709523809526,8077
117.83197131829871,128
2.2396475236130406,1
1.0,1
3503.5913614410097,3430
1788.690025654468,1568
1.0,1
1.0,1
1610.3465312776973,658
34972.31190476193,36886
724.5649191871869,166
1947.3432225472698,1549
80.36264004313541,51
5.523809523809524,3
35.51497686616734,12
20836.619473304436,25578
59825.21970830757,67089
1.0,1
1.0,1
14733.421736163098,22338
1.0,1
1.0,1
156.85141587629204,157
1.0,1
5767.984781512495,5702
1.0,1
1.0,1
1.0,1
1988.4062499999998,2155
763.5151569886121,718
92912.5,99619
1.0,1
5153.625974827645,5882
1648.8333333333337,1530
72.84233736584171,80
2380.729535050767,3550
1.0,1
1.0,1
2567.000000000002,1948
2454.331259902951,2418
317.33031258694524,279
1.0,1
7.685760324556765,8
1176.223105059327,1109
28369.583333333314,22389
18372.71479603682,13942
1.0,1
1628.9106902356896,1541
1.6591387559808612,1
7390.209778464634,8860
1.0,1
14361.039740626937,5392
39480.88095238096,36189
51.644196428571426,26
149.39166666666665,83
50610.95476190475,30405
2.3567592380548366,2
48350.71173076824,60390
57.05680023355462,35
1.0378256003256003,2
167.5186462087369,249
7.76752395423061,2
25.23448615801096,61
3.782329793297654,1
6694.758862433868,6555
724.25,818
2.5619662363455804,1
1.0,1
534.04548415966,285
201.4969474573781,148
109.49887156205706,58
84.78113986689837,121
13568.858730158738,9004
1.0,1
123.7673831915211,142
6370.243498940167,8852
6.2293650793650786,1
92912.5,99619
1.7780830965602088,10
3776.596741095989,3521
1.1300661375661374,1
1.0,1
1.0,1
530.7728771084368,514
2203.709208236474,485
39541.03878066382,39449
1417.2309523809517,1
1.0,1
1.0,1
72741.5,77541
114675.83333333346,125302
1.537867615606775,2
305.3471018239199,196
36.17738095238096,33
121.49038283298518,187
1242.12051572009,1277
3932.552261904767,2818
37594.0,37594
1.0,2
50610.95476190475,30405
52366.536166097154,47174
1068.1357142857146,875
98938.75000000003,86145
704.7125464490789,492
1.0,1
93970.82896825393,93944
343.06221300304634,295
1.04647266313933,1
1.0,1
1.0,1
1.0,1
1.0,1
15848.714947089953,16195
1.0,1
1789.492715368594,1516
