query_no,query,cardinality_predict,cardinality_true,latency_ms,generated_spn_calls,latency_generated_code
0,SELECT COUNT(*) FROM fps f WHERE f.gpumemorybus=0 AND f.fps>30.0;,8595.625922458525,7818,3.2623000006424263,0,0.0
1,SELECT COUNT(*) FROM fps f WHERE f.gpumemorybus>352 AND f.fps=265.7;,1.0,1,3.071200000704266,0,0.0
2,SELECT COUNT(*) FROM fps f WHERE f.gpumemorybus>2048 AND f.fps>210.0;,115.39749879799595,46,2.7279000023554545,0,0.0
3,SELECT COUNT(*) FROM fps f WHERE f.gpumemorybus>64 AND f.fps>260.0;,47138.77612222299,47244,2.8127000005042646,0,0.0
4,SELECT COUNT(*) FROM fps f WHERE f.gpumemorybus<3072 AND f.fps<184.6;,321820.5230035108,321736,2.819699999236036,0,0.0
5,SELECT COUNT(*) FROM fps f WHERE f.gpumemorybus>192 AND f.fps=278.3;,1.0,1,2.8808000024582725,0,0.0
6,SELECT COUNT(*) FROM fps f WHERE f.gpumemorybus>320 AND f.fps>160.0;,15872.988885911593,15220,2.7520000003278255,0,0.0
7,SELECT COUNT(*) FROM fps f WHERE f.gpumemorybus=2048 AND f.fps=191.1;,1.0,1,2.783400002954295,0,0.0
8,SELECT COUNT(*) FROM fps f WHERE f.gpumemorybus=512 AND f.fps=190.0;,20.439848149643698,24,3.306200000224635,0,0.0
9,SELECT COUNT(*) FROM fps f WHERE f.gpumemorybus<2048 AND f.fps=241.7;,1.0,1,3.260099998442456,0,0.0
10,SELECT COUNT(*) FROM fps f WHERE f.gpumemorybus>1024 AND f.fps=94.4;,1.0,1,2.959400000690948,0,0.0
11,SELECT COUNT(*) FROM fps f WHERE f.gpumemorybus<32 AND f.fps>100.0;,1642.5243415444538,812,3.2436000001325738,0,0.0
12,SELECT COUNT(*) FROM fps f WHERE f.gpumemorybus>96 AND f.fps<53.5;,36491.939089814194,35831,3.167799997754628,0,0.0
13,SELECT COUNT(*) FROM fps f WHERE f.gpumemorybus=320 AND f.fps>50.0;,175.59116355629868,150,3.1827999991946854,0,0.0
14,SELECT COUNT(*) FROM fps f WHERE f.gpumemorybus=64 AND f.fps<60.0;,5815.28721314333,5868,3.314400000817841,0,0.0
15,SELECT COUNT(*) FROM fps f WHERE f.gpumemorybus<320 AND f.fps>142.8;,122201.2043659656,122987,3.1812999986868817,0,0.0
16,SELECT COUNT(*) FROM fps f WHERE f.gpumemorybus>448 AND f.fps=128.3;,1.0,1,2.845099999831291,0,0.0
17,SELECT COUNT(*) FROM fps f WHERE f.gpumemorybus=4096 AND f.fps<130.0;,221.21902319738183,321,3.2903999999689404,0,0.0
18,SELECT COUNT(*) FROM fps f WHERE f.gpumemorybus=352 AND f.fps>198.0;,8356.879856483314,9050,3.181700001732679,0,0.0
19,SELECT COUNT(*) FROM fps f WHERE f.gpumemorybus>448 AND f.fps=72.0;,1.0,1,3.2770999969216064,0,0.0
20,SELECT COUNT(*) FROM fps f WHERE f.gpumemorybus>2048 AND f.fps<170.0;,327.84254524962904,419,3.204399999958696,0,0.0
21,SELECT COUNT(*) FROM fps f WHERE f.gpumemorybus=128 AND f.fps=63.3;,1.1457817432684372,1,3.213200001482619,0,0.0
22,SELECT COUNT(*) FROM fps f WHERE f.gpumemorybus>352 AND f.fps=98.9;,1.2474392324956365,7,3.1249999992724042,0,0.0
23,SELECT COUNT(*) FROM fps f WHERE f.gpumemorybus=160 AND f.fps=53.2;,1.0,1,3.294100002676714,0,0.0
24,SELECT COUNT(*) FROM fps f WHERE f.gpumemorybus=64 AND f.fps>70.0;,2596.317843831266,2542,3.2219999993685633,0,0.0
25,SELECT COUNT(*) FROM fps f WHERE f.gpumemorybus>192 AND f.fps=142.5;,11.457387410287769,12,3.55640000270796,0,0.0
26,SELECT COUNT(*) FROM fps f WHERE f.gpumemorybus<352 AND f.fps=287.3;,1.0,1,3.2817000028444454,0,0.0
27,SELECT COUNT(*) FROM fps f WHERE f.gpumemorybus<320 AND f.fps<61.9;,66399.92245259594,65396,3.027500002644956,0,0.0
28,SELECT COUNT(*) FROM fps f WHERE f.gpumemorybus<1024 AND f.fps<123.8;,239583.73643537666,239352,3.318600000056904,0,0.0
29,SELECT COUNT(*) FROM fps f WHERE f.gpumemorybus=448 AND f.fps>20.0;,76.46009508196835,87,3.154099998937454,0,0.0
30,SELECT COUNT(*) FROM fps f WHERE f.gpumemorybus=3072 AND f.fps>110.0;,2.6432504252250255,2,3.1263999990187585,0,0.0
31,SELECT COUNT(*) FROM fps f WHERE f.gpumemorybus=96 AND f.fps<33.0;,623.6560049716379,465,3.3438999998907093,0,0.0
32,SELECT COUNT(*) FROM fps f WHERE f.gpumemorybus=160 AND f.fps=89.7;,1.0,1,3.0356000024767127,0,0.0
33,SELECT COUNT(*) FROM fps f WHERE f.gpumemorybus=96 AND f.fps<58.3;,2206.144203942937,1872,2.832099999068305,0,0.0
34,SELECT COUNT(*) FROM fps f WHERE f.gpumemorybus>32 AND f.fps>220.4;,68530.98337284864,68700,2.928400001110276,0,0.0
35,SELECT COUNT(*) FROM fps f WHERE f.gpumemorybus>32 AND f.fps=97.2;,17.919554668182485,18,2.9831000028934795,0,0.0
36,SELECT COUNT(*) FROM fps f WHERE f.gpumemorybus>512 AND f.fps=68.5;,1.0,2,2.937600002042018,0,0.0
37,SELECT COUNT(*) FROM fps f WHERE f.gpumemorybus<2048 AND f.fps<209.5;,350513.41732539964,350110,3.1400999978359323,0,0.0
38,SELECT COUNT(*) FROM fps f WHERE f.gpumemorybus<512 AND f.fps<231.0;,353252.4152899256,352567,2.8979999988223426,0,0.0
39,SELECT COUNT(*) FROM fps f WHERE f.gpumemorybus=1024 AND f.fps>80.0;,1.4672108338744179,1,2.863599998818245,0,0.0
40,SELECT COUNT(*) FROM fps f WHERE f.gpumemorybus>2048 AND f.fps<100.0;,106.58665026082177,205,2.6280000020051375,0,0.0
41,SELECT COUNT(*) FROM fps f WHERE f.gpumemorybus=320 AND f.fps<60.0;,74.08347183488752,99,3.0139999980747234,0,0.0
42,SELECT COUNT(*) FROM fps f WHERE f.gpumemorybus>256 AND f.fps>118.5;,30199.70388500048,30057,2.8151000005891547,0,0.0
43,SELECT COUNT(*) FROM fps f WHERE f.gpumemorybus>160 AND f.fps>214.7;,66964.57985566491,66976,2.7166999971086625,0,0.0
44,SELECT COUNT(*) FROM fps f WHERE f.gpumemorybus>256 AND f.fps<79.8;,5471.049735237121,6214,2.735199999733595,0,0.0
45,SELECT COUNT(*) FROM fps f WHERE f.gpumemorybus>128 AND f.fps<194.0;,241836.5258139281,242223,2.732000000833068,0,0.0
46,SELECT COUNT(*) FROM fps f WHERE f.gpumemorybus=0 AND f.fps<140.0;,14640.37754204881,15271,2.759100003459025,0,0.0
47,SELECT COUNT(*) FROM fps f WHERE f.gpumemorybus>64 AND f.fps<275.8;,353731.75381018035,353629,2.8151000005891547,0,0.0
48,SELECT COUNT(*) FROM fps f WHERE f.gpumemorybus=64 AND f.fps=180.0;,35.325625616931546,35,2.8599999968719203,0,0.0
49,SELECT COUNT(*) FROM fps f WHERE f.gpumemorybus>1024 AND f.fps=148.0;,1.0,2,2.6354000001447275,0,0.0
50,SELECT COUNT(*) FROM fps f WHERE f.gpumemorybus>160 AND f.fps<69.5;,29330.649416951248,31439,2.8689000027952716,0,0.0
51,SELECT COUNT(*) FROM fps f WHERE f.gpumemorybus>2048 AND f.fps=230.0;,2.3360544288025964,2,3.134700000373414,0,0.0
52,SELECT COUNT(*) FROM fps f WHERE f.gpumemorybus<160 AND f.fps=73.4;,1.4521915730343442,2,3.2608000001346227,0,0.0
53,SELECT COUNT(*) FROM fps f WHERE f.gpumemorybus<2048 AND f.fps=80.4;,19.84608146742776,19,3.426999999646796,0,0.0
54,SELECT COUNT(*) FROM fps f WHERE f.gpumemorybus>384 AND f.fps>160.9;,2406.708305528168,1523,3.204199998435797,0,0.0
55,SELECT COUNT(*) FROM fps f WHERE f.gpumemorybus=96 AND f.fps<116.5;,5958.4572055693125,5777,3.0731000006198883,0,0.0
