query_no,query,cardinality_predict,cardinality_true,latency_ms,generated_spn_calls,latency_generated_code
0,SELECT COUNT(*) FROM black_friday_purchase bfp WHERE bfp.gender=1 AND bfp.purchase>3558;,34914.619148232785,34710,2.171500000258675,0,0.0
1,SELECT COUNT(*) FROM black_friday_purchase bfp WHERE bfp.gender=1 AND bfp.purchase>9602;,22222.637661161654,22451,2.036599998973543,0,0.0
2,SELECT COUNT(*) FROM black_friday_purchase bfp WHERE bfp.gender=1 AND bfp.purchase<3399;,2090.6484412056407,2143,1.6752000010455959,0,0.0
3,SELECT COUNT(*) FROM black_friday_purchase bfp WHERE bfp.gender=2 AND bfp.purchase=2159;,7.406465151711104,10,2.7499000025272835,0,0.0
4,SELECT COUNT(*) FROM black_friday_purchase bfp WHERE bfp.gender=1 AND bfp.purchase<13061;,24257.308756992432,24143,2.0990999983041547,0,0.0
5,SELECT COUNT(*) FROM black_friday_purchase bfp WHERE bfp.gender<2 AND bfp.purchase<2722;,1323.4808330817991,1351,1.6145000008691568,0,0.0
6,SELECT COUNT(*) FROM black_friday_purchase bfp WHERE bfp.gender<2 AND bfp.purchase<9740;,15721.489543357333,15474,1.9236000007367693,0,0.0
7,SELECT COUNT(*) FROM black_friday_purchase bfp WHERE bfp.gender=1 AND bfp.purchase>3963;,34117.625889353614,33998,2.10739999965881,0,0.0
8,SELECT COUNT(*) FROM black_friday_purchase bfp WHERE bfp.gender>1 AND bfp.purchase=13677;,7.989675880223766,5,2.134700000169687,0,0.0
9,SELECT COUNT(*) FROM black_friday_purchase bfp WHERE bfp.gender>1 AND bfp.purchase=12761;,6.391740704179031,5,1.9498000001476612,0,0.0
10,SELECT COUNT(*) FROM black_friday_purchase bfp WHERE bfp.gender>1 AND bfp.purchase=7090;,19.256809394449043,19,2.7281000002403744,0,0.0
11,SELECT COUNT(*) FROM black_friday_purchase bfp WHERE bfp.gender<2 AND bfp.purchase>16333;,5224.430322474495,4980,1.7189999998663552,0,0.0
12,SELECT COUNT(*) FROM black_friday_purchase bfp WHERE bfp.gender>1 AND bfp.purchase<8627;,40704.451180774144,41096,1.7606000001251232,0,0.0
13,SELECT COUNT(*) FROM black_friday_purchase bfp WHERE bfp.gender<2 AND bfp.purchase>3497;,35171.897805183035,35038,1.9334999997226987,0,0.0
14,SELECT COUNT(*) FROM black_friday_purchase bfp WHERE bfp.gender=1 AND bfp.purchase>4067;,33873.83361361447,33809,2.704899998207111,0,0.0
15,SELECT COUNT(*) FROM black_friday_purchase bfp WHERE bfp.gender>1 AND bfp.purchase>15865;,25628.483320993735,25650,1.764799999364186,0,0.0
16,SELECT COUNT(*) FROM black_friday_purchase bfp WHERE bfp.gender>1 AND bfp.purchase<4635;,13844.164661578492,13993,1.826499999879161,0,0.0
17,SELECT COUNT(*) FROM black_friday_purchase bfp WHERE bfp.gender<2 AND bfp.purchase>9623;,22184.253345406978,22404,1.8185000008088537,0,0.0
18,SELECT COUNT(*) FROM black_friday_purchase bfp WHERE bfp.gender=2 AND bfp.purchase=12033;,39.1494118130965,44,2.2165000009408686,0,0.0
