prediction,true
35924,34710
24592,22451
1933,2143
12,10
22994,24143
1406,1351
13944,15474
35131,33998
12,5
12,5
12,19
5936,4980
42488,41096
36060,35038
34898,33809
24907,25650
13887,13993
24548,22404
12,44
23477,21004
109541,109230
50721,52442
26815,27957
1501,1900
4,1
346,258
36750,35919
13619,13335
4,2
37612,36456
15798,17905
4,1
12,1
12,13
19275,18296
4,6
4,1
61,93
110112,111410
8088,9598
4830,5368
3004,3511
12,9
26114,24899
4,1
2396,2968
24966,26477
12,2
32412,31149
4,5
12,21
20055,21542
12,5
12,3
12,4
12,6
12,15
48237,50040
23904,25356
1285,1208
22341,19456
5244,5888
33441,32234
60875,62783
71304,73657
2470,3016
4,3
13043,10939
76630,79046
6838,7504
12,11
12,17
38264,39577
127315,127948
990,953
23802,21483
12636,13874
7878,9042
108477,109882
12,30
114835,115354
4,2
24467,25955
12,2
12,22
12,1
38153,37576
2570,3105
12,44
12,10
33153,31956
12,1
4033,4480
12,2
22616,19960
18366,17662
6729,6014
54022,55599
4967,4052
12,14
4,8
12,2
123698,124739
98591,100608
4,2
27425,25566
12,1
12,22
126686,127049
86705,88699
16516,14742
98666,100685
79011,81008
30114,27937
4,1
76430,75361
116943,118173
12,2
109690,109352
12,6
22379,23505
4,1
396,426
125076,125931
114669,115196
12,13
1607,1662
12,3
4,3
22656,20025
12,11
18458,16285
12,3
27830,28722
12,9
29302,27948
62,95
12126,10230
575,593
1443,1570
28020,26161
35607,35354
7773,8904
28561,29330
4,2
24511,22377
54267,55804
4,1
4,4
79468,81675
9342,7986
27106,25811
12,16
120478,120581
42578,41173
12507,11927
49276,47683
23058,23569
3551,2998
23789,21463
38091,37001
37821,37177
5673,5521
4,12
19660,18833
12193,13396
12,4
12,2
82854,85413
4,6
12371,11761
37851,37189
22758,20171
37186,36466
4,5
4,1
7204,6732
25840,26534
107897,109340
20504,21468
12,2
120837,120920
1832,2123
75718,78261
4,7
114929,114612
108689,110090
102220,104085
119901,121061
4,8
4,3
3130,3636
38187,37556
35396,34265
12,16
4,1
118106,119306
14745,16658
27187,28227
5736,6478
291,454
12,5
14733,16590
53328,51529
4,1
12,8
13910,11666
6507,7338
8562,8048
108106,107767
121488,121638
22922,20392
37576,36885
4976,5549
37153,36402
12,3
19092,20772
15153,13380
22374,19588
4,9
118189,119378
12,9
30938,31272
18075,15976
4,2
95211,94783
37044,36263
23426,24671
13742,11612
12,3
5496,6304
47470,49328
54012,55587
4,1
16559,14781
4065,4596
1887,1673
5212,5833
35620,35367
27122,25896
123377,124052
104776,106361
4,3
4,1
7316,6915
37854,37285
12,2
23045,20566
32380,30961
12,30
53714,55306
13556,13043
109622,111079
12,24
74863,73897
6197,7085
12,3
11095,11634
12,11
12,2
84410,83255
5797,4818
33654,33822
37758,37086
24825,25541
4,4
37085,36282
41658,40503
4,1
44238,46009
20279,21724
82356,84818
17642,19137
111082,110224
12,7
6788,6109
4,2
4,2
63011,61574
14097,11846
115247,116442
31088,31398
12,2
58726,60655
89860,91633
12,8
23959,22973
41072,40097
4,3
14889,13103
1467,1714
74885,73921
12578,13257
4,2
5308,6000
10554,11062
121733,122989
4,2
35677,34520
47692,46068
128206,129006
37672,36981
12,7
27976,26753
34029,34079
3720,4198
51331,49656
4,1
12,1
33365,32202
52771,50872
4,4
12,5
12,3
8699,9978
4,2
12,32
101482,103364
30221,28394
4,2
33575,33762
16544,14766
4,7
4576,3705
77439,79705
20806,18181
4,5
29433,28063
107016,108682
4,1
4,1
47914,49734
77787,79980
12,1
630,901
12,4
12,11
123444,123617
339,196
12,3
47093,48897
158,124
127988,128370
124970,125785
63925,65993
11822,13015
4,2
4,6
99725,101719
126463,127173
4,3
71093,69966
9106,10321
29059,27208
7511,8566
12,2
4,1
51112,49486
12,21
12,1
127397,128177
32146,32458
4,1
109643,109320
127984,128360
12,29
6517,7342
5752,4762
39,65
4,1
23502,21116
1865,2133
3011,3523
17558,19053
12,13
12,3
12,1
37746,37032
12,3
12,4
12,1
12529,13729
4,7
4,13
5953,5764
359,328
85798,87823
4,5
4,1
49608,48306
27875,26007
18647,19710
18508,16343
4,5
16298,14564
3790,3176
8724,9997
859,493
4,1
12723,10676
538,613
4,4
31588,30151
90855,92603
4121,4691
13081,10965
6201,5275
4,6
4,4
128336,128815
8930,10153
126676,127040
127388,128126
12,1
94782,94243
4,4
21023,21954
2537,3078
33279,33561
21537,22723
106454,107993
4,1
22524,19840
14914,13145
22888,20345
14553,16287
71855,74258
12,4
3550,3327
5832,6635
12,7
5080,5139
109957,109569
25942,24097
48051,49860
22638,19998
17272,15384
36520,36071
15,25
126450,127161
4,3
24049,24855
49576,48165
35207,34083
32240,30767
12,6
37659,36966
35124,33993
4,7
12,28
12661,12091
32311,30848
23393,20669
12,1
23847,25257
12280,13516
12399,13568
12,3
1527,1625
109409,109076
121707,121877
125767,126266
24934,22659
12,18
12,6
31955,32259
51240,49584
3249,2913
97407,97188
12,24
22831,23979
13267,14852
32429,32788
26700,24866
2034,2322
9563,10766
15718,13968
4,1
12,24
67166,69323
1887,1673
12,16
12,1
30988,29379
12,23
4,3
4,2
42207,40856
12,2
80432,79259
4,5
12,39
4,2
19492,20490
54546,56043
109676,111101
120269,121321
15337,17268
23984,21732
19670,18863
