prediction,true
14623,7818
1,1
74,46
44521,47244
322013,321736
14,1
13155,15220
1,1
16,24
22,1
1,1
8744,812
51613,35831
160,150
1264,5868
126144,122987
1,1
249,321
6698,9050
1,1
321,419
3,1
1,7
1,1
7304,2542
14,12
20,1
61501,65396
238386,239352
111,87
1,2
570,465
1,1
1345,1872
65873,68700
22,18
1,2
350208,350110
352891,352567
1,1
154,205
25,99
25724,30057
56002,66976
11075,6214
255466,242223
9205,15271
356551,353629
154,35
1,2
55320,31439
2,2
5,2
22,19
2080,1523
4690,5777
278375,302250
99928,103756
284127,276869
18,1
106,697
701,337
22,8
21,13
33812,38936
414,251
2258,2441
1191,934
97337,101295
198740,179444
7825,15921
11,1
355,426
14,12
6607,8518
8,1
11,1
86,442
33041,36212
101,87
913,1262
4101,6421
18,2
2468,2501
278865,281176
886,7623
1,1
1,1
361113,360875
857,749
49700,53658
125432,124831
1,3
214428,225632
1,2
25732,26169
139995,148958
201994,196654
312714,315281
2194,1531
398765,398611
2428,20
350906,350518
365585,378898
1,1
245341,239807
26,46
64738,39662
725,809
3,5
1,2
22,2
381178,380736
34,69
46841,45629
1,2
3,1
22,16
11,3
261,338
2,2
95,30
275771,275146
61883,65930
34152,23755
68376,68523
40724,38343
2459,2475
390,467
2,3
95177,112001
27614,26611
5,2
254,8
39950,41969
312313,312363
11,9
11,4
4021,3986
3,7
20,7
3,1
886,848
37322,41690
22,1
40012,62772
547,337
8,5
7767,9736
72892,72977
98322,99560
341484,338874
184046,184670
237853,238812
548,327
22,3
2814,27
19,11
1,1
378068,378139
33,3
4049,3714
13,9
263,150
10902,1997
101492,108839
55901,55737
1,1
1019,51
386276,386897
346259,361523
24179,24007
191468,203172
1,1
22,3
11,35
31,42
3,1
2459,2484
14,1
9,4
373971,374126
324289,319090
326211,342444
2220,2387
1,1
27950,11915
51733,49859
677,21
94432,101791
128250,136638
23840,23858
2875,3010
1,1
4249,4800
4241,62
297790,297432
314595,315994
22,22
1,3
1636,2352
355,110
28009,11941
1,1
37166,41573
22,13
1,3
5337,5716
347569,344143
2,1
103,72
22,10
4,5
20,5
120,77
474,601
854,774
285524,287446
1700,1716
1,1
10,35
840,1274
6453,5722
3861,547
9,1
22,10
2158,1369
9265,9434
4258,3688
53929,53809
7045,5698
1212,1127
281433,282577
80,661
1183,904
4080,4021
18,17
5662,6250
105,64
1300,877
18,14
318533,320896
11,3
1114,1289
239599,240286
3625,3968
22,2
96941,96499
47534,41338
53424,57828
65523,80448
50,10
148898,141376
18,5
35,70
22,4
382361,383049
5802,5633
22,23
118,45
3258,2773
42697,64948
53768,64208
72,6
2540,1985
1926,2059
8061,9382
21,21
1,2
34768,34582
3,5
242966,228598
5,1
139423,148530
1,1
321,419
429,484
1389,1421
20,1
369,448
1,1
498,309
8,1
22,14
116712,93440
274,407
8035,6924
80,661
21,5
22,14
21,2
126104,125903
2219,2380
321787,321607
4,1
369132,367138
99,44
1039,623
8569,7511
174199,167610
11,4
4,5
340711,340296
22,13
1,1
29,1
5,3
10510,10557
21,18
18,19
3002,71
3,1
9853,9688
21,1
22,15
1,1
9,1
13081,15429
10461,2230
154,35
59147,35503
90027,74393
332624,328248
3,1
6970,9191
50716,46052
1,1
7814,9353
664,456
349919,349790
22966,23238
3336,3711
5003,5389
2039,1896
3,5
10,7
2514,2632
15434,15306
75864,50171
41001,41691
1676,1393
22,1
20,5
382,455
8,3
22,17
22,2
181303,181108
6,1
365408,378652
183461,173460
60808,58986
3,1
1478,1565
55420,50614
1,1
3317,2747
3096,15739
26140,26187
1636,2352
22,3
231125,238046
13,1
1,1
726,826
6210,6451
12234,33982
1,3
302547,302343
6,1
1,1
53840,53724
18,15
125002,124260
322794,317529
73376,60389
43,19
5673,4306
5,4
55320,50547
14,4
83,65
1622,1445
429,1216
222778,207900
71440,71586
864,994
3,8
636,29
20293,6383
2,3
9,1
53346,57735
246719,241207
365537,378835
4,1
1,1
242,28
3103,2529
7,6
1,1
48,52
11753,15400
68459,68638
116255,92851
12363,21554
74,608
42,2
9205,15271
572,356
943,1265
70122,79307
484,1024
356152,366194
248,243
1,1
1825,1900
1915,2075
379,187
22,5
30289,14103
1,1
22,18
355,110
3,5
180680,201844
18,23
368210,369662
1,5
318536,320897
1,1
47563,41363
22,19
706,2112
294,2446
48506,37498
19,6
1,1
176204,176583
1035,724
295492,287712
5,2
1,1
314263,316780
426,265
86871,74609
4248,4796
2850,3104
1579,1393
4,2
236973,235846
1,1
4065,4014
70402,45492
2577,2711
1,3
85629,98124
21,1
65299,66030
22,2
22,22
8534,8096
165,175
2,1
2080,2307
1,1
1,1
49,21
301811,301644
237984,236813
446,524
15123,38978
2,1
22,1
32258,34201
1,1
7,7
141127,149942
362166,362611
21,1
359,37
95287,94904
12,19
1,3
5882,5645
1,1
26674,21776
31356,36336
1,1
21,29
18,2
22,19
1,1
13,9
105,73
20,19
2161,1634
1,4
10,17
22,1
