query_no,query,cardinality_predict,cardinality_true,latency_ms,generated_spn_calls,latency_generated_code
0,"SELECT COUNT(*) FROM nation n,customer c,orders o,region r WHERE n.n_nationkey=c.c_nationkey AND c.c_custkey=o.o_custkey AND r.r_regionkey=n.n_regionkey AND c.c_acctbal<3107.95;",558760.1717689541,561293,2.465900000061083,0,0.0
1,"SELECT COUNT(*) FROM part p,partsupp ps,supplier s,nation n WHERE p.p_partkey=ps.ps_partkey AND s.s_suppkey=ps.ps_suppkey AND n.n_nationkey=s.s_nationkey AND p.p_size=13 AND p.p_retailprice=1903.87 AND n.n_regionkey>0;",3.2180000000000013,0,2.0786000004591187,0,0.0
2,"SELECT COUNT(*) FROM lineitem l,orders o,customer c,partsupp ps WHERE o.o_orderkey=l.l_orderkey AND c.c_custkey=o.o_custkey AND ps.ps_id=l.l_ps_id AND o.o_totalprice<209884.09 AND l.l_quantity<45.0 AND ps.ps_partkey<163388 AND c.c_nationkey<14 AND l.l_tax>0.06;",307867.6582396156,326276,8.46229999933712,0,0.0
3,"SELECT COUNT(*) FROM orders o,lineitem l,customer c,partsupp ps WHERE o.o_orderkey=l.l_orderkey AND c.c_custkey=o.o_custkey AND ps.ps_id=l.l_ps_id AND l.l_partkey=131824 AND ps.ps_suppkey<6587 AND c.c_acctbal<1781.67;",6.869289060467968,4,8.057200000621378,0,0.0
4,"SELECT COUNT(*) FROM nation n,region r,customer c,orders o WHERE r.r_regionkey=n.n_regionkey AND n.n_nationkey=c.c_nationkey AND c.c_custkey=o.o_custkey;",1492928.782005539,1500000,1.575799999955052,0,0.0
5,"SELECT COUNT(*) FROM customer c,nation n,orders o,lineitem l WHERE n.n_nationkey=c.c_nationkey AND c.c_custkey=o.o_custkey AND o.o_orderkey=l.l_orderkey;",5943399.73659765,6001215,0.6928000002517365,0,0.0
6,"SELECT COUNT(*) FROM nation n,customer c,region r,orders o WHERE n.n_nationkey=c.c_nationkey AND r.r_regionkey=n.n_regionkey AND c.c_custkey=o.o_custkey AND o.o_totalprice>118794.26;",893246.8703506275,894165,2.3051999996823724,0,0.0
7,"SELECT COUNT(*) FROM customer c,orders o,lineitem l,partsupp ps WHERE c.c_custkey=o.o_custkey AND o.o_orderkey=l.l_orderkey AND ps.ps_id=l.l_ps_id AND ps.ps_supplycost<845.58 AND l.l_quantity<29.0 AND l.l_extendedprice=69834.3 AND o.o_totalprice=10895.91 AND ps.ps_partkey=62506;",1.0,0,12.11200000034296,0,0.0
8,"SELECT COUNT(*) FROM partsupp ps,part p,supplier s,lineitem l WHERE p.p_partkey=ps.ps_partkey AND s.s_suppkey=ps.ps_suppkey AND ps.ps_id=l.l_ps_id AND ps.ps_availqty>1411 AND l.l_partkey>59168 AND s.s_nationkey>5;",2751056.6210509106,2742350,3.0907999998817104,0,0.0
9,"SELECT COUNT(*) FROM lineitem l,partsupp ps,orders o,supplier s WHERE ps.ps_id=l.l_ps_id AND o.o_orderkey=l.l_orderkey AND s.s_suppkey=ps.ps_suppkey AND s.s_acctbal>7551.79;",177507.04103998048,1331248,0.8741000001464272,0,0.0
10,"SELECT COUNT(*) FROM part p,partsupp ps,lineitem l,orders o WHERE p.p_partkey=ps.ps_partkey AND ps.ps_id=l.l_ps_id AND o.o_orderkey=l.l_orderkey AND p.p_retailprice=1721.70 AND o.o_totalprice>56892.32;",282.0326195588659,270,1.0913999994954793,0,0.0
11,"SELECT COUNT(*) FROM orders o,lineitem l,customer c,nation n WHERE o.o_orderkey=l.l_orderkey AND c.c_custkey=o.o_custkey AND n.n_nationkey=c.c_nationkey AND l.l_discount=0.1 AND o.o_totalprice>126143.89 AND l.l_linenumber<1 AND l.l_tax=0.08 AND l.l_quantity<33.0;",1.0,0,4.487100000005739,0,0.0
12,"SELECT COUNT(*) FROM region r,nation n,customer c,orders o WHERE r.r_regionkey=n.n_regionkey AND n.n_nationkey=c.c_nationkey AND c.c_custkey=o.o_custkey AND o.o_totalprice<124291.59 AND c.c_acctbal=1535.22;",5.644760660649883,4,2.5449000004300615,0,0.0
13,"SELECT COUNT(*) FROM partsupp ps,supplier s,nation n,lineitem l WHERE s.s_suppkey=ps.ps_suppkey AND n.n_nationkey=s.s_nationkey AND ps.ps_id=l.l_ps_id AND l.l_suppkey=8482 AND l.l_extendedprice>59613.0;",140.12046136306992,205,4.02710000071238,0,0.0
14,"SELECT COUNT(*) FROM nation n,region r,customer c,orders o WHERE r.r_regionkey=n.n_regionkey AND n.n_nationkey=c.c_nationkey AND c.c_custkey=o.o_custkey;",1492928.782005539,1500000,0.32780000037746504,0,0.0
15,"SELECT COUNT(*) FROM customer c,nation n,orders o,lineitem l WHERE n.n_nationkey=c.c_nationkey AND c.c_custkey=o.o_custkey AND o.o_orderkey=l.l_orderkey AND l.l_suppkey>3652 AND l.l_quantity=32.0 AND l.l_extendedprice=21443.2 AND l.l_partkey=119727;",1.0,0,3.055600000152481,0,0.0
16,"SELECT COUNT(*) FROM orders o,lineitem l,partsupp ps,customer c WHERE o.o_orderkey=l.l_orderkey AND ps.ps_id=l.l_ps_id AND c.c_custkey=o.o_custkey AND l.l_quantity>44.0 AND l.l_tax<0.06 AND l.l_extendedprice>37655.8 AND l.l_discount>0.05 AND c.c_acctbal=-52.39;",1.0,1,6.800299999667914,0,0.0
17,"SELECT COUNT(*) FROM customer c,orders o,lineitem l,partsupp ps WHERE c.c_custkey=o.o_custkey AND o.o_orderkey=l.l_orderkey AND ps.ps_id=l.l_ps_id AND l.l_quantity<35.0 AND ps.ps_availqty=5659 AND l.l_tax>0.04;",217.56455465448758,202,4.572099999677448,0,0.0
18,"SELECT COUNT(*) FROM region r,nation n,customer c,orders o WHERE r.r_regionkey=n.n_regionkey AND n.n_nationkey=c.c_nationkey AND c.c_custkey=o.o_custkey AND o.o_totalprice=116469.17;",3.168671629996173,1,2.33840000055352,0,0.0
19,"SELECT COUNT(*) FROM lineitem l,partsupp ps,part p,supplier s WHERE ps.ps_id=l.l_ps_id AND p.p_partkey=ps.ps_partkey AND s.s_suppkey=ps.ps_suppkey AND l.l_discount<0.07 AND l.l_orderkey<27174 AND l.l_partkey=79386 AND ps.ps_availqty=6328 AND l.l_quantity>24.0;",1.0,0,4.327599999669474,0,0.0
20,"SELECT COUNT(*) FROM region r,nation n,customer c,orders o WHERE r.r_regionkey=n.n_regionkey AND n.n_nationkey=c.c_nationkey AND c.c_custkey=o.o_custkey AND o.o_totalprice=295542.58;",1.0,1,2.369599999838101,0,0.0
21,"SELECT COUNT(*) FROM orders o,customer c,nation n,region r WHERE c.c_custkey=o.o_custkey AND n.n_nationkey=c.c_nationkey AND r.r_regionkey=n.n_regionkey AND c.c_acctbal<7223.41 AND o.o_totalprice>1600.71;",1110308.1663341057,1119704,2.3106999997253297,0,0.0
22,"SELECT COUNT(*) FROM orders o,lineitem l,customer c,partsupp ps WHERE o.o_orderkey=l.l_orderkey AND c.c_custkey=o.o_custkey AND ps.ps_id=l.l_ps_id AND c.c_acctbal>5800.32 AND l.l_partkey<106318;",1198804.299285802,1220700,5.341899999621091,0,0.0
