query_no,query,cardinality_predict,cardinality_true,latency_ms,generated_spn_calls,latency_generated_code
0,"SELECT COUNT(*) FROM region r,nation n,customer c WHERE r.r_regionkey=n.n_regionkey AND n.n_nationkey=c.c_nationkey AND c.c_acctbal=3431.21;",1.0,1,1.4050000008865027,0,0.0
1,"SELECT COUNT(*) FROM lineitem l,partsupp ps,part p WHERE ps.ps_id=l.l_ps_id AND p.p_partkey=ps.ps_partkey AND p.p_retailprice>1810.77 AND ps.ps_suppkey<9487 AND ps.ps_supplycost=728.55;",12.914096395252484,12,3.1655999991926365,0,0.0
2,"SELECT COUNT(*) FROM part p,partsupp ps,supplier s WHERE p.p_partkey=ps.ps_partkey AND s.s_suppkey=ps.ps_suppkey AND s.s_acctbal>5117.85 AND p.p_size=21 AND s.s_nationkey>5;",5418.100527839399,5416,1.083699999981036,0,0.0
3,"SELECT COUNT(*) FROM region r,nation n,customer c WHERE r.r_regionkey=n.n_regionkey AND n.n_nationkey=c.c_nationkey AND c.c_acctbal<5150.42;",84081.99999995172,84082,0.5234000000200467,0,0.0
4,"SELECT COUNT(*) FROM nation n,customer c,region r WHERE n.n_nationkey=c.c_nationkey AND r.r_regionkey=n.n_regionkey AND c.c_acctbal>3109.96;",93748.99999991155,93749,0.60120000034658,0,0.0
5,"SELECT COUNT(*) FROM orders o,lineitem l,partsupp ps WHERE o.o_orderkey=l.l_orderkey AND ps.ps_id=l.l_ps_id AND l.l_suppkey>2806 AND l.l_quantity=50.0;",86543.95801543976,86033,3.674200000205019,0,0.0
6,"SELECT COUNT(*) FROM lineitem l,orders o,customer c WHERE o.o_orderkey=l.l_orderkey AND c.c_custkey=o.o_custkey AND c.c_acctbal>4708.56 AND l.l_suppkey=1470;",238.96757278779856,279,0.8283999995910563,0,0.0
7,"SELECT COUNT(*) FROM region r,nation n,customer c WHERE r.r_regionkey=n.n_regionkey AND n.n_nationkey=c.c_nationkey AND c.c_acctbal>6507.90;",47778.999999948835,47779,0.504200000250421,0,0.0
8,"SELECT COUNT(*) FROM supplier s,nation n,partsupp ps WHERE n.n_nationkey=s.s_nationkey AND s.s_suppkey=ps.ps_suppkey AND s.s_acctbal<-336.14 AND ps.ps_availqty>5692 AND ps.ps_supplycost<970.79;",19995.281274830388,19766,1.509799999439565,0,0.0
9,"SELECT COUNT(*) FROM customer c,nation n,orders o WHERE n.n_nationkey=c.c_nationkey AND c.c_custkey=o.o_custkey AND c.c_acctbal<9883.43 AND o.o_totalprice>166521.74;",621862.0383809339,620980,2.383199999712815,0,0.0
10,"SELECT COUNT(*) FROM region r,nation n,customer c WHERE r.r_regionkey=n.n_regionkey AND n.n_nationkey=c.c_nationkey;",149999.99999999994,150000,0.8668000000398024,0,0.0
11,"SELECT COUNT(*) FROM partsupp ps,part p,lineitem l WHERE p.p_partkey=ps.ps_partkey AND ps.ps_id=l.l_ps_id AND l.l_discount=0.07 AND l.l_suppkey=7161 AND p.p_retailprice<1847.89 AND l.l_linenumber>2;",20.211079188375972,33,4.993499999727646,0,0.0
12,"SELECT COUNT(*) FROM part p,partsupp ps,supplier s WHERE p.p_partkey=ps.ps_partkey AND s.s_suppkey=ps.ps_suppkey AND p.p_retailprice>1132.08;",693771.9999999285,693772,0.8563999999751104,0,0.0
13,"SELECT COUNT(*) FROM orders o,customer c,nation n WHERE c.c_custkey=o.o_custkey AND n.n_nationkey=c.c_nationkey AND o.o_totalprice>287032.80 AND c.c_acctbal>918.42;",94972.98461696014,94669,2.300000000104774,0,0.0
14,"SELECT COUNT(*) FROM part p,partsupp ps,lineitem l WHERE p.p_partkey=ps.ps_partkey AND ps.ps_id=l.l_ps_id AND l.l_discount>0.01 AND l.l_linenumber<1;",1.0,0,2.115599999342521,0,0.0
15,"SELECT COUNT(*) FROM lineitem l,partsupp ps,supplier s WHERE ps.ps_id=l.l_ps_id AND s.s_suppkey=ps.ps_suppkey AND l.l_suppkey<753 AND l.l_quantity>17.0 AND l.l_extendedprice=77793.38 AND ps.ps_supplycost<485.2;",1.0,1,4.43970000014815,0,0.0
16,"SELECT COUNT(*) FROM region r,nation n,customer c WHERE r.r_regionkey=n.n_regionkey AND n.n_nationkey=c.c_nationkey AND c.c_acctbal>9558.40;",5960.999999993266,5961,0.5180000007385388,0,0.0
