black_friday_purchase bfp##bfp.occupation,=,7,bfp.purchase,>,11044#10690
black_friday_purchase bfp##bfp.occupation,<,8,bfp.purchase,=,9987#3
black_friday_purchase bfp##bfp.occupation,>,19,bfp.purchase,>,3606#8564
black_friday_purchase bfp##bfp.occupation,>,10,bfp.purchase,=,16159#2
black_friday_purchase bfp##bfp.occupation,<,3,bfp.purchase,<,19901#41229
black_friday_purchase bfp##bfp.occupation,>,13,bfp.purchase,<,8818#15679
black_friday_purchase bfp##bfp.occupation,=,16,bfp.purchase,<,12531#4171
black_friday_purchase bfp##bfp.occupation,>,7,bfp.purchase,>,5348#61191
black_friday_purchase bfp##bfp.occupation,>,14,bfp.purchase,>,23146#148
black_friday_purchase bfp##bfp.occupation,=,3,bfp.purchase,<,15324#3415
black_friday_purchase bfp##bfp.occupation,=,7,bfp.purchase,=,15284#2
black_friday_purchase bfp##bfp.occupation,<,16,bfp.purchase,=,16325#7
black_friday_purchase bfp##bfp.occupation,>,14,bfp.purchase,>,20533#281
black_friday_purchase bfp##bfp.occupation,<,17,bfp.purchase,>,13453#52045
black_friday_purchase bfp##bfp.occupation,>,4,bfp.purchase,=,23842#1
black_friday_purchase bfp##bfp.occupation,>,19,bfp.purchase,<,19900#9012
black_friday_purchase bfp##bfp.occupation,=,17,bfp.purchase,>,3850#13201
black_friday_purchase bfp##bfp.occupation,>,11,bfp.purchase,<,8797#19490
black_friday_purchase bfp##bfp.occupation,>,14,bfp.purchase,<,3143#1712
black_friday_purchase bfp##bfp.occupation,=,6,bfp.purchase,<,16327#4837
black_friday_purchase bfp##bfp.occupation,<,10,bfp.purchase,=,19082#15
black_friday_purchase bfp##bfp.occupation,>,14,bfp.purchase,>,13217#15328
black_friday_purchase bfp##bfp.occupation,>,1,bfp.purchase,>,8060#95870
black_friday_purchase bfp##bfp.occupation,<,9,bfp.purchase,=,12282#3
black_friday_purchase bfp##bfp.occupation,>,11,bfp.purchase,>,18708#8704
black_friday_purchase bfp##bfp.occupation,<,14,bfp.purchase,>,10883#69283
black_friday_purchase bfp##bfp.occupation,<,5,bfp.purchase,>,11608#35373
black_friday_purchase bfp##bfp.occupation,=,12,bfp.purchase,=,11687#3
black_friday_purchase bfp##bfp.occupation,=,4,bfp.purchase,=,18963#4
black_friday_purchase bfp##bfp.occupation,<,12,bfp.purchase,>,1762#105169
black_friday_purchase bfp##bfp.occupation,>,3,bfp.purchase,>,6919#98465
black_friday_purchase bfp##bfp.occupation,<,6,bfp.purchase,=,9853#3
black_friday_purchase bfp##bfp.occupation,>,15,bfp.purchase,=,18981#3
black_friday_purchase bfp##bfp.occupation,<,13,bfp.purchase,>,15217#40296
black_friday_purchase bfp##bfp.occupation,=,9,bfp.purchase,<,7843#525
black_friday_purchase bfp##bfp.occupation,=,12,bfp.purchase,>,10023#6853
black_friday_purchase bfp##bfp.occupation,>,10,bfp.purchase,<,1507#774
black_friday_purchase bfp##bfp.occupation,>,1,bfp.purchase,<,1909#2360
black_friday_purchase bfp##bfp.occupation,>,10,bfp.purchase,=,16048#7
black_friday_purchase bfp##bfp.occupation,>,12,bfp.purchase,<,19385#45917
black_friday_purchase bfp##bfp.occupation,>,18,bfp.purchase,=,15820#1
black_friday_purchase bfp##bfp.occupation,=,6,bfp.purchase,=,15397#1
black_friday_purchase bfp##bfp.occupation,>,14,bfp.purchase,<,12739#22628
black_friday_purchase bfp##bfp.occupation,=,16,bfp.purchase,<,8018#1890
black_friday_purchase bfp##bfp.occupation,<,6,bfp.purchase,=,19049#9
black_friday_purchase bfp##bfp.occupation,<,19,bfp.purchase,>,10806#92165
